bulletin_date,datum_date,confirmed_and_suspect_cases,confirmed_cases,probable_cases,suspect_cases,deaths
2020-07-07,2020-04-02,,53,,9,1
2020-07-07,2020-04-03,,50,,11,5
2020-07-07,2020-04-04,,15,,3,4
2020-07-07,2020-04-05,,3,,1,2
2020-07-07,2020-04-06,,51,,14,3
2020-07-07,2020-04-07,,33,,26,3
2020-07-07,2020-04-08,,25,,44,3
2020-07-07,2020-04-09,,34,,18,4
2020-07-07,2020-04-10,,3,,7,5
2020-07-07,2020-04-11,,12,,6,3
2020-07-07,2020-04-12,,4,,3,0
2020-07-07,2020-04-13,,28,,31,6
2020-07-07,2020-04-14,,24,,55,3
2020-07-07,2020-04-15,,30,,49,4
2020-07-07,2020-04-16,,27,,48,4
2020-07-07,2020-04-17,,21,,48,1
2020-07-07,2020-04-18,,9,,17,3
2020-07-07,2020-04-19,,2,,3,3
2020-07-07,2020-04-20,,18,,72,1
2020-07-07,2020-04-21,,19,,75,4
2020-07-07,2020-04-22,,27,,88,5
2020-07-07,2020-04-23,,17,,80,2
2020-07-07,2020-04-24,,16,,95,3
2020-07-07,2020-04-25,,1,,26,2
2020-07-07,2020-04-26,,3,,7,5
2020-07-07,2020-04-27,,14,,87,0
2020-07-07,2020-04-28,,16,,86,2
2020-07-07,2020-04-29,,19,,81,0
2020-07-07,2020-04-30,,23,,100,1
2020-07-07,2020-05-01,,9,,124,3
2020-07-07,2020-05-02,,6,,31,4
2020-07-07,2020-05-03,,3,,16,2
2020-07-07,2020-05-04,,6,,124,3
2020-07-07,2020-05-05,,22,,145,2
2020-07-07,2020-05-06,,20,,115,1
2020-07-07,2020-05-07,,18,,144,2
2020-07-07,2020-05-08,,24,,156,0
2020-07-07,2020-05-09,,4,,33,0
2020-07-07,2020-05-10,,,,8,2
2020-07-07,2020-05-11,,15,,115,0
2020-07-07,2020-05-12,,10,,134,0
2020-07-07,2020-05-13,,9,,107,0
2020-07-07,2020-05-14,,9,,135,1
2020-07-07,2020-05-15,,11,,168,1
2020-07-07,2020-05-16,,2,,49,1
2020-07-07,2020-05-17,,2,,9,0
2020-07-07,2020-05-18,,7,,105,1
2020-07-07,2020-05-19,,5,,108,2
2020-07-07,2020-05-20,,12,,102,2
2020-07-07,2020-05-21,,5,,84,1
2020-07-07,2020-05-22,,6,,169,1
2020-07-07,2020-05-23,,3,,58,1
2020-07-07,2020-05-24,,2,,25,0
2020-07-07,2020-05-25,,5,,56,0
2020-07-07,2020-05-26,,5,,128,1
2020-07-07,2020-05-27,,8,,113,2
2020-07-07,2020-05-28,,20,,114,1
2020-07-07,2020-05-29,,27,,131,0
2020-07-07,2020-05-30,,2,,31,2
2020-07-07,2020-05-31,,1,,15,1
2020-07-07,2020-06-01,,25,,150,2
2020-07-07,2020-06-02,,17,,103,0
2020-07-07,2020-06-03,,7,,125,0
2020-07-07,2020-06-04,,9,,115,2
2020-07-07,2020-06-05,,9,,125,0
2020-07-07,2020-06-06,,3,,43,0
2020-07-07,2020-06-07,,2,,13,1
2020-07-07,2020-06-08,,9,,111,1
2020-07-07,2020-06-09,,12,,98,0
2020-07-07,2020-06-10,,14,,70,0
2020-07-07,2020-06-11,,11,,91,1
2020-07-07,2020-06-12,,15,,86,0
2020-07-07,2020-06-13,,11,,33,0
2020-07-07,2020-06-14,,7,,8,0
2020-07-07,2020-06-15,,17,,80,1
2020-07-07,2020-06-16,,19,,90,0
2020-07-07,2020-06-17,,14,,104,0
2020-07-07,2020-06-18,,20,,75,1
2020-07-07,2020-06-19,,15,,63,0
2020-07-07,2020-06-20,,3,,36,1
2020-07-07,2020-06-21,,,,6,0
2020-07-07,2020-06-22,,26,,64,0
2020-07-07,2020-06-23,,40,,59,0
2020-07-07,2020-06-24,,31,,59,0
2020-07-07,2020-06-25,,47,,82,0
2020-07-07,2020-06-26,,43,,66,1
2020-07-07,2020-06-27,,12,,25,1
2020-07-07,2020-06-28,,3,,8,0
2020-07-07,2020-06-29,,75,,104,0
2020-07-07,2020-06-30,,79,,107,0
2020-07-07,2020-07-01,,58,,126,0
2020-07-07,2020-07-02,,67,,81,1
2020-07-07,2020-07-03,,18,,45,0
2020-07-07,2020-07-04,,4,,11,0
2020-07-07,2020-07-05,,2,,3,1
2020-07-07,2020-07-06,,,,,2
2020-07-07,2020-07-07,,,,,0
2020-07-08,2020-03-09,,1,,,
2020-07-08,2020-03-10,,,,,
2020-07-08,2020-03-11,,,,,
2020-07-08,2020-03-12,,,,,
2020-07-08,2020-03-13,,3,,,
2020-07-08,2020-03-14,,3,,,
2020-07-08,2020-03-15,,,,,
2020-07-08,2020-03-16,,9,,,
2020-07-08,2020-03-17,,7,,,1
2020-07-08,2020-03-18,,5,,,0
2020-07-08,2020-03-19,,5,,,0
2020-07-08,2020-03-20,,14,,,0
2020-07-08,2020-03-21,,11,,,2
2020-07-08,2020-03-22,,10,,,1
2020-07-08,2020-03-23,,34,,,2
2020-07-08,2020-03-24,,48,,,1
2020-07-08,2020-03-25,,41,,,0
2020-07-08,2020-03-26,,59,,18,3
2020-07-08,2020-03-27,,49,,28,2
2020-07-08,2020-03-28,,24,,,3
2020-07-08,2020-03-29,,12,,,3
2020-07-08,2020-03-30,,85,,3,3
2020-07-08,2020-03-31,,56,,10,1
2020-07-08,2020-04-01,,76,,8,2
2020-07-08,2020-04-02,,53,,9,0
2020-07-08,2020-04-03,,50,,11,5
2020-07-08,2020-04-04,,15,,3,4
2020-07-08,2020-04-05,,3,,1,2
2020-07-08,2020-04-06,,51,,14,3
2020-07-08,2020-04-07,,33,,26,3
2020-07-08,2020-04-08,,25,,44,3
2020-07-08,2020-04-09,,34,,18,4
2020-07-08,2020-04-10,,3,,7,5
2020-07-08,2020-04-11,,12,,6,4
2020-07-08,2020-04-12,,4,,3,0
2020-07-08,2020-04-13,,28,,31,6
2020-07-08,2020-04-14,,24,,55,3
2020-07-08,2020-04-15,,30,,49,4
2020-07-08,2020-04-16,,27,,48,4
2020-07-08,2020-04-17,,21,,48,2
2020-07-08,2020-04-18,,9,,17,2
2020-07-08,2020-04-19,,2,,3,3
2020-07-08,2020-04-20,,18,,72,1
2020-07-08,2020-04-21,,19,,75,4
2020-07-08,2020-04-22,,27,,88,5
2020-07-08,2020-04-23,,17,,80,2
2020-07-08,2020-04-24,,16,,95,3
2020-07-08,2020-04-25,,1,,26,2
2020-07-08,2020-04-26,,3,,7,5
2020-07-08,2020-04-27,,14,,87,0
2020-07-08,2020-04-28,,16,,86,2
2020-07-08,2020-04-29,,19,,81,0
2020-07-08,2020-04-30,,23,,100,1
2020-07-08,2020-05-01,,9,,124,3
2020-07-08,2020-05-02,,6,,31,4
2020-07-08,2020-05-03,,3,,16,2
2020-07-08,2020-05-04,,6,,124,3
2020-07-08,2020-05-05,,22,,145,2
2020-07-08,2020-05-06,,20,,115,1
2020-07-08,2020-05-07,,18,,144,2
2020-07-08,2020-05-08,,24,,156,0
2020-07-08,2020-05-09,,4,,33,0
2020-07-08,2020-05-10,,,,8,2
2020-07-08,2020-05-11,,15,,115,0
2020-07-08,2020-05-12,,10,,134,0
2020-07-08,2020-05-13,,9,,107,0
2020-07-08,2020-05-14,,9,,135,1
2020-07-08,2020-05-15,,11,,168,1
2020-07-08,2020-05-16,,2,,49,1
2020-07-08,2020-05-17,,2,,9,0
2020-07-08,2020-05-18,,7,,105,1
2020-07-08,2020-05-19,,5,,108,2
2020-07-08,2020-05-20,,12,,102,2
2020-07-08,2020-05-21,,5,,84,1
2020-07-08,2020-05-22,,6,,169,1
2020-07-08,2020-05-23,,3,,58,1
2020-07-08,2020-05-24,,2,,25,0
2020-07-08,2020-05-25,,5,,56,0
2020-07-08,2020-05-26,,5,,128,1
2020-07-08,2020-05-27,,8,,114,2
2020-07-08,2020-05-28,,20,,113,1
2020-07-08,2020-05-29,,27,,131,0
2020-07-08,2020-05-30,,2,,31,2
2020-07-08,2020-05-31,,1,,15,1
2020-07-08,2020-06-01,,25,,151,2
2020-07-08,2020-06-02,,17,,104,0
2020-07-08,2020-06-03,,7,,125,0
2020-07-08,2020-06-04,,9,,115,2
2020-07-08,2020-06-05,,9,,125,0
2020-07-08,2020-06-06,,3,,43,0
2020-07-08,2020-06-07,,2,,13,1
2020-07-08,2020-06-08,,9,,111,1
2020-07-08,2020-06-09,,12,,98,0
2020-07-08,2020-06-10,,14,,70,0
2020-07-08,2020-06-11,,11,,91,1
2020-07-08,2020-06-12,,15,,89,0
2020-07-08,2020-06-13,,11,,33,0
2020-07-08,2020-06-14,,7,,8,0
2020-07-08,2020-06-15,,17,,80,1
2020-07-08,2020-06-16,,20,,90,0
2020-07-08,2020-06-17,,14,,107,0
2020-07-08,2020-06-18,,20,,75,1
2020-07-08,2020-06-19,,15,,63,0
2020-07-08,2020-06-20,,3,,36,1
2020-07-08,2020-06-21,,,,6,0
2020-07-08,2020-06-22,,26,,64,0
2020-07-08,2020-06-23,,42,,59,0
2020-07-08,2020-06-24,,31,,59,0
2020-07-08,2020-06-25,,47,,82,0
2020-07-08,2020-06-26,,43,,67,1
2020-07-08,2020-06-27,,12,,25,1
2020-07-08,2020-06-28,,4,,9,0
2020-07-08,2020-06-29,,78,,104,0
2020-07-08,2020-06-30,,78,,107,0
2020-07-08,2020-07-01,,58,,127,0
2020-07-08,2020-07-02,,80,,87,1
2020-07-08,2020-07-03,,54,,49,0
2020-07-08,2020-07-04,,7,,12,0
2020-07-08,2020-07-05,,7,,16,1
2020-07-08,2020-07-06,,1,,18,2
2020-07-08,2020-07-07,,,,,0
2020-07-08,2020-07-08,,,,,0
2020-07-09,2020-03-09,,1,,,
2020-07-09,2020-03-10,,,,,
2020-07-09,2020-03-11,,,,,
2020-07-09,2020-03-12,,,,,
2020-07-09,2020-03-13,,3,,,
2020-07-09,2020-03-14,,3,,,
2020-07-09,2020-03-15,,,,,
2020-07-09,2020-03-16,,9,,,
2020-07-09,2020-03-17,,7,,,1
2020-07-09,2020-03-18,,5,,,0
2020-07-09,2020-03-19,,5,,,0
2020-07-09,2020-03-20,,14,,,0
2020-07-09,2020-03-21,,11,,,2
2020-07-09,2020-03-22,,10,,,1
2020-07-09,2020-03-23,,34,,,2
2020-07-09,2020-03-24,,48,,,1
2020-07-09,2020-03-25,,41,,,0
2020-07-09,2020-03-26,,59,,18,3
2020-07-09,2020-03-27,,49,,28,2
2020-07-09,2020-03-28,,24,,,3
2020-07-09,2020-03-29,,12,,,3
2020-07-09,2020-03-30,,85,,3,3
2020-07-09,2020-03-31,,56,,10,1
2020-07-09,2020-04-01,,76,,8,2
2020-07-09,2020-04-02,,53,,9,0
2020-07-09,2020-04-03,,50,,11,5
2020-07-09,2020-04-04,,15,,3,4
2020-07-09,2020-04-05,,3,,1,2
2020-07-09,2020-04-06,,51,,14,3
2020-07-09,2020-04-07,,33,,26,3
2020-07-09,2020-04-08,,25,,44,3
2020-07-09,2020-04-09,,34,,18,4
2020-07-09,2020-04-10,,3,,7,5
2020-07-09,2020-04-11,,12,,6,4
2020-07-09,2020-04-12,,4,,3,0
2020-07-09,2020-04-13,,28,,31,6
2020-07-09,2020-04-14,,24,,55,3
2020-07-09,2020-04-15,,30,,49,4
2020-07-09,2020-04-16,,27,,48,4
2020-07-09,2020-04-17,,21,,48,2
2020-07-09,2020-04-18,,9,,17,2
2020-07-09,2020-04-19,,2,,3,3
2020-07-09,2020-04-20,,18,,72,1
2020-07-09,2020-04-21,,19,,75,4
2020-07-09,2020-04-22,,27,,88,5
2020-07-09,2020-04-23,,17,,80,2
2020-07-09,2020-04-24,,16,,95,3
2020-07-09,2020-04-25,,1,,26,2
2020-07-09,2020-04-26,,3,,7,5
2020-07-09,2020-04-27,,14,,87,0
2020-07-09,2020-04-28,,16,,86,2
2020-07-09,2020-04-29,,19,,81,0
2020-07-09,2020-04-30,,23,,100,1
2020-07-09,2020-05-01,,9,,124,3
2020-07-09,2020-05-02,,6,,31,4
2020-07-09,2020-05-03,,3,,16,2
2020-07-09,2020-05-04,,6,,124,3
2020-07-09,2020-05-05,,22,,145,2
2020-07-09,2020-05-06,,20,,115,1
2020-07-09,2020-05-07,,18,,145,2
2020-07-09,2020-05-08,,24,,156,0
2020-07-09,2020-05-09,,4,,33,0
2020-07-09,2020-05-10,,,,8,2
2020-07-09,2020-05-11,,15,,115,0
2020-07-09,2020-05-12,,10,,134,0
2020-07-09,2020-05-13,,9,,107,1
2020-07-09,2020-05-14,,9,,135,0
2020-07-09,2020-05-15,,11,,168,1
2020-07-09,2020-05-16,,2,,49,1
2020-07-09,2020-05-17,,2,,9,0
2020-07-09,2020-05-18,,7,,105,1
2020-07-09,2020-05-19,,5,,108,2
2020-07-09,2020-05-20,,12,,102,2
2020-07-09,2020-05-21,,5,,84,1
2020-07-09,2020-05-22,,6,,169,1
2020-07-09,2020-05-23,,3,,58,1
2020-07-09,2020-05-24,,2,,25,0
2020-07-09,2020-05-25,,5,,56,0
2020-07-09,2020-05-26,,5,,128,1
2020-07-09,2020-05-27,,8,,114,2
2020-07-09,2020-05-28,,20,,113,1
2020-07-09,2020-05-29,,27,,131,0
2020-07-09,2020-05-30,,2,,31,2
2020-07-09,2020-05-31,,1,,15,1
2020-07-09,2020-06-01,,25,,151,2
2020-07-09,2020-06-02,,17,,105,0
2020-07-09,2020-06-03,,7,,125,0
2020-07-09,2020-06-04,,9,,115,2
2020-07-09,2020-06-05,,9,,125,0
2020-07-09,2020-06-06,,3,,43,0
2020-07-09,2020-06-07,,2,,13,1
2020-07-09,2020-06-08,,10,,111,1
2020-07-09,2020-06-09,,12,,98,0
2020-07-09,2020-06-10,,14,,70,0
2020-07-09,2020-06-11,,11,,91,1
2020-07-09,2020-06-12,,16,,90,0
2020-07-09,2020-06-13,,11,,58,0
2020-07-09,2020-06-14,,7,,8,0
2020-07-09,2020-06-15,,17,,80,1
2020-07-09,2020-06-16,,20,,90,0
2020-07-09,2020-06-17,,14,,108,0
2020-07-09,2020-06-18,,20,,75,1
2020-07-09,2020-06-19,,15,,64,0
2020-07-09,2020-06-20,,3,,36,1
2020-07-09,2020-06-21,,,,6,0
2020-07-09,2020-06-22,,26,,64,0
2020-07-09,2020-06-23,,44,,60,0
2020-07-09,2020-06-24,,31,,59,0
2020-07-09,2020-06-25,,48,,82,0
2020-07-09,2020-06-26,,43,,68,1
2020-07-09,2020-06-27,,12,,26,1
2020-07-09,2020-06-28,,3,,9,0
2020-07-09,2020-06-29,,78,,105,0
2020-07-09,2020-06-30,,83,,112,0
2020-07-09,2020-07-01,,61,,129,0
2020-07-09,2020-07-02,,95,,100,1
2020-07-09,2020-07-03,,106,,56,0
2020-07-09,2020-07-04,,6,,13,0
2020-07-09,2020-07-05,,14,,23,1
2020-07-09,2020-07-06,,28,,75,2
2020-07-09,2020-07-07,,4,,33,0
2020-07-09,2020-07-08,,,,,0
2020-07-09,2020-07-09,,,,,0
2020-07-10,2020-03-09,,1,,,
2020-07-10,2020-03-10,,,,,
2020-07-10,2020-03-11,,,,,
2020-07-10,2020-03-12,,,,,
2020-07-10,2020-03-13,,3,,,
2020-07-10,2020-03-14,,3,,,
2020-07-10,2020-03-15,,,,,
2020-07-10,2020-03-16,,9,,,
2020-07-10,2020-03-17,,7,,,1
2020-07-10,2020-03-18,,5,,,0
2020-07-10,2020-03-19,,5,,,0
2020-07-10,2020-03-20,,14,,,0
2020-07-10,2020-03-21,,11,,,2
2020-07-10,2020-03-22,,10,,,1
2020-07-10,2020-03-23,,34,,,2
2020-07-10,2020-03-24,,48,,,1
2020-07-10,2020-03-25,,41,,,0
2020-07-10,2020-03-26,,59,,18,3
2020-07-10,2020-03-27,,49,,28,2
2020-07-10,2020-03-28,,24,,,3
2020-07-10,2020-03-29,,12,,,3
2020-07-10,2020-03-30,,85,,3,3
2020-07-10,2020-03-31,,56,,10,1
2020-07-10,2020-04-01,,76,,8,2
2020-07-10,2020-04-02,,53,,9,0
2020-07-10,2020-04-03,,50,,11,5
2020-07-10,2020-04-04,,15,,3,4
2020-07-10,2020-04-05,,3,,1,2
2020-07-10,2020-04-06,,51,,14,3
2020-07-10,2020-04-07,,33,,26,3
2020-07-10,2020-04-08,,25,,44,3
2020-07-10,2020-04-09,,34,,18,4
2020-07-10,2020-04-10,,3,,7,5
2020-07-10,2020-04-11,,12,,6,4
2020-07-10,2020-04-12,,4,,3,0
2020-07-10,2020-04-13,,28,,31,6
2020-07-10,2020-04-14,,24,,55,3
2020-07-10,2020-04-15,,30,,49,4
2020-07-10,2020-04-16,,27,,48,4
2020-07-10,2020-04-17,,21,,48,2
2020-07-10,2020-04-18,,9,,17,2
2020-07-10,2020-04-19,,2,,3,3
2020-07-10,2020-04-20,,18,,72,1
2020-07-10,2020-04-21,,19,,75,4
2020-07-10,2020-04-22,,27,,88,5
2020-07-10,2020-04-23,,17,,80,2
2020-07-10,2020-04-24,,16,,95,3
2020-07-10,2020-04-25,,1,,26,2
2020-07-10,2020-04-26,,3,,7,5
2020-07-10,2020-04-27,,14,,87,0
2020-07-10,2020-04-28,,16,,86,2
2020-07-10,2020-04-29,,19,,81,0
2020-07-10,2020-04-30,,23,,100,1
2020-07-10,2020-05-01,,9,,124,3
2020-07-10,2020-05-02,,6,,31,4
2020-07-10,2020-05-03,,3,,16,2
2020-07-10,2020-05-04,,6,,124,3
2020-07-10,2020-05-05,,22,,145,2
2020-07-10,2020-05-06,,20,,116,1
2020-07-10,2020-05-07,,18,,145,2
2020-07-10,2020-05-08,,24,,156,0
2020-07-10,2020-05-09,,4,,33,0
2020-07-10,2020-05-10,,,,8,2
2020-07-10,2020-05-11,,15,,115,0
2020-07-10,2020-05-12,,10,,134,0
2020-07-10,2020-05-13,,9,,109,1
2020-07-10,2020-05-14,,9,,135,0
2020-07-10,2020-05-15,,11,,168,1
2020-07-10,2020-05-16,,2,,49,1
2020-07-10,2020-05-17,,2,,9,0
2020-07-10,2020-05-18,,7,,105,1
2020-07-10,2020-05-19,,5,,108,2
2020-07-10,2020-05-20,,12,,102,2
2020-07-10,2020-05-21,,5,,84,1
2020-07-10,2020-05-22,,6,,169,1
2020-07-10,2020-05-23,,3,,58,1
2020-07-10,2020-05-24,,2,,25,0
2020-07-10,2020-05-25,,5,,56,0
2020-07-10,2020-05-26,,5,,129,1
2020-07-10,2020-05-27,,8,,114,2
2020-07-10,2020-05-28,,20,,113,1
2020-07-10,2020-05-29,,27,,132,0
2020-07-10,2020-05-30,,2,,31,2
2020-07-10,2020-05-31,,1,,15,1
2020-07-10,2020-06-01,,25,,151,2
2020-07-10,2020-06-02,,17,,105,0
2020-07-10,2020-06-03,,7,,125,0
2020-07-10,2020-06-04,,9,,115,2
2020-07-10,2020-06-05,,9,,126,0
2020-07-10,2020-06-06,,3,,44,0
2020-07-10,2020-06-07,,2,,13,1
2020-07-10,2020-06-08,,10,,111,1
2020-07-10,2020-06-09,,12,,98,0
2020-07-10,2020-06-10,,14,,70,0
2020-07-10,2020-06-11,,11,,91,1
2020-07-10,2020-06-12,,16,,103,0
2020-07-10,2020-06-13,,11,,57,0
2020-07-10,2020-06-14,,7,,15,0
2020-07-10,2020-06-15,,17,,80,1
2020-07-10,2020-06-16,,20,,95,0
2020-07-10,2020-06-17,,14,,109,0
2020-07-10,2020-06-18,,20,,79,1
2020-07-10,2020-06-19,,15,,75,0
2020-07-10,2020-06-20,,3,,37,1
2020-07-10,2020-06-21,,,,6,0
2020-07-10,2020-06-22,,26,,63,0
2020-07-10,2020-06-23,,44,,60,0
2020-07-10,2020-06-24,,31,,59,0
2020-07-10,2020-06-25,,48,,82,0
2020-07-10,2020-06-26,,43,,68,1
2020-07-10,2020-06-27,,12,,26,1
2020-07-10,2020-06-28,,3,,9,0
2020-07-10,2020-06-29,,78,,105,1
2020-07-10,2020-06-30,,85,,113,1
2020-07-10,2020-07-01,,62,,139,0
2020-07-10,2020-07-02,,99,,103,1
2020-07-10,2020-07-03,,116,,58,1
2020-07-10,2020-07-04,,6,,13,0
2020-07-10,2020-07-05,,14,,22,1
2020-07-10,2020-07-06,,73,,88,2
2020-07-10,2020-07-07,,26,,79,1
2020-07-10,2020-07-08,,,,24,2
2020-07-10,2020-07-09,,,,,0
2020-07-10,2020-07-10,,,,,2
2020-07-11,2020-03-09,,1,,,
2020-07-11,2020-03-10,,,,,
2020-07-11,2020-03-11,,,,,
2020-07-11,2020-03-12,,,,,
2020-07-11,2020-03-13,,3,,,
2020-07-11,2020-03-14,,3,,,
2020-07-11,2020-03-15,,,,,
2020-07-11,2020-03-16,,9,,,
2020-07-11,2020-03-17,,7,,,1
2020-07-11,2020-03-18,,5,,,0
2020-07-11,2020-03-19,,5,,,0
2020-07-11,2020-03-20,,14,,,0
2020-07-11,2020-03-21,,11,,,2
2020-07-11,2020-03-22,,10,,,1
2020-07-11,2020-03-23,,34,,,2
2020-07-11,2020-03-24,,48,,,1
2020-07-11,2020-03-25,,41,,,0
2020-07-11,2020-03-26,,59,,18,3
2020-07-11,2020-03-27,,49,,28,2
2020-07-11,2020-03-28,,24,,,3
2020-07-11,2020-03-29,,12,,,3
2020-07-11,2020-03-30,,85,,3,3
2020-07-11,2020-03-31,,56,,10,1
2020-07-11,2020-04-01,,76,,8,2
2020-07-11,2020-04-02,,53,,9,0
2020-07-11,2020-04-03,,50,,11,5
2020-07-11,2020-04-04,,15,,3,4
2020-07-11,2020-04-05,,3,,1,2
2020-07-11,2020-04-06,,51,,14,3
2020-07-11,2020-04-07,,33,,26,3
2020-07-11,2020-04-08,,25,,44,3
2020-07-11,2020-04-09,,34,,18,4
2020-07-11,2020-04-10,,3,,7,5
2020-07-11,2020-04-11,,12,,6,4
2020-07-11,2020-04-12,,4,,3,0
2020-07-11,2020-04-13,,28,,31,6
2020-07-11,2020-04-14,,24,,55,3
2020-07-11,2020-04-15,,30,,49,4
2020-07-11,2020-04-16,,27,,48,4
2020-07-11,2020-04-17,,21,,48,2
2020-07-11,2020-04-18,,9,,17,2
2020-07-11,2020-04-19,,2,,3,3
2020-07-11,2020-04-20,,18,,72,1
2020-07-11,2020-04-21,,19,,75,4
2020-07-11,2020-04-22,,27,,88,5
2020-07-11,2020-04-23,,17,,80,2
2020-07-11,2020-04-24,,16,,95,3
2020-07-11,2020-04-25,,1,,26,2
2020-07-11,2020-04-26,,3,,7,5
2020-07-11,2020-04-27,,14,,87,0
2020-07-11,2020-04-28,,16,,87,2
2020-07-11,2020-04-29,,19,,82,0
2020-07-11,2020-04-30,,23,,100,1
2020-07-11,2020-05-01,,9,,124,3
2020-07-11,2020-05-02,,6,,31,4
2020-07-11,2020-05-03,,3,,16,2
2020-07-11,2020-05-04,,6,,124,3
2020-07-11,2020-05-05,,22,,145,2
2020-07-11,2020-05-06,,20,,116,1
2020-07-11,2020-05-07,,18,,145,2
2020-07-11,2020-05-08,,24,,156,0
2020-07-11,2020-05-09,,4,,33,0
2020-07-11,2020-05-10,,,,8,2
2020-07-11,2020-05-11,,15,,115,0
2020-07-11,2020-05-12,,10,,135,0
2020-07-11,2020-05-13,,9,,109,1
2020-07-11,2020-05-14,,9,,135,0
2020-07-11,2020-05-15,,11,,168,1
2020-07-11,2020-05-16,,2,,49,1
2020-07-11,2020-05-17,,2,,9,0
2020-07-11,2020-05-18,,7,,105,1
2020-07-11,2020-05-19,,5,,108,2
2020-07-11,2020-05-20,,12,,102,2
2020-07-11,2020-05-21,,5,,84,1
2020-07-11,2020-05-22,,6,,169,1
2020-07-11,2020-05-23,,3,,58,1
2020-07-11,2020-05-24,,2,,25,0
2020-07-11,2020-05-25,,5,,56,0
2020-07-11,2020-05-26,,5,,129,1
2020-07-11,2020-05-27,,8,,114,2
2020-07-11,2020-05-28,,20,,113,1
2020-07-11,2020-05-29,,27,,132,0
2020-07-11,2020-05-30,,2,,31,2
2020-07-11,2020-05-31,,1,,15,1
2020-07-11,2020-06-01,,25,,151,2
2020-07-11,2020-06-02,,17,,105,0
2020-07-11,2020-06-03,,7,,125,0
2020-07-11,2020-06-04,,9,,115,2
2020-07-11,2020-06-05,,9,,126,0
2020-07-11,2020-06-06,,3,,44,0
2020-07-11,2020-06-07,,2,,13,1
2020-07-11,2020-06-08,,10,,111,1
2020-07-11,2020-06-09,,12,,98,0
2020-07-11,2020-06-10,,14,,70,0
2020-07-11,2020-06-11,,11,,91,1
2020-07-11,2020-06-12,,16,,103,0
2020-07-11,2020-06-13,,11,,57,0
2020-07-11,2020-06-14,,7,,37,0
2020-07-11,2020-06-15,,17,,80,1
2020-07-11,2020-06-16,,20,,95,0
2020-07-11,2020-06-17,,14,,109,0
2020-07-11,2020-06-18,,20,,92,1
2020-07-11,2020-06-19,,15,,81,0
2020-07-11,2020-06-20,,3,,37,1
2020-07-11,2020-06-21,,,,6,0
2020-07-11,2020-06-22,,26,,63,0
2020-07-11,2020-06-23,,44,,60,0
2020-07-11,2020-06-24,,31,,59,0
2020-07-11,2020-06-25,,48,,82,0
2020-07-11,2020-06-26,,43,,71,1
2020-07-11,2020-06-27,,13,,26,1
2020-07-11,2020-06-28,,3,,9,0
2020-07-11,2020-06-29,,81,,105,1
2020-07-11,2020-06-30,,85,,115,1
2020-07-11,2020-07-01,,62,,139,0
2020-07-11,2020-07-02,,103,,106,1
2020-07-11,2020-07-03,,116,,63,1
2020-07-11,2020-07-04,,6,,13,0
2020-07-11,2020-07-05,,14,,22,1
2020-07-11,2020-07-06,,110,,92,2
2020-07-11,2020-07-07,,98,,86,1
2020-07-11,2020-07-08,,27,,66,2
2020-07-11,2020-07-09,,4,,30,0
2020-07-11,2020-07-10,,,,,2
2020-07-11,2020-07-11,,,,,0
2020-07-12,2020-03-09,,1,,,
2020-07-12,2020-03-10,,,,,
2020-07-12,2020-03-11,,,,,
2020-07-12,2020-03-12,,,,,
2020-07-12,2020-03-13,,3,,,
2020-07-12,2020-03-14,,3,,,
2020-07-12,2020-03-15,,,,,
2020-07-12,2020-03-16,,9,,,
2020-07-12,2020-03-17,,7,,,
2020-07-12,2020-03-18,,5,,,
2020-07-12,2020-03-19,,5,,,0
2020-07-12,2020-03-20,,14,,,0
2020-07-12,2020-03-21,,11,,,2
2020-07-12,2020-03-22,,10,,,1
2020-07-12,2020-03-23,,34,,,2
2020-07-12,2020-03-24,,48,,,1
2020-07-12,2020-03-25,,41,,,0
2020-07-12,2020-03-26,,59,,18,3
2020-07-12,2020-03-27,,49,,28,2
2020-07-12,2020-03-28,,24,,,3
2020-07-12,2020-03-29,,12,,,3
2020-07-12,2020-03-30,,85,,3,3
2020-07-12,2020-03-31,,56,,10,1
2020-07-12,2020-04-01,,76,,8,2
2020-07-12,2020-04-02,,53,,9,0
2020-07-12,2020-04-03,,50,,11,5
2020-07-12,2020-04-04,,15,,3,4
2020-07-12,2020-04-05,,3,,1,2
2020-07-12,2020-04-06,,51,,14,3
2020-07-12,2020-04-07,,33,,26,3
2020-07-12,2020-04-08,,25,,44,3
2020-07-12,2020-04-09,,34,,18,4
2020-07-12,2020-04-10,,3,,7,5
2020-07-12,2020-04-11,,12,,6,4
2020-07-12,2020-04-12,,4,,3,0
2020-07-12,2020-04-13,,28,,31,6
2020-07-12,2020-04-14,,24,,55,3
2020-07-12,2020-04-15,,30,,49,4
2020-07-12,2020-04-16,,27,,48,4
2020-07-12,2020-04-17,,21,,48,2
2020-07-12,2020-04-18,,9,,17,2
2020-07-12,2020-04-19,,2,,3,3
2020-07-12,2020-04-20,,18,,72,1
2020-07-12,2020-04-21,,19,,75,4
2020-07-12,2020-04-22,,27,,88,5
2020-07-12,2020-04-23,,17,,80,2
2020-07-12,2020-04-24,,16,,95,3
2020-07-12,2020-04-25,,1,,26,2
2020-07-12,2020-04-26,,3,,7,5
2020-07-12,2020-04-27,,15,,87,0
2020-07-12,2020-04-28,,16,,87,2
