bulletin_date,datum_date,confirmed_and_suspect_cases,confirmed_cases,probable_cases,suspect_cases,deaths
2021-01-03,2020-03-15,,,,,
2021-01-03,2020-03-16,,9,,,
2021-01-03,2020-03-17,,7,,,1
2021-01-03,2020-03-18,,6,,,0
2021-01-03,2020-03-19,,5,,,0
2021-01-03,2020-03-20,,14,,,0
2021-01-03,2020-03-21,,12,,,2
2021-01-03,2020-03-22,,10,,,1
2021-01-03,2020-03-23,,35,,,2
2021-01-03,2020-03-24,,49,,,1
2021-01-03,2020-03-25,,42,,,0
2021-01-03,2020-03-26,,60,,,3
2021-01-03,2020-03-27,,49,,,2
2021-01-03,2020-03-28,,24,,,3
2021-01-03,2020-03-29,,12,,,3
2021-01-03,2020-03-30,,86,,,3
2021-01-03,2020-03-31,,56,,,1
2021-01-03,2020-04-01,,74,,,2
2021-01-03,2020-04-02,,52,,,0
2021-01-03,2020-04-03,,50,,,5
2021-01-03,2020-04-04,,15,,,4
2021-01-03,2020-04-05,,3,,,2
2021-01-03,2020-04-06,,50,,,3
2021-01-03,2020-04-07,,34,,,3
2021-01-03,2020-04-08,,27,,,3
2021-01-03,2020-04-09,,34,,,4
2021-01-03,2020-04-10,,3,,,6
2021-01-03,2020-04-11,,12,,,3
2021-01-03,2020-04-12,,4,,,0
2021-01-03,2020-04-13,,27,,,6
2021-01-03,2020-04-14,,24,,,3
2021-01-03,2020-04-15,,32,,,4
2021-01-03,2020-04-16,,26,,,4
2021-01-03,2020-04-17,,22,,,2
2021-01-03,2020-04-18,,9,,,2
2021-01-03,2020-04-19,,2,,,3
2021-01-03,2020-04-20,,20,,,1
2021-01-03,2020-04-21,,20,,,5
2021-01-03,2020-04-22,,29,,,4
2021-01-03,2020-04-23,,17,,,2
2021-01-03,2020-04-24,,17,,,3
2021-01-03,2020-04-25,,1,,,1
2021-01-03,2020-04-26,,3,,,5
2021-01-03,2020-04-27,,16,,,0
2021-01-03,2020-04-28,,17,,,2
2021-01-03,2020-04-29,,19,,,0
2021-01-03,2020-04-30,,21,,,1
2021-01-03,2020-05-01,,10,,,3
2021-01-03,2020-05-02,,6,,,4
2021-01-03,2020-05-03,,3,,,2
2021-01-03,2020-05-04,,8,,,3
2021-01-03,2020-05-05,,24,,,2
2021-01-03,2020-05-06,,19,,,1
2021-01-03,2020-05-07,,16,,,2
2021-01-03,2020-05-08,,25,,,0
2021-01-03,2020-05-09,,4,,,0
2021-01-03,2020-05-10,,,,,2
2021-01-03,2020-05-11,,16,,,0
2021-01-03,2020-05-12,,17,,,0
2021-01-03,2020-05-13,,10,,,1
2021-01-03,2020-05-14,,9,,,0
2021-01-03,2020-05-15,,11,,,1
2021-01-03,2020-05-16,,2,,,1
2021-01-03,2020-05-17,,2,,,1
2021-01-03,2020-05-18,,7,,,1
2021-01-03,2020-05-19,,8,,,2
2021-01-03,2020-05-20,,14,,,2
2021-01-03,2020-05-21,,6,,,1
2021-01-03,2020-05-22,,9,,,1
2021-01-03,2020-05-23,,3,,,1
2021-01-03,2020-05-24,,2,,,0
2021-01-03,2020-05-25,,5,,,0
2021-01-03,2020-05-26,,6,,,1
2021-01-03,2020-05-27,,8,,,2
2021-01-03,2020-05-28,,19,1,,1
2021-01-03,2020-05-29,,29,,,0
2021-01-03,2020-05-30,,2,,,2
2021-01-03,2020-05-31,,1,,,1
2021-01-03,2020-06-01,,26,,,2
2021-01-03,2020-06-02,,17,,,0
2021-01-03,2020-06-03,,9,,,0
2021-01-03,2020-06-04,,11,,,2
2021-01-03,2020-06-05,,10,,,0
2021-01-03,2020-06-06,,5,,,1
2021-01-03,2020-06-07,,2,,,1
2021-01-03,2020-06-08,,12,,,2
2021-01-03,2020-06-09,,12,,,0
2021-01-03,2020-06-10,,14,,,0
2021-01-03,2020-06-11,,12,,,1
2021-01-03,2020-06-12,,17,,,0
2021-01-03,2020-06-13,,12,,,0
2021-01-03,2020-06-14,,7,,,0
2021-01-03,2020-06-15,,17,,,1
2021-01-03,2020-06-16,,21,,,0
2021-01-03,2020-06-17,,14,,,0
2021-01-03,2020-06-18,,22,,,1
2021-01-03,2020-06-19,,15,,,0
2021-01-03,2020-06-20,,4,,,1
2021-01-03,2020-06-21,,,,,0
2021-01-03,2020-06-22,,27,,,0
2021-01-03,2020-06-23,,44,,,0
2021-01-03,2020-06-24,,31,,,0
2021-01-03,2020-06-25,,49,,,0
2021-01-03,2020-06-26,,45,,,1
2021-01-03,2020-06-27,,15,,,1
2021-01-03,2020-06-28,,3,,,0
2021-01-03,2020-06-29,,85,,,1
2021-01-03,2020-06-30,,89,,,1
2021-01-03,2020-07-01,,80,,,0
2021-01-03,2020-07-02,,119,,,1
2021-01-03,2020-07-03,,145,,,1
2021-01-03,2020-07-04,,14,,,1
2021-01-03,2020-07-05,,15,,,1
2021-01-03,2020-07-06,,195,,,2
2021-01-03,2020-07-07,,243,,,3
2021-01-03,2020-07-08,,213,,,2
2021-01-03,2020-07-09,,240,,,1
2021-01-03,2020-07-10,,325,,,3
2021-01-03,2020-07-11,,132,,,2
2021-01-03,2020-07-12,,49,,,2
2021-01-03,2020-07-13,,456,,,5
2021-01-03,2020-07-14,,367,,,0
2021-01-03,2020-07-15,,423,,,1
2021-01-03,2020-07-16,,339,,,4
2021-01-03,2020-07-17,,286,,,2
2021-01-03,2020-07-18,,96,,,2
2021-01-03,2020-07-19,,64,,,1
2021-01-03,2020-07-20,,321,1,,5
2021-01-03,2020-07-21,,297,,,3
2021-01-03,2020-07-22,,306,,,3
2021-01-03,2020-07-23,,304,1,,5
2021-01-03,2020-07-24,,274,,,6
2021-01-03,2020-07-25,,74,,,5
2021-01-03,2020-07-26,,56,,,2
2021-01-03,2020-07-27,,310,,,8
2021-01-03,2020-07-28,,294,,,12
2021-01-03,2020-07-29,,253,,,6
2021-01-03,2020-07-30,,90,,,7
2021-01-03,2020-07-31,,368,,,6
2021-01-03,2020-08-01,,118,,,5
2021-01-03,2020-08-02,,44,,,10
2021-01-03,2020-08-03,,416,,,6
2021-01-03,2020-08-04,,471,,,7
2021-01-03,2020-08-05,,391,,,6
2021-01-03,2020-08-06,,375,,,7
2021-01-03,2020-08-07,,455,,,2
2021-01-03,2020-08-08,,168,,,4
2021-01-03,2020-08-09,,40,,,10
2021-01-03,2020-08-10,,413,,,14
2021-01-03,2020-08-11,,416,,,10
2021-01-03,2020-08-12,,424,,,9
2021-01-03,2020-08-13,,370,,,9
2021-01-03,2020-08-14,,433,,,14
2021-01-03,2020-08-15,,189,,,7
2021-01-03,2020-08-16,,27,,,8
2021-01-03,2020-08-17,,411,,,10
2021-01-03,2020-08-18,,324,,,8
2021-01-03,2020-08-19,,428,,,7
2021-01-03,2020-08-20,,317,,,6
2021-01-03,2020-08-21,,266,,,6
2021-01-03,2020-08-22,,30,,,5
2021-01-03,2020-08-23,,40,,,5
2021-01-03,2020-08-24,,309,,,5
2021-01-03,2020-08-25,,285,,,6
2021-01-03,2020-08-26,,205,,,6
2021-01-03,2020-08-27,,204,,,4
2021-01-03,2020-08-28,,197,,,1
2021-01-03,2020-08-29,,88,,,2
2021-01-03,2020-08-30,,27,,,5
2021-01-03,2020-08-31,,247,,,8
2021-01-03,2020-09-01,,257,,,10
2021-01-03,2020-09-02,,274,,,4
2021-01-03,2020-09-03,,311,,,9
2021-01-03,2020-09-04,,257,,,7
2021-01-03,2020-09-05,,100,1,,11
2021-01-03,2020-09-06,,34,,,9
2021-01-03,2020-09-07,,111,,,8
2021-01-03,2020-09-08,,374,,,11
2021-01-03,2020-09-09,,451,,,11
2021-01-03,2020-09-10,,623,,,9
2021-01-03,2020-09-11,,551,,,14
2021-01-03,2020-09-12,,152,,,8
2021-01-03,2020-09-13,,35,,,14
2021-01-03,2020-09-14,,486,,,10
2021-01-03,2020-09-15,,409,,,7
2021-01-03,2020-09-16,,698,,,5
2021-01-03,2020-09-17,,531,,,3
2021-01-03,2020-09-18,,429,1,,6
2021-01-03,2020-09-19,,140,,,3
2021-01-03,2020-09-20,,31,,,8
2021-01-03,2020-09-21,,359,,,7
2021-01-03,2020-09-22,,345,,,3
2021-01-03,2020-09-23,,319,,,11
2021-01-03,2020-09-24,,341,,,6
2021-01-03,2020-09-25,,314,1,,7
2021-01-03,2020-09-26,,121,1,,4
2021-01-03,2020-09-27,,23,,,10
2021-01-03,2020-09-28,,320,,,6
2021-01-03,2020-09-29,,325,,,11
2021-01-03,2020-09-30,,309,,,7
2021-01-03,2020-10-01,,329,,,8
2021-01-03,2020-10-02,,331,,,2
2021-01-03,2020-10-03,,132,,,6
2021-01-03,2020-10-04,,36,,,4
2021-01-03,2020-10-05,,384,3,,5
2021-01-03,2020-10-06,,398,2,,11
2021-01-03,2020-10-07,,434,1,,6
2021-01-03,2020-10-08,,470,2,,3
2021-01-03,2020-10-09,,433,1,,4
2021-01-03,2020-10-10,,201,1,,8
2021-01-03,2020-10-11,,26,,,7
2021-01-03,2020-10-12,,280,2,,8
2021-01-03,2020-10-13,,482,2,,5
2021-01-03,2020-10-14,,532,3,,6
2021-01-03,2020-10-15,,427,2,,6
2021-01-03,2020-10-16,,482,2,,6
2021-01-03,2020-10-17,,246,,,1
2021-01-03,2020-10-18,,40,1,,3
2021-01-03,2020-10-19,,485,6,,7
2021-01-03,2020-10-20,,503,,,5
2021-01-03,2020-10-21,,502,2,,10
2021-01-03,2020-10-22,,583,1,,3
2021-01-03,2020-10-23,,566,2,,4
2021-01-03,2020-10-24,,282,11,,6
2021-01-03,2020-10-25,,53,,,2
2021-01-03,2020-10-26,,672,4,,3
2021-01-03,2020-10-27,,623,4,,2
2021-01-03,2020-10-28,,709,6,,6
2021-01-03,2020-10-29,,622,16,,9
2021-01-03,2020-10-30,,687,31,,5
2021-01-03,2020-10-31,,299,6,,5
2021-01-03,2020-11-01,,73,,,5
2021-01-03,2020-11-02,,724,18,,2
2021-01-03,2020-11-03,,113,,,12
2021-01-03,2020-11-04,,898,15,,12
2021-01-03,2020-11-05,,958,23,,9
2021-01-03,2020-11-06,,878,31,,8
2021-01-03,2020-11-07,,320,99,,4
2021-01-03,2020-11-08,,110,68,,11
2021-01-03,2020-11-09,,976,42,,11
2021-01-03,2020-11-10,,837,137,,7
2021-01-03,2020-11-11,,723,43,,7
2021-01-03,2020-11-12,,883,83,,10
2021-01-03,2020-11-13,,889,47,,9
2021-01-03,2020-11-14,,387,111,,12
2021-01-03,2020-11-15,,131,56,,20
2021-01-03,2020-11-16,,1085,120,,14
2021-01-03,2020-11-17,,1160,30,,8
2021-01-03,2020-11-18,,1126,90,,11
2021-01-03,2020-11-19,,799,38,,4
2021-01-03,2020-11-20,,951,88,,17
2021-01-03,2020-11-21,,421,40,,7
2021-01-03,2020-11-22,,126,2,,14
2021-01-03,2020-11-23,,1192,95,,16
2021-01-03,2020-11-24,,1051,149,,15
2021-01-03,2020-11-25,,786,94,,15
2021-01-03,2020-11-26,,87,3,,13
2021-01-03,2020-11-27,,371,67,,18
2021-01-03,2020-11-28,,288,129,,8
2021-01-03,2020-11-29,,104,5,,13
2021-01-03,2020-11-30,,1083,111,,12
2021-01-03,2020-12-01,,1059,100,,20
2021-01-03,2020-12-02,,1072,104,,12
2021-01-03,2020-12-03,,958,126,,15
2021-01-03,2020-12-04,,923,111,,11
2021-01-03,2020-12-05,,352,126,,9
2021-01-03,2020-12-06,,97,142,,15
2021-01-03,2020-12-07,,930,98,,14
2021-01-03,2020-12-08,,852,101,,17
2021-01-03,2020-12-09,,805,77,,11
2021-01-03,2020-12-10,,844,166,,10
2021-01-03,2020-12-11,,763,100,,14
2021-01-03,2020-12-12,,320,112,,12
2021-01-03,2020-12-13,,75,132,,16
2021-01-03,2020-12-14,,789,125,,17
2021-01-03,2020-12-15,,747,83,,11
2021-01-03,2020-12-16,,670,111,,13
2021-01-03,2020-12-17,,658,66,,9
2021-01-03,2020-12-18,,639,96,,19
2021-01-03,2020-12-19,,280,32,,11
2021-01-03,2020-12-20,,57,47,,8
2021-01-03,2020-12-21,,652,96,,10
2021-01-03,2020-12-22,,526,131,,11
2021-01-03,2020-12-23,,471,77,,8
2021-01-03,2020-12-24,,202,74,,10
2021-01-03,2020-12-25,,36,5,,7
2021-01-03,2020-12-26,,133,53,,13
2021-01-03,2020-12-27,,59,18,,12
2021-01-03,2020-12-28,,518,131,,3
2021-01-03,2020-12-29,,422,115,,6
2021-01-03,2020-12-30,,199,93,,5
2021-01-03,2020-12-31,,51,47,,3
2021-01-03,2021-01-01,,1,1,,1
2021-01-03,2021-01-02,,,,,
2021-01-03,2021-01-03,,,,,
2021-01-04,2020-03-09,,2,,,
2021-01-04,2020-03-10,,,,,
2021-01-04,2020-03-11,,,,,
2021-01-04,2020-03-12,,,,,
2021-01-04,2020-03-13,,3,,,
2021-01-04,2020-03-14,,3,,,
2021-01-04,2020-03-15,,,,,
2021-01-04,2020-03-16,,9,,,
2021-01-04,2020-03-17,,7,,,1
2021-01-04,2020-03-18,,6,,,0
2021-01-04,2020-03-19,,5,,,0
2021-01-04,2020-03-20,,14,,,0
2021-01-04,2020-03-21,,12,,,2
2021-01-04,2020-03-22,,10,,,1
2021-01-04,2020-03-23,,35,,,2
2021-01-04,2020-03-24,,49,,,1
2021-01-04,2020-03-25,,42,,,0
2021-01-04,2020-03-26,,60,,,3
2021-01-04,2020-03-27,,49,,,2
2021-01-04,2020-03-28,,24,,,3
2021-01-04,2020-03-29,,12,,,3
2021-01-04,2020-03-30,,86,,,3
2021-01-04,2020-03-31,,56,,,1
2021-01-04,2020-04-01,,74,,,2
2021-01-04,2020-04-02,,52,,,0
2021-01-04,2020-04-03,,50,,,5
2021-01-04,2020-04-04,,15,,,4
2021-01-04,2020-04-05,,3,,,2
2021-01-04,2020-04-06,,50,,,3
2021-01-04,2020-04-07,,34,,,3
2021-01-04,2020-04-08,,27,,,3
2021-01-04,2020-04-09,,34,,,4
2021-01-04,2020-04-10,,3,,,6
2021-01-04,2020-04-11,,12,,,3
2021-01-04,2020-04-12,,4,,,0
2021-01-04,2020-04-13,,27,,,6
2021-01-04,2020-04-14,,24,,,3
2021-01-04,2020-04-15,,32,,,4
2021-01-04,2020-04-16,,26,,,4
2021-01-04,2020-04-17,,22,,,2
2021-01-04,2020-04-18,,9,,,2
2021-01-04,2020-04-19,,2,,,3
2021-01-04,2020-04-20,,20,,,1
2021-01-04,2020-04-21,,20,,,5
2021-01-04,2020-04-22,,29,,,4
2021-01-04,2020-04-23,,17,,,2
2021-01-04,2020-04-24,,17,,,3
2021-01-04,2020-04-25,,1,,,1
2021-01-04,2020-04-26,,3,,,5
2021-01-04,2020-04-27,,16,,,0
2021-01-04,2020-04-28,,17,,,2
2021-01-04,2020-04-29,,19,,,0
2021-01-04,2020-04-30,,21,,,1
2021-01-04,2020-05-01,,10,,,3
2021-01-04,2020-05-02,,6,,,4
2021-01-04,2020-05-03,,3,,,2
2021-01-04,2020-05-04,,8,,,3
2021-01-04,2020-05-05,,24,,,2
2021-01-04,2020-05-06,,19,,,1
2021-01-04,2020-05-07,,16,,,2
2021-01-04,2020-05-08,,25,,,0
2021-01-04,2020-05-09,,4,,,0
2021-01-04,2020-05-10,,,,,2
2021-01-04,2020-05-11,,16,,,0
2021-01-04,2020-05-12,,17,,,0
2021-01-04,2020-05-13,,10,,,1
2021-01-04,2020-05-14,,9,,,0
2021-01-04,2020-05-15,,11,,,1
2021-01-04,2020-05-16,,2,,,1
2021-01-04,2020-05-17,,2,,,1
2021-01-04,2020-05-18,,7,,,1
2021-01-04,2020-05-19,,8,,,2
2021-01-04,2020-05-20,,14,,,2
2021-01-04,2020-05-21,,6,,,1
2021-01-04,2020-05-22,,9,,,1
2021-01-04,2020-05-23,,3,,,1
2021-01-04,2020-05-24,,2,,,0
2021-01-04,2020-05-25,,5,,,0
2021-01-04,2020-05-26,,6,,,1
2021-01-04,2020-05-27,,8,,,2
2021-01-04,2020-05-28,,19,1,,1
2021-01-04,2020-05-29,,29,,,0
2021-01-04,2020-05-30,,2,,,2
2021-01-04,2020-05-31,,1,,,1
2021-01-04,2020-06-01,,26,,,2
2021-01-04,2020-06-02,,17,,,0
2021-01-04,2020-06-03,,9,,,0
2021-01-04,2020-06-04,,11,,,2
2021-01-04,2020-06-05,,10,,,0
2021-01-04,2020-06-06,,5,,,1
2021-01-04,2020-06-07,,2,,,1
2021-01-04,2020-06-08,,12,,,2
2021-01-04,2020-06-09,,12,,,0
2021-01-04,2020-06-10,,14,,,0
2021-01-04,2020-06-11,,12,,,1
2021-01-04,2020-06-12,,17,,,0
2021-01-04,2020-06-13,,12,,,0
2021-01-04,2020-06-14,,7,,,0
2021-01-04,2020-06-15,,17,,,1
2021-01-04,2020-06-16,,21,,,0
2021-01-04,2020-06-17,,14,,,0
2021-01-04,2020-06-18,,22,,,1
2021-01-04,2020-06-19,,15,,,0
2021-01-04,2020-06-20,,4,,,1
2021-01-04,2020-06-21,,,,,0
2021-01-04,2020-06-22,,27,,,0
2021-01-04,2020-06-23,,44,,,0
2021-01-04,2020-06-24,,31,,,0
2021-01-04,2020-06-25,,49,,,0
2021-01-04,2020-06-26,,45,,,1
2021-01-04,2020-06-27,,15,,,1
2021-01-04,2020-06-28,,3,,,0
2021-01-04,2020-06-29,,85,,,1
2021-01-04,2020-06-30,,89,,,1
2021-01-04,2020-07-01,,80,,,0
2021-01-04,2020-07-02,,119,,,1
2021-01-04,2020-07-03,,145,,,1
2021-01-04,2020-07-04,,14,,,1
2021-01-04,2020-07-05,,15,,,1
2021-01-04,2020-07-06,,195,,,2
2021-01-04,2020-07-07,,243,,,3
2021-01-04,2020-07-08,,213,,,2
2021-01-04,2020-07-09,,240,,,1
2021-01-04,2020-07-10,,325,,,3
2021-01-04,2020-07-11,,132,,,2
2021-01-04,2020-07-12,,49,,,2
2021-01-04,2020-07-13,,456,,,5
2021-01-04,2020-07-14,,367,,,0
2021-01-04,2020-07-15,,423,,,1
2021-01-04,2020-07-16,,339,,,4
2021-01-04,2020-07-17,,286,,,2
2021-01-04,2020-07-18,,96,,,2
2021-01-04,2020-07-19,,64,,,1
2021-01-04,2020-07-20,,321,1,,5
2021-01-04,2020-07-21,,297,,,3
2021-01-04,2020-07-22,,306,,,3
2021-01-04,2020-07-23,,304,1,,5
2021-01-04,2020-07-24,,274,,,6
2021-01-04,2020-07-25,,74,,,5
2021-01-04,2020-07-26,,56,,,2
2021-01-04,2020-07-27,,310,,,8
2021-01-04,2020-07-28,,294,,,12
2021-01-04,2020-07-29,,253,,,6
2021-01-04,2020-07-30,,90,,,7
2021-01-04,2020-07-31,,368,,,6
2021-01-04,2020-08-01,,118,,,5
2021-01-04,2020-08-02,,44,,,10
2021-01-04,2020-08-03,,416,,,6
2021-01-04,2020-08-04,,471,,,7
2021-01-04,2020-08-05,,391,,,6
2021-01-04,2020-08-06,,375,,,7
2021-01-04,2020-08-07,,455,,,2
2021-01-04,2020-08-08,,168,,,4
2021-01-04,2020-08-09,,40,,,10
2021-01-04,2020-08-10,,413,,,14
2021-01-04,2020-08-11,,416,,,10
2021-01-04,2020-08-12,,424,,,9
2021-01-04,2020-08-13,,370,,,9
2021-01-04,2020-08-14,,433,,,14
2021-01-04,2020-08-15,,189,,,7
2021-01-04,2020-08-16,,27,,,8
2021-01-04,2020-08-17,,411,,,10
2021-01-04,2020-08-18,,324,,,8
2021-01-04,2020-08-19,,428,,,7
2021-01-04,2020-08-20,,317,,,6
2021-01-04,2020-08-21,,266,,,6
2021-01-04,2020-08-22,,30,,,5
2021-01-04,2020-08-23,,40,,,5
2021-01-04,2020-08-24,,310,,,5
2021-01-04,2020-08-25,,287,,,6
2021-01-04,2020-08-26,,207,,,6
2021-01-04,2020-08-27,,206,,,4
2021-01-04,2020-08-28,,198,,,1
2021-01-04,2020-08-29,,91,,,2
2021-01-04,2020-08-30,,26,,,5
2021-01-04,2020-08-31,,251,,,8
2021-01-04,2020-09-01,,262,,,10
2021-01-04,2020-09-02,,277,,,4
2021-01-04,2020-09-03,,314,,,9
2021-01-04,2020-09-04,,260,,,7
2021-01-04,2020-09-05,,100,1,,11
2021-01-04,2020-09-06,,34,,,9
2021-01-04,2020-09-07,,111,,,8
2021-01-04,2020-09-08,,375,,,11
2021-01-04,2020-09-09,,449,,,11
2021-01-04,2020-09-10,,624,,,9
2021-01-04,2020-09-11,,554,,,14
2021-01-04,2020-09-12,,152,,,8
2021-01-04,2020-09-13,,35,,,14
2021-01-04,2020-09-14,,483,,,10
2021-01-04,2020-09-15,,409,,,7
2021-01-04,2020-09-16,,698,,,5
2021-01-04,2020-09-17,,532,,,3
2021-01-04,2020-09-18,,428,1,,6
2021-01-04,2020-09-19,,139,,,3
2021-01-04,2020-09-20,,31,,,8
2021-01-04,2020-09-21,,359,,,7
2021-01-04,2020-09-22,,355,,,3
2021-01-04,2020-09-23,,319,,,11
2021-01-04,2020-09-24,,341,,,6
2021-01-04,2020-09-25,,315,1,,7
2021-01-04,2020-09-26,,123,1,,4
2021-01-04,2020-09-27,,23,,,10
2021-01-04,2020-09-28,,324,,,6
2021-01-04,2020-09-29,,326,,,11
2021-01-04,2020-09-30,,314,,,7
2021-01-04,2020-10-01,,328,,,8
2021-01-04,2020-10-02,,332,,,2
2021-01-04,2020-10-03,,132,,,6
2021-01-04,2020-10-04,,36,,,4
2021-01-04,2020-10-05,,387,3,,5
2021-01-04,2020-10-06,,402,2,,11
2021-01-04,2020-10-07,,440,1,,6
2021-01-04,2020-10-08,,479,2,,3
2021-01-04,2020-10-09,,438,1,,4
2021-01-04,2020-10-10,,203,1,,8
2021-01-04,2020-10-11,,26,,,7
2021-01-04,2020-10-12,,288,2,,8
2021-01-04,2020-10-13,,496,2,,5
2021-01-04,2020-10-14,,541,3,,6
2021-01-04,2020-10-15,,439,2,,6
2021-01-04,2020-10-16,,504,2,,6
2021-01-04,2020-10-17,,247,,,1
2021-01-04,2020-10-18,,44,1,,3
2021-01-04,2020-10-19,,514,6,,7
2021-01-04,2020-10-20,,525,,,5
2021-01-04,2020-10-21,,541,2,,10
2021-01-04,2020-10-22,,608,1,,3
2021-01-04,2020-10-23,,583,2,,4
2021-01-04,2020-10-24,,286,11,,6
2021-01-04,2020-10-25,,53,,,2
2021-01-04,2020-10-26,,686,4,,3
2021-01-04,2020-10-27,,631,4,,2
2021-01-04,2020-10-28,,722,6,,6
2021-01-04,2020-10-29,,630,16,,9
2021-01-04,2020-10-30,,702,29,,5
2021-01-04,2020-10-31,,303,6,,5
2021-01-04,2020-11-01,,74,,,5
2021-01-04,2020-11-02,,741,18,,2
2021-01-04,2020-11-03,,112,,,12
2021-01-04,2020-11-04,,924,15,,12
2021-01-04,2020-11-05,,983,22,,9
2021-01-04,2020-11-06,,887,31,,8
2021-01-04,2020-11-07,,319,99,,4
2021-01-04,2020-11-08,,114,67,,11
2021-01-04,2020-11-09,,999,42,,11
2021-01-04,2020-11-10,,829,137,,7
2021-01-04,2020-11-11,,722,43,,7
2021-01-04,2020-11-12,,879,83,,10
2021-01-04,2020-11-13,,885,47,,9
2021-01-04,2020-11-14,,385,111,,12
2021-01-04,2020-11-15,,131,56,,20
2021-01-04,2020-11-16,,1084,120,,14
2021-01-04,2020-11-17,,1153,30,,8
2021-01-04,2020-11-18,,1120,90,,11
2021-01-04,2020-11-19,,798,38,,4
2021-01-04,2020-11-20,,964,88,,17
2021-01-04,2020-11-21,,421,40,,7
2021-01-04,2020-11-22,,125,2,,14
2021-01-04,2020-11-23,,1194,95,,16
2021-01-04,2020-11-24,,1048,149,,15
2021-01-04,2020-11-25,,787,94,,15
2021-01-04,2020-11-26,,87,3,,13
2021-01-04,2020-11-27,,369,67,,18
2021-01-04,2020-11-28,,288,129,,8
2021-01-04,2020-11-29,,104,5,,13
2021-01-04,2020-11-30,,1083,111,,12
2021-01-04,2020-12-01,,1059,100,,20
2021-01-04,2020-12-02,,1072,104,,12
2021-01-04,2020-12-03,,956,126,,15
2021-01-04,2020-12-04,,926,111,,11
2021-01-04,2020-12-05,,352,126,,9
2021-01-04,2020-12-06,,100,142,,15
2021-01-04,2020-12-07,,932,98,,14
2021-01-04,2020-12-08,,855,101,,17
2021-01-04,2020-12-09,,805,77,,11
2021-01-04,2020-12-10,,847,166,,10
2021-01-04,2020-12-11,,764,100,,14
2021-01-04,2020-12-12,,321,112,,12
2021-01-04,2020-12-13,,76,130,,16
2021-01-04,2020-12-14,,791,125,,17
2021-01-04,2020-12-15,,747,83,,11
2021-01-04,2020-12-16,,672,110,,13
2021-01-04,2020-12-17,,658,66,,9
2021-01-04,2020-12-18,,640,95,,19
2021-01-04,2020-12-19,,281,32,,11
2021-01-04,2020-12-20,,59,46,,8
2021-01-04,2020-12-21,,653,95,,10
2021-01-04,2020-12-22,,532,131,,11
2021-01-04,2020-12-23,,475,76,,8
2021-01-04,2020-12-24,,204,74,,10
2021-01-04,2020-12-25,,37,5,,7
2021-01-04,2020-12-26,,136,53,,13
2021-01-04,2020-12-27,,66,18,,13
2021-01-04,2020-12-28,,519,132,,3
2021-01-04,2020-12-29,,428,117,,6
2021-01-04,2020-12-30,,209,98,,5
2021-01-04,2020-12-31,,52,52,,3
2021-01-04,2021-01-01,,7,4,,2
2021-01-04,2021-01-02,,4,8,,2
2021-01-04,2021-01-03,,,,,2
2021-01-04,2021-01-04,,,,,1
2021-01-05,2020-03-09,,2,,,
2021-01-05,2020-03-10,,,,,
2021-01-05,2020-03-11,,,,,
2021-01-05,2020-03-12,,,,,
2021-01-05,2020-03-13,,3,,,
2021-01-05,2020-03-14,,3,,,
2021-01-05,2020-03-15,,,,,
2021-01-05,2020-03-16,,9,,,
2021-01-05,2020-03-17,,7,,,1
2021-01-05,2020-03-18,,6,,,0
2021-01-05,2020-03-19,,5,,,0
2021-01-05,2020-03-20,,14,,,0
2021-01-05,2020-03-21,,12,,,2
2021-01-05,2020-03-22,,10,,,1
2021-01-05,2020-03-23,,35,,,2
2021-01-05,2020-03-24,,49,,,1
2021-01-05,2020-03-25,,42,,,0
2021-01-05,2020-03-26,,60,,,3
2021-01-05,2020-03-27,,49,,,2
2021-01-05,2020-03-28,,24,,,3
2021-01-05,2020-03-29,,12,,,3
2021-01-05,2020-03-30,,86,,,3
2021-01-05,2020-03-31,,56,,,1
2021-01-05,2020-04-01,,74,,,2
2021-01-05,2020-04-02,,52,,,0
2021-01-05,2020-04-03,,50,,,5
2021-01-05,2020-04-04,,15,,,4
2021-01-05,2020-04-05,,3,,,2
2021-01-05,2020-04-06,,50,,,3
2021-01-05,2020-04-07,,34,,,3
2021-01-05,2020-04-08,,27,,,3
2021-01-05,2020-04-09,,34,,,4
2021-01-05,2020-04-10,,3,,,6
2021-01-05,2020-04-11,,12,,,3
2021-01-05,2020-04-12,,4,,,0
2021-01-05,2020-04-13,,27,,,6
2021-01-05,2020-04-14,,24,,,3
2021-01-05,2020-04-15,,32,,,4
2021-01-05,2020-04-16,,26,,,4
2021-01-05,2020-04-17,,22,,,2
2021-01-05,2020-04-18,,9,,,2
2021-01-05,2020-04-19,,2,,,3
2021-01-05,2020-04-20,,20,,,1
2021-01-05,2020-04-21,,20,,,5
2021-01-05,2020-04-22,,29,,,4
2021-01-05,2020-04-23,,17,,,2
2021-01-05,2020-04-24,,17,,,3
2021-01-05,2020-04-25,,1,,,1
2021-01-05,2020-04-26,,3,,,5
2021-01-05,2020-04-27,,16,,,0
2021-01-05,2020-04-28,,17,,,2
2021-01-05,2020-04-29,,19,,,0
2021-01-05,2020-04-30,,21,,,1
2021-01-05,2020-05-01,,10,,,3
2021-01-05,2020-05-02,,6,,,4
2021-01-05,2020-05-03,,3,,,2
2021-01-05,2020-05-04,,8,,,3
2021-01-05,2020-05-05,,24,,,2
2021-01-05,2020-05-06,,19,,,1
