bulletin_date,municipality,probable_cases,probable_cases_percent
2021-01-03,Toa Alta,103,2.2
2021-01-03,Toa Baja,125,2.7
2021-01-03,Trujillo Alto,68,1.5
2021-01-03,Utuado,26,0.6
2021-01-03,Vega Alta,24,0.5
2021-01-03,Vega Baja,55,1.2
2021-01-03,Vieques,65,1.4
2021-01-03,Villalba,37,0.8
2021-01-03,Yabucoa,40,0.9
2021-01-03,Yauco,22,0.5
2021-01-03,Otro lugar fuera de PR,5,
2021-01-03,No disponible,209,
2021-01-03,Total,4848,
2021-01-04,Adjuntas,18,0.4
2021-01-04,Aguada,88,1.9
2021-01-04,Aguadilla,103,2.2
2021-01-04,Aguas Buenas,43,0.9
2021-01-04,Aibonito,18,0.4
2021-01-04,Añasco,55,1.2
2021-01-04,Arecibo,95,2
2021-01-04,Arroyo,17,0.4
2021-01-04,Barceloneta,24,0.5
2021-01-04,Barranquitas,20,0.4
2021-01-04,Bayamón,348,7.5
2021-01-04,Cabo Rojo,37,0.8
2021-01-04,Caguas,215,4.6
2021-01-04,Camuy,26,0.6
2021-01-04,Canóvanas,53,1.1
2021-01-04,Carolina,198,4.3
2021-01-04,Cataño,27,0.6
2021-01-04,Cayey,69,1.5
2021-01-04,Ceiba,45,1
2021-01-04,Ciales,15,0.3
2021-01-04,Cidra,84,1.8
2021-01-04,Coamo,58,1.2
2021-01-04,Comerío,55,1.2
2021-01-04,Corozal,60,1.3
2021-01-04,Culebra,2,0
2021-01-04,Dorado,60,1.3
2021-01-04,Fajardo,125,2.7
2021-01-04,Florida,32,0.7
2021-01-04,Guánica,14,0.3
2021-01-04,Guayama,36,0.8
2021-01-04,Guayanilla,9,0.2
2021-01-04,Guaynabo,73,1.6
2021-01-04,Gurabo,54,1.2
2021-01-04,Hatillo,32,0.7
2021-01-04,Hormigueros,13,0.3
2021-01-04,Humacao,60,1.3
2021-01-04,Isabela,91,2
2021-01-04,Jayuya,10,0.2
2021-01-04,Juana Díaz,43,0.9
2021-01-04,Juncos,78,1.7
2021-01-04,Lajas,22,0.5
2021-01-04,Lares,21,0.5
2021-01-04,Las Marías,12,0.3
2021-01-04,Las Piedras,86,1.9
2021-01-04,Loíza,53,1.1
2021-01-04,Luquillo,36,0.8
2021-01-04,Manatí,39,0.8
2021-01-04,Maricao,2,0
2021-01-04,Maunabo,15,0.3
2021-01-04,Mayagüez,91,2
2021-01-04,Moca,99,2.1
2021-01-04,Morovis,46,1
2021-01-04,Naguabo,47,1
2021-01-04,Naranjito,72,1.5
2021-01-04,Orocovis,15,0.3
2021-01-04,Patillas,13,0.3
2021-01-04,Peñuelas,30,0.6
2021-01-04,Ponce,123,2.6
2021-01-04,Quebradillas,65,1.4
2021-01-04,Rincón,23,0.5
2021-01-04,Río Grande,121,2.6
2021-01-04,Sabana Grande,15,0.3
2021-01-04,Salinas,35,0.8
2021-01-04,San Germán,32,0.7
2021-01-04,San Juan,319,6.9
2021-01-04,San Lorenzo,58,1.2
2021-01-04,San Sebastián,79,1.7
2021-01-04,Santa Isabel,11,0.2
2021-01-04,Toa Alta,103,2.2
2021-01-04,Toa Baja,125,2.7
2021-01-04,Trujillo Alto,67,1.4
2021-01-04,Utuado,26,0.6
2021-01-04,Vega Alta,23,0.5
2021-01-04,Vega Baja,55,1.2
2021-01-04,Vieques,65,1.4
2021-01-04,Villalba,38,0.8
2021-01-04,Yabucoa,40,0.9
2021-01-04,Yauco,22,0.5
2021-01-04,Otro lugar fuera de PR,5,
2021-01-04,No disponible,209,
2021-01-04,Total,4861,
2021-01-05,Adjuntas,18,0.4
2021-01-05,Aguada,88,1.9
2021-01-05,Aguadilla,103,2.2
2021-01-05,Aguas Buenas,42,0.9
2021-01-05,Aibonito,18,0.4
2021-01-05,Añasco,55,1.2
2021-01-05,Arecibo,98,2.1
2021-01-05,Arroyo,17,0.4
2021-01-05,Barceloneta,24,0.5
2021-01-05,Barranquitas,20,0.4
2021-01-05,Bayamón,345,7.4
2021-01-05,Cabo Rojo,37,0.8
2021-01-05,Caguas,219,4.7
2021-01-05,Camuy,26,0.6
2021-01-05,Canóvanas,53,1.1
2021-01-05,Carolina,196,4.2
2021-01-05,Cataño,27,0.6
2021-01-05,Cayey,66,1.4
2021-01-05,Ceiba,45,1.0
2021-01-05,Ciales,15,0.3
2021-01-05,Cidra,82,1.8
2021-01-05,Coamo,58,1.2
2021-01-05,Comerío,55,1.2
2021-01-05,Corozal,59,1.3
2021-01-05,Culebra,2,0.0
2021-01-05,Dorado,60,1.3
2021-01-05,Fajardo,125,2.7
2021-01-05,Florida,31,0.7
2021-01-05,Guánica,14,0.3
2021-01-05,Guayama,38,0.8
2021-01-05,Guayanilla,9,0.2
2021-01-05,Guaynabo,75,1.6
2021-01-05,Gurabo,55,1.2
2021-01-05,Hatillo,32,0.7
2021-01-05,Hormigueros,13,0.3
2021-01-05,Humacao,60,1.3
2021-01-05,Isabela,90,1.9
2021-01-05,Jayuya,10,0.2
2021-01-05,Juana Díaz,43,0.9
2021-01-05,Juncos,77,1.7
2021-01-05,Lajas,21,0.5
2021-01-05,Lares,21,0.5
2021-01-05,Las Marías,12,0.3
2021-01-05,Las Piedras,83,1.8
2021-01-05,Loíza,53,1.1
2021-01-05,Luquillo,36,0.8
2021-01-05,Manatí,39,0.8
2021-01-05,Maricao,2,0.0
2021-01-05,Maunabo,15,0.3
2021-01-05,Mayagüez,92,2.0
2021-01-05,Moca,99,2.1
2021-01-05,Morovis,46,1.0
2021-01-05,Naguabo,47,1.0
2021-01-05,Naranjito,72,1.6
2021-01-05,Orocovis,15,0.3
2021-01-05,Patillas,13,0.3
2021-01-05,Peñuelas,31,0.7
2021-01-05,Ponce,122,2.6
2021-01-05,Quebradillas,66,1.4
2021-01-05,Rincón,24,0.5
2021-01-05,Río Grande,119,2.6
2021-01-05,Sabana Grande,15,0.3
2021-01-05,Salinas,35,0.8
2021-01-05,San Germán,32,0.7
2021-01-05,San Juan,318,6.9
2021-01-05,San Lorenzo,61,1.3
2021-01-05,San Sebastián,79,1.7
2021-01-05,Santa Isabel,11,0.2
2021-01-05,Toa Alta,103,2.2
2021-01-05,Toa Baja,123,2.7
2021-01-05,Trujillo Alto,67,1.4
2021-01-05,Utuado,25,0.5
2021-01-05,Vega Alta,23,0.5
2021-01-05,Vega Baja,55,1.2
2021-01-05,Vieques,65,1.4
2021-01-05,Villalba,38,0.8
2021-01-05,Yabucoa,40,0.9
2021-01-05,Yauco,23,0.5
2021-01-05,Otro lugar fuera de PR,5,
2021-01-05,No disponible,210,
2021-01-05,Total,4856,
2021-01-06,Adjuntas,19,0.4
2021-01-06,Aguada,88,1.9
2021-01-06,Aguadilla,104,2.2
2021-01-06,Aguas Buenas,44,0.9
2021-01-06,Aibonito,19,0.4
2021-01-06,Añasco,55,1.2
2021-01-06,Arecibo,98,2.1
2021-01-06,Arroyo,17,0.4
2021-01-06,Barceloneta,24,0.5
2021-01-06,Barranquitas,20,0.4
2021-01-06,Bayamón,348,7.4
2021-01-06,Cabo Rojo,37,0.8
2021-01-06,Caguas,224,4.7
2021-01-06,Camuy,26,0.6
2021-01-06,Canóvanas,58,1.2
2021-01-06,Carolina,201,4.3
2021-01-06,Cataño,27,0.6
2021-01-06,Cayey,71,1.5
2021-01-06,Ceiba,45,1.0
2021-01-06,Ciales,15,0.3
2021-01-06,Cidra,84,1.8
2021-01-06,Coamo,62,1.3
2021-01-06,Comerío,55,1.2
2021-01-06,Corozal,59,1.3
2021-01-06,Culebra,2,0.0
2021-01-06,Dorado,60,1.3
2021-01-06,Fajardo,132,2.8
2021-01-06,Florida,31,0.7
2021-01-06,Guánica,14,0.3
2021-01-06,Guayama,36,0.8
2021-01-06,Guayanilla,10,0.2
2021-01-06,Guaynabo,77,1.6
2021-01-06,Gurabo,57,1.2
2021-01-06,Hatillo,32,0.7
2021-01-06,Hormigueros,13,0.3
2021-01-06,Humacao,60,1.3
2021-01-06,Isabela,95,2.0
2021-01-06,Jayuya,10,0.2
2021-01-06,Juana Díaz,44,0.9
2021-01-06,Juncos,78,1.7
2021-01-06,Lajas,21,0.4
2021-01-06,Lares,23,0.5
2021-01-06,Las Marías,12,0.3
2021-01-06,Las Piedras,83,1.8
2021-01-06,Loíza,56,1.2
2021-01-06,Luquillo,38,0.8
2021-01-06,Manatí,37,0.8
2021-01-06,Maricao,2,0.0
2021-01-06,Maunabo,15,0.3
2021-01-06,Mayagüez,92,2.0
2021-01-06,Moca,99,2.1
2021-01-06,Morovis,46,1.0
2021-01-06,Naguabo,48,1.0
2021-01-06,Naranjito,74,1.6
2021-01-06,Orocovis,15,0.3
2021-01-06,Patillas,13,0.3
2021-01-06,Peñuelas,32,0.7
2021-01-06,Ponce,131,2.8
2021-01-06,Quebradillas,66,1.4
2021-01-06,Rincón,24,0.5
2021-01-06,Río Grande,119,2.5
2021-01-06,Sabana Grande,16,0.3
2021-01-06,Salinas,34,0.7
2021-01-06,San Germán,33,0.7
2021-01-06,San Juan,322,6.8
2021-01-06,San Lorenzo,63,1.3
2021-01-06,San Sebastián,79,1.7
2021-01-06,Santa Isabel,11,0.2
2021-01-06,Toa Alta,103,2.2
2021-01-06,Toa Baja,125,2.6
2021-01-06,Trujillo Alto,67,1.4
2021-01-06,Utuado,25,0.5
2021-01-06,Vega Alta,23,0.5
2021-01-06,Vega Baja,54,1.1
2021-01-06,Vieques,65,1.4
2021-01-06,Villalba,38,0.8
2021-01-06,Yabucoa,39,0.8
2021-01-06,Yauco,23,0.5
2021-01-06,Otro lugar fuera de PR,5,
2021-01-06,No disponible,209,
2021-01-06,Total,4931,
2021-01-07,Adjuntas,18,0.4
2021-01-07,Aguada,96,1.9
2021-01-07,Aguadilla,105,2.1
2021-01-07,Aguas Buenas,42,0.8
2021-01-07,Aibonito,19,0.4
2021-01-07,Añasco,57,1.1
2021-01-07,Arecibo,100,2.0
2021-01-07,Arroyo,17,0.3
2021-01-07,Barceloneta,24,0.5
2021-01-07,Barranquitas,38,0.7
2021-01-07,Bayamón,377,7.4
2021-01-07,Cabo Rojo,48,0.9
2021-01-07,Caguas,233,4.6
2021-01-07,Camuy,26,0.5
2021-01-07,Canóvanas,61,1.2
2021-01-07,Carolina,216,4.2
2021-01-07,Cataño,26,0.5
2021-01-07,Cayey,72,1.4
2021-01-07,Ceiba,47,0.9
2021-01-07,Ciales,17,0.3
2021-01-07,Cidra,87,1.7
2021-01-07,Coamo,62,1.2
2021-01-07,Comerío,53,1.0
2021-01-07,Corozal,69,1.3
2021-01-07,Culebra,2,0.0
2021-01-07,Dorado,62,1.2
2021-01-07,Fajardo,165,3.2
2021-01-07,Florida,32,0.6
2021-01-07,Guánica,14,0.3
2021-01-07,Guayama,38,0.7
2021-01-07,Guayanilla,10,0.2
2021-01-07,Guaynabo,103,2.0
2021-01-07,Gurabo,56,1.1
2021-01-07,Hatillo,31,0.6
2021-01-07,Hormigueros,16,0.3
2021-01-07,Humacao,64,1.3
2021-01-07,Isabela,93,1.8
2021-01-07,Jayuya,11,0.2
2021-01-07,Juana Díaz,44,0.9
2021-01-07,Juncos,80,1.6
2021-01-07,Lajas,22,0.4
2021-01-07,Lares,25,0.5
2021-01-07,Las Marías,12,0.2
2021-01-07,Las Piedras,85,1.7
2021-01-07,Loíza,55,1.1
2021-01-07,Luquillo,54,1.1
2021-01-07,Manatí,37,0.7
2021-01-07,Maricao,1,0.0
2021-01-07,Maunabo,13,0.3
2021-01-07,Mayagüez,90,1.8
2021-01-07,Moca,101,2.0
2021-01-07,Morovis,52,1.0
2021-01-07,Naguabo,49,1.0
2021-01-07,Naranjito,84,1.6
2021-01-07,Orocovis,16,0.3
2021-01-07,Patillas,13,0.3
2021-01-07,Peñuelas,32,0.6
2021-01-07,Ponce,132,2.6
2021-01-07,Quebradillas,68,1.3
2021-01-07,Rincón,22,0.4
2021-01-07,Río Grande,129,2.5
2021-01-07,Sabana Grande,16,0.3
2021-01-07,Salinas,33,0.6
2021-01-07,San Germán,37,0.7
2021-01-07,San Juan,405,7.9
2021-01-07,San Lorenzo,62,1.2
2021-01-07,San Sebastián,104,2.0
2021-01-07,Santa Isabel,11,0.2
2021-01-07,Toa Alta,111,2.2
2021-01-07,Toa Baja,142,2.8
2021-01-07,Trujillo Alto,94,1.8
2021-01-07,Utuado,26,0.5
2021-01-07,Vega Alta,26,0.5
2021-01-07,Vega Baja,58,1.1
2021-01-07,Vieques,72,1.4
2021-01-07,Villalba,35,0.7
2021-01-07,Yabucoa,36,0.7
2021-01-07,Yauco,22,0.4
2021-01-07,Otro lugar fuera de PR,5,
2021-01-07,No disponible,223,
2021-01-07,Total,5341,
2021-01-08,Adjuntas,16,0.3
2021-01-08,Aguada,96,1.9
2021-01-08,Aguadilla,102,2.0
2021-01-08,Aguas Buenas,34,0.7
2021-01-08,Aibonito,22,0.4
2021-01-08,Añasco,57,1.1
2021-01-08,Arecibo,102,2.0
2021-01-08,Arroyo,18,0.4
2021-01-08,Barceloneta,24,0.5
2021-01-08,Barranquitas,38,0.7
2021-01-08,Bayamón,380,7.4
2021-01-08,Cabo Rojo,50,1.0
2021-01-08,Caguas,229,4.5
2021-01-08,Camuy,26,0.5
2021-01-08,Canóvanas,62,1.2
2021-01-08,Carolina,220,4.3
2021-01-08,Cataño,26,0.5
2021-01-08,Cayey,73,1.4
2021-01-08,Ceiba,47,0.9
2021-01-08,Ciales,17,0.3
2021-01-08,Cidra,80,1.6
2021-01-08,Coamo,62,1.2
2021-01-08,Comerío,53,1.0
2021-01-08,Corozal,72,1.4
2021-01-08,Culebra,1,0.0
2021-01-08,Dorado,62,1.2
2021-01-08,Fajardo,168,3.3
2021-01-08,Florida,32,0.6
2021-01-08,Guánica,14,0.3
2021-01-08,Guayama,38,0.7
2021-01-08,Guayanilla,10,0.2
2021-01-08,Guaynabo,103,2.0
2021-01-08,Gurabo,56,1.1
2021-01-08,Hatillo,31,0.6
2021-01-08,Hormigueros,16,0.3
2021-01-08,Humacao,64,1.2
2021-01-08,Isabela,93,1.8
2021-01-08,Jayuya,11,0.2
2021-01-08,Juana Díaz,46,0.9
2021-01-08,Juncos,80,1.6
2021-01-08,Lajas,22,0.4
2021-01-08,Lares,24,0.5
2021-01-08,Las Marías,12,0.2
2021-01-08,Las Piedras,85,1.7
2021-01-08,Loíza,55,1.1
2021-01-08,Luquillo,54,1.1
2021-01-08,Manatí,36,0.7
2021-01-08,Maricao,1,0.0
2021-01-08,Maunabo,13,0.3
2021-01-08,Mayagüez,89,1.7
2021-01-08,Moca,100,2.0
2021-01-08,Morovis,52,1.0
2021-01-08,Naguabo,49,1.0
2021-01-08,Naranjito,85,1.7
2021-01-08,Orocovis,19,0.4
2021-01-08,Patillas,13,0.3
2021-01-08,Peñuelas,33,0.6
2021-01-08,Ponce,134,2.6
2021-01-08,Quebradillas,67,1.3
2021-01-08,Rincón,23,0.4
2021-01-08,Río Grande,129,2.5
2021-01-08,Sabana Grande,16,0.3
2021-01-08,Salinas,32,0.6
2021-01-08,San Germán,36,0.7
2021-01-08,San Juan,412,8.0
2021-01-08,San Lorenzo,67,1.3
2021-01-08,San Sebastián,104,2.0
2021-01-08,Santa Isabel,11,0.2
2021-01-08,Toa Alta,112,2.2
2021-01-08,Toa Baja,143,2.8
2021-01-08,Trujillo Alto,94,1.8
2021-01-08,Utuado,25,0.5
2021-01-08,Vega Alta,27,0.5
2021-01-08,Vega Baja,56,1.1
2021-01-08,Vieques,72,1.4
2021-01-08,Villalba,31,0.6
2021-01-08,Yabucoa,35,0.7
2021-01-08,Yauco,22,0.4
2021-01-08,Otro lugar fuera de PR,5,
2021-01-08,No disponible,224,
2021-01-08,Total,5350,
2021-01-09,Adjuntas,18,0.3
2021-01-09,Aguada,96,1.8
2021-01-09,Aguadilla,102,1.9
2021-01-09,Aguas Buenas,36,0.7
2021-01-09,Aibonito,23,0.4
2021-01-09,Añasco,57,1.1
2021-01-09,Arecibo,103,2.0
2021-01-09,Arroyo,18,0.3
2021-01-09,Barceloneta,24,0.5
2021-01-09,Barranquitas,40,0.8
2021-01-09,Bayamón,391,7.4
2021-01-09,Cabo Rojo,51,1.0
2021-01-09,Caguas,236,4.5
2021-01-09,Camuy,26,0.5
2021-01-09,Canóvanas,66,1.3
2021-01-09,Carolina,218,4.1
2021-01-09,Cataño,26,0.5
2021-01-09,Cayey,75,1.4
2021-01-09,Ceiba,47,0.9
2021-01-09,Ciales,17,0.3
2021-01-09,Cidra,83,1.6
2021-01-09,Coamo,83,1.6
2021-01-09,Comerío,56,1.1
2021-01-09,Corozal,70,1.3
2021-01-09,Culebra,1,0.0
2021-01-09,Dorado,62,1.2
2021-01-09,Fajardo,170,3.2
2021-01-09,Florida,32,0.6
2021-01-09,Guánica,14,0.3
2021-01-09,Guayama,38,0.7
2021-01-09,Guayanilla,10,0.2
2021-01-09,Guaynabo,105,2.0
2021-01-09,Gurabo,59,1.1
2021-01-09,Hatillo,31,0.6
2021-01-09,Hormigueros,16,0.3
2021-01-09,Humacao,68,1.3
2021-01-09,Isabela,95,1.8
2021-01-09,Jayuya,11,0.2
2021-01-09,Juana Díaz,44,0.8
2021-01-09,Juncos,81,1.5
2021-01-09,Lajas,22,0.4
2021-01-09,Lares,25,0.5
2021-01-09,Las Marías,12,0.2
2021-01-09,Las Piedras,85,1.6
2021-01-09,Loíza,59,1.1
2021-01-09,Luquillo,56,1.1
2021-01-09,Manatí,36,0.7
2021-01-09,Maricao,1,0.0
2021-01-09,Maunabo,13,0.2
2021-01-09,Mayagüez,89,1.7
2021-01-09,Moca,100,1.9
2021-01-09,Morovis,49,0.9
2021-01-09,Naguabo,50,1.0
2021-01-09,Naranjito,91,1.7
2021-01-09,Orocovis,19,0.4
2021-01-09,Patillas,13,0.2
2021-01-09,Peñuelas,33,0.6
2021-01-09,Ponce,145,2.8
2021-01-09,Quebradillas,67,1.3
2021-01-09,Rincón,23,0.4
2021-01-09,Río Grande,143,2.7
2021-01-09,Sabana Grande,15,0.3
2021-01-09,Salinas,34,0.6
2021-01-09,San Germán,37,0.7
2021-01-09,San Juan,431,8.2
2021-01-09,San Lorenzo,67,1.3
2021-01-09,San Sebastián,106,2.0
2021-01-09,Santa Isabel,16,0.3
2021-01-09,Toa Alta,116,2.2
2021-01-09,Toa Baja,142,2.7
2021-01-09,Trujillo Alto,94,1.8
2021-01-09,Utuado,25,0.5
2021-01-09,Vega Alta,27,0.5
2021-01-09,Vega Baja,54,1.0
2021-01-09,Vieques,72,1.4
2021-01-09,Villalba,32,0.6
2021-01-09,Yabucoa,38,0.7
2021-01-09,Yauco,23,0.4
2021-01-09,Otro lugar fuera de PR,5,
2021-01-09,No disponible,225,
2021-01-09,Total,5489,
2021-01-10,Adjuntas,18,0.3
2021-01-10,Aguada,96,1.8
2021-01-10,Aguadilla,103,1.9
2021-01-10,Aguas Buenas,36,0.7
2021-01-10,Aibonito,24,0.5
2021-01-10,Añasco,57,1.1
2021-01-10,Arecibo,105,2.0
2021-01-10,Arroyo,18,0.3
2021-01-10,Barceloneta,24,0.5
2021-01-10,Barranquitas,39,0.7
2021-01-10,Bayamón,400,7.5
2021-01-10,Cabo Rojo,50,0.9
2021-01-10,Caguas,236,4.4
2021-01-10,Camuy,27,0.5
2021-01-10,Canóvanas,65,1.2
2021-01-10,Carolina,219,4.1
2021-01-10,Cataño,28,0.5
2021-01-10,Cayey,76,1.4
2021-01-10,Ceiba,47,0.9
2021-01-10,Ciales,17,0.3
2021-01-10,Cidra,83,1.6
2021-01-10,Coamo,86,1.6
2021-01-10,Comerío,56,1.1
2021-01-10,Corozal,72,1.4
2021-01-10,Culebra,1,0.0
2021-01-10,Dorado,62,1.2
2021-01-10,Fajardo,169,3.2
2021-01-10,Florida,33,0.6
2021-01-10,Guánica,14,0.3
2021-01-10,Guayama,39,0.7
2021-01-10,Guayanilla,10,0.2
2021-01-10,Guaynabo,108,2.0
2021-01-10,Gurabo,57,1.1
2021-01-10,Hatillo,31,0.6
2021-01-10,Hormigueros,16,0.3
2021-01-10,Humacao,69,1.3
2021-01-10,Isabela,95,1.8
2021-01-10,Jayuya,11,0.2
2021-01-10,Juana Díaz,44,0.8
2021-01-10,Juncos,81,1.5
2021-01-10,Lajas,23,0.4
2021-01-10,Lares,25,0.5
2021-01-10,Las Marías,12,0.2
2021-01-10,Las Piedras,86,1.6
2021-01-10,Loíza,57,1.1
2021-01-10,Luquillo,57,1.1
2021-01-10,Manatí,35,0.7
2021-01-10,Maricao,1,0.0
2021-01-10,Maunabo,13,0.2
2021-01-10,Mayagüez,92,1.7
2021-01-10,Moca,101,1.9
2021-01-10,Morovis,50,0.9
2021-01-10,Naguabo,50,0.9
2021-01-10,Naranjito,93,1.8
2021-01-10,Orocovis,17,0.3
2021-01-10,Patillas,13,0.2
2021-01-10,Peñuelas,33,0.6
2021-01-10,Ponce,153,2.9
2021-01-10,Quebradillas,67,1.3
2021-01-10,Rincón,23,0.4
2021-01-10,Río Grande,142,2.7
2021-01-10,Sabana Grande,15,0.3
2021-01-10,Salinas,33,0.6
2021-01-10,San Germán,38,0.7
2021-01-10,San Juan,443,8.3
2021-01-10,San Lorenzo,67,1.3
2021-01-10,San Sebastián,106,2.0
2021-01-10,Santa Isabel,16,0.3
2021-01-10,Toa Alta,117,2.2
2021-01-10,Toa Baja,140,2.6
2021-01-10,Trujillo Alto,98,1.8
2021-01-10,Utuado,26,0.5
2021-01-10,Vega Alta,27,0.5
2021-01-10,Vega Baja,54,1.0
2021-01-10,Vieques,72,1.4
2021-01-10,Villalba,32,0.6
2021-01-10,Yabucoa,40,0.8
2021-01-10,Yauco,23,0.4
2021-01-10,Otro lugar fuera de PR,5,
2021-01-10,No disponible,224,
2021-01-10,Total,5541,
2021-01-11,Adjuntas,19,0.4
2021-01-11,Aguada,96,1.8
2021-01-11,Aguadilla,104,1.9
2021-01-11,Aguas Buenas,36,0.7
2021-01-11,Aibonito,25,0.5
2021-01-11,Añasco,70,1.3
2021-01-11,Arecibo,101,1.9
2021-01-11,Arroyo,18,0.3
2021-01-11,Barceloneta,24,0.4
2021-01-11,Barranquitas,36,0.7
2021-01-11,Bayamón,407,7.6
2021-01-11,Cabo Rojo,49,0.9
2021-01-11,Caguas,236,4.4
2021-01-11,Camuy,27,0.5
2021-01-11,Canóvanas,66,1.2
2021-01-11,Carolina,225,4.2
2021-01-11,Cataño,26,0.5
2021-01-11,Cayey,75,1.4
2021-01-11,Ceiba,48,0.9
2021-01-11,Ciales,20,0.4
2021-01-11,Cidra,82,1.5
2021-01-11,Coamo,87,1.6
2021-01-11,Comerío,58,1.1
2021-01-11,Corozal,69,1.3
2021-01-11,Culebra,1,0.0
2021-01-11,Dorado,62,1.2
2021-01-11,Fajardo,171,3.2
2021-01-11,Florida,33,0.6
2021-01-11,Guánica,14,0.3
2021-01-11,Guayama,39,0.7
2021-01-11,Guayanilla,11,0.2
2021-01-11,Guaynabo,106,2.0
2021-01-11,Gurabo,57,1.1
2021-01-11,Hatillo,32,0.6
2021-01-11,Hormigueros,15,0.3
2021-01-11,Humacao,72,1.3
2021-01-11,Isabela,95,1.8
2021-01-11,Jayuya,11,0.2
2021-01-11,Juana Díaz,44,0.8
2021-01-11,Juncos,81,1.5
2021-01-11,Lajas,23,0.4
2021-01-11,Lares,26,0.5
2021-01-11,Las Marías,12,0.2
2021-01-11,Las Piedras,89,1.7
2021-01-11,Loíza,59,1.1
2021-01-11,Luquillo,64,1.2
2021-01-11,Manatí,36,0.7
2021-01-11,Maricao,1,0.0
2021-01-11,Maunabo,13,0.2
2021-01-11,Mayagüez,91,1.7
2021-01-11,Moca,102,1.9
2021-01-11,Morovis,51,0.9
2021-01-11,Naguabo,51,0.9
2021-01-11,Naranjito,91,1.7
2021-01-11,Orocovis,16,0.3
2021-01-11,Patillas,13,0.2
2021-01-11,Peñuelas,33,0.6
2021-01-11,Ponce,151,2.8
2021-01-11,Quebradillas,70,1.3
2021-01-11,Rincón,23,0.4
2021-01-11,Río Grande,147,2.7
2021-01-11,Sabana Grande,14,0.3
2021-01-11,Salinas,33,0.6
2021-01-11,San Germán,37,0.7
2021-01-11,San Juan,450,8.4
2021-01-11,San Lorenzo,66,1.2
2021-01-11,San Sebastián,105,2.0
2021-01-11,Santa Isabel,16,0.3
2021-01-11,Toa Alta,119,2.2
2021-01-11,Toa Baja,149,2.8
2021-01-11,Trujillo Alto,104,1.9
2021-01-11,Utuado,26,0.5
2021-01-11,Vega Alta,26,0.5
2021-01-11,Vega Baja,60,1.1
2021-01-11,Vieques,72,1.3
2021-01-11,Villalba,33,0.6
2021-01-11,Yabucoa,41,0.8
2021-01-11,Yauco,23,0.4
2021-01-11,Otro lugar fuera de PR,4,
2021-01-11,No disponible,224,
2021-01-11,Total,5612,
2021-01-12,Adjuntas,19,0.4
2021-01-12,Aguada,96,1.8
2021-01-12,Aguadilla,104,1.9
2021-01-12,Aguas Buenas,35,0.6
2021-01-12,Aibonito,25,0.5
2021-01-12,Añasco,70,1.3
2021-01-12,Arecibo,101,1.9
2021-01-12,Arroyo,18,0.3
2021-01-12,Barceloneta,24,0.4
2021-01-12,Barranquitas,35,0.6
2021-01-12,Bayamón,407,7.5
2021-01-12,Cabo Rojo,49,0.9
2021-01-12,Caguas,241,4.5
2021-01-12,Camuy,27,0.5
2021-01-12,Canóvanas,65,1.2
2021-01-12,Carolina,229,4.2
2021-01-12,Cataño,26,0.5
2021-01-12,Cayey,75,1.4
2021-01-12,Ceiba,48,0.9
2021-01-12,Ciales,20,0.4
2021-01-12,Cidra,82,1.5
2021-01-12,Coamo,88,1.6
2021-01-12,Comerío,58,1.1
2021-01-12,Corozal,68,1.3
2021-01-12,Culebra,1,0
2021-01-12,Dorado,62,1.1
2021-01-12,Fajardo,171,3.2
2021-01-12,Florida,33,0.6
2021-01-12,Guánica,14,0.3
2021-01-12,Guayama,39,0.7
2021-01-12,Guayanilla,11,0.2
2021-01-12,Guaynabo,105,1.9
2021-01-12,Gurabo,56,1
2021-01-12,Hatillo,32,0.6
2021-01-12,Hormigueros,15,0.3
2021-01-12,Humacao,72,1.3
2021-01-12,Isabela,96,1.8
2021-01-12,Jayuya,11,0.2
2021-01-12,Juana Díaz,44,0.8
2021-01-12,Juncos,81,1.5
2021-01-12,Lajas,23,0.4
2021-01-12,Lares,26,0.5
2021-01-12,Las Marías,12,0.2
2021-01-12,Las Piedras,89,1.6
2021-01-12,Loíza,59,1.1
2021-01-12,Luquillo,64,1.2
2021-01-12,Manatí,36,0.7
2021-01-12,Maricao,1,0
2021-01-12,Maunabo,13,0.2
2021-01-12,Mayagüez,91,1.7
2021-01-12,Moca,102,1.9
2021-01-12,Morovis,51,0.9
2021-01-12,Naguabo,51,0.9
2021-01-12,Naranjito,94,1.7
2021-01-12,Orocovis,14,0.3
2021-01-12,Patillas,13,0.2
2021-01-12,Peñuelas,33,0.6
2021-01-12,Ponce,152,2.8
2021-01-12,Quebradillas,70,1.3
2021-01-12,Rincón,23,0.4
2021-01-12,Río Grande,147,2.7
2021-01-12,Sabana Grande,14,0.3
2021-01-12,Salinas,33,0.6
2021-01-12,San Germán,37,0.7
2021-01-12,San Juan,455,8.4
2021-01-12,San Lorenzo,66,1.2
2021-01-12,San Sebastián,105,1.9
2021-01-12,Santa Isabel,15,0.3
2021-01-12,Toa Alta,121,2.2
2021-01-12,Toa Baja,149,2.8
2021-01-12,Trujillo Alto,105,1.9
2021-01-12,Utuado,26,0.5
2021-01-12,Vega Alta,28,0.5
2021-01-12,Vega Baja,60,1.1
2021-01-12,Vieques,72,1.3
2021-01-12,Villalba,37,0.7
2021-01-12,Yabucoa,41,0.8
2021-01-12,Yauco,23,0.4
2021-01-12,Otro lugar fuera de PR,5,
2021-01-12,No disponible,224,
