bulletin_date,municipality,probable_cases,probable_cases_percent
2021-05-08,Rincón,80,0.5
2021-05-08,Río Grande,435,2.8
2021-05-08,Sabana Grande,65,0.4
2021-05-08,Salinas,114,0.7
2021-05-08,San Germán,155,1.0
2021-05-08,San Juan,1235,8.0
2021-05-08,San Lorenzo,232,1.5
2021-05-08,San Sebastián,274,1.8
2021-05-08,Santa Isabel,43,0.3
2021-05-08,Toa Alta,400,2.6
2021-05-08,Toa Baja,367,2.4
2021-05-08,Trujillo Alto,303,2.0
2021-05-08,Utuado,36,0.2
2021-05-08,Vega Alta,165,1.1
2021-05-08,Vega Baja,243,1.6
2021-05-08,Vieques,77,0.5
2021-05-08,Villalba,67,0.4
2021-05-08,Yabucoa,168,1.1
2021-05-08,Yauco,76,0.5
2021-05-08,Otro lugar fuera de PR,18,
2021-05-08,No disponible,617,
2021-05-08,Total,16065,
2021-05-09,Adjuntas,32,0.2
2021-05-09,Aguada,227,1.5
2021-05-09,Aguadilla,258,1.7
2021-05-09,Aguas Buenas,107,0.7
2021-05-09,Aibonito,116,0.8
2021-05-09,Añasco,150,1.0
2021-05-09,Arecibo,199,1.3
2021-05-09,Arroyo,39,0.3
2021-05-09,Barceloneta,72,0.5
2021-05-09,Barranquitas,206,1.3
2021-05-09,Bayamón,1046,6.8
2021-05-09,Cabo Rojo,210,1.4
2021-05-09,Caguas,524,3.4
2021-05-09,Camuy,150,1.0
2021-05-09,Canóvanas,168,1.1
2021-05-09,Carolina,648,4.2
2021-05-09,Cataño,71,0.5
2021-05-09,Cayey,259,1.7
2021-05-09,Ceiba,141,0.9
2021-05-09,Ciales,58,0.4
2021-05-09,Cidra,187,1.2
2021-05-09,Coamo,153,1.0
2021-05-09,Comerío,99,0.6
2021-05-09,Corozal,168,1.1
2021-05-09,Culebra,5,0.0
2021-05-09,Dorado,188,1.2
2021-05-09,Fajardo,391,2.5
2021-05-09,Florida,62,0.4
2021-05-09,Guánica,35,0.2
2021-05-09,Guayama,86,0.6
2021-05-09,Guayanilla,37,0.2
2021-05-09,Guaynabo,297,1.9
2021-05-09,Gurabo,174,1.1
2021-05-09,Hatillo,103,0.7
2021-05-09,Hormigueros,54,0.4
2021-05-09,Humacao,318,2.1
2021-05-09,Isabela,281,1.8
2021-05-09,Jayuya,78,0.5
2021-05-09,Juana Díaz,124,0.8
2021-05-09,Juncos,427,2.8
2021-05-09,Lajas,145,0.9
2021-05-09,Lares,90,0.6
2021-05-09,Las Marías,27,0.2
2021-05-09,Las Piedras,295,1.9
2021-05-09,Loíza,146,0.9
2021-05-09,Luquillo,158,1.0
2021-05-09,Manatí,106,0.7
2021-05-09,Maricao,3,0.0
2021-05-09,Maunabo,51,0.3
2021-05-09,Mayagüez,305,2.0
2021-05-09,Moca,218,1.4
2021-05-09,Morovis,152,1.0
2021-05-09,Naguabo,218,1.4
2021-05-09,Naranjito,256,1.7
2021-05-09,Orocovis,37,0.2
2021-05-09,Patillas,76,0.5
2021-05-09,Peñuelas,111,0.7
2021-05-09,Ponce,350,2.3
2021-05-09,Quebradillas,186,1.2
2021-05-09,Rincón,80,0.5
2021-05-09,Río Grande,433,2.8
2021-05-09,Sabana Grande,66,0.4
2021-05-09,Salinas,113,0.7
2021-05-09,San Germán,152,1.0
2021-05-09,San Juan,1237,8.0
2021-05-09,San Lorenzo,232,1.5
2021-05-09,San Sebastián,274,1.8
2021-05-09,Santa Isabel,46,0.3
2021-05-09,Toa Alta,399,2.6
2021-05-09,Toa Baja,366,2.4
2021-05-09,Trujillo Alto,303,2.0
2021-05-09,Utuado,37,0.2
2021-05-09,Vega Alta,166,1.1
2021-05-09,Vega Baja,244,1.6
2021-05-09,Vieques,77,0.5
2021-05-09,Villalba,66,0.4
2021-05-09,Yabucoa,168,1.1
2021-05-09,Yauco,79,0.5
2021-05-09,Otro lugar fuera de PR,18,
2021-05-09,No disponible,615,
2021-05-09,Total,16049,
2021-05-10,Adjuntas,32,0.2
2021-05-10,Aguada,227,1.5
2021-05-10,Aguadilla,260,1.7
2021-05-10,Aguas Buenas,108,0.7
2021-05-10,Aibonito,116,0.8
2021-05-10,Añasco,153,1.0
2021-05-10,Arecibo,200,1.3
2021-05-10,Arroyo,38,0.2
2021-05-10,Barceloneta,72,0.5
2021-05-10,Barranquitas,206,1.3
2021-05-10,Bayamón,1050,6.8
2021-05-10,Cabo Rojo,211,1.4
2021-05-10,Caguas,527,3.4
2021-05-10,Camuy,150,1.0
2021-05-10,Canóvanas,171,1.1
2021-05-10,Carolina,649,4.2
2021-05-10,Cataño,71,0.5
2021-05-10,Cayey,258,1.7
2021-05-10,Ceiba,141,0.9
2021-05-10,Ciales,59,0.4
2021-05-10,Cidra,188,1.2
2021-05-10,Coamo,153,1.0
2021-05-10,Comerío,99,0.6
2021-05-10,Corozal,168,1.1
2021-05-10,Culebra,5,0.0
2021-05-10,Dorado,189,1.2
2021-05-10,Fajardo,393,2.5
2021-05-10,Florida,62,0.4
2021-05-10,Guánica,35,0.2
2021-05-10,Guayama,85,0.5
2021-05-10,Guayanilla,37,0.2
2021-05-10,Guaynabo,297,1.9
2021-05-10,Gurabo,173,1.1
2021-05-10,Hatillo,103,0.7
2021-05-10,Hormigueros,54,0.3
2021-05-10,Humacao,317,2.0
2021-05-10,Isabela,280,1.8
2021-05-10,Jayuya,78,0.5
2021-05-10,Juana Díaz,123,0.8
2021-05-10,Juncos,429,2.8
2021-05-10,Lajas,144,0.9
2021-05-10,Lares,90,0.6
2021-05-10,Las Marías,27,0.2
2021-05-10,Las Piedras,295,1.9
2021-05-10,Loíza,149,1.0
2021-05-10,Luquillo,157,1.0
2021-05-10,Manatí,107,0.7
2021-05-10,Maricao,3,0.0
2021-05-10,Maunabo,51,0.3
2021-05-10,Mayagüez,305,2.0
2021-05-10,Moca,219,1.4
2021-05-10,Morovis,151,1.0
2021-05-10,Naguabo,219,1.4
2021-05-10,Naranjito,254,1.6
2021-05-10,Orocovis,37,0.2
2021-05-10,Patillas,76,0.5
2021-05-10,Peñuelas,112,0.7
2021-05-10,Ponce,357,2.3
2021-05-10,Quebradillas,187,1.2
2021-05-10,Rincón,80,0.5
2021-05-10,Río Grande,442,2.9
2021-05-10,Sabana Grande,66,0.4
2021-05-10,Salinas,112,0.7
2021-05-10,San Germán,155,1.0
2021-05-10,San Juan,1241,8.0
2021-05-10,San Lorenzo,233,1.5
2021-05-10,San Sebastián,275,1.8
2021-05-10,Santa Isabel,46,0.3
2021-05-10,Toa Alta,399,2.6
2021-05-10,Toa Baja,367,2.4
2021-05-10,Trujillo Alto,303,2.0
2021-05-10,Utuado,38,0.2
2021-05-10,Vega Alta,166,1.1
2021-05-10,Vega Baja,242,1.6
2021-05-10,Vieques,77,0.5
2021-05-10,Villalba,66,0.4
2021-05-10,Yabucoa,169,1.1
2021-05-10,Yauco,80,0.5
2021-05-10,Otro lugar fuera de PR,18,
2021-05-10,No disponible,617,
2021-05-10,Total,16099,
2021-05-11,Adjuntas,32,0.2
2021-05-11,Aguada,227,1.5
2021-05-11,Aguadilla,260,1.7
2021-05-11,Aguas Buenas,108,0.7
2021-05-11,Aibonito,116,0.8
2021-05-11,Añasco,153,1.0
2021-05-11,Arecibo,200,1.3
2021-05-11,Arroyo,38,0.2
2021-05-11,Barceloneta,72,0.5
2021-05-11,Barranquitas,206,1.3
2021-05-11,Bayamón,1051,6.8
2021-05-11,Cabo Rojo,211,1.4
2021-05-11,Caguas,527,3.4
2021-05-11,Camuy,150,1.0
2021-05-11,Canóvanas,169,1.1
2021-05-11,Carolina,649,4.2
2021-05-11,Cataño,71,0.5
2021-05-11,Cayey,258,1.7
2021-05-11,Ceiba,141,0.9
2021-05-11,Ciales,60,0.4
2021-05-11,Cidra,187,1.2
2021-05-11,Coamo,153,1.0
2021-05-11,Comerío,99,0.6
2021-05-11,Corozal,168,1.1
2021-05-11,Culebra,5,0.0
2021-05-11,Dorado,189,1.2
2021-05-11,Fajardo,392,2.5
2021-05-11,Florida,62,0.4
2021-05-11,Guánica,35,0.2
2021-05-11,Guayama,85,0.5
2021-05-11,Guayanilla,37,0.2
2021-05-11,Guaynabo,297,1.9
2021-05-11,Gurabo,173,1.1
2021-05-11,Hatillo,103,0.7
2021-05-11,Hormigueros,54,0.3
2021-05-11,Humacao,317,2.1
2021-05-11,Isabela,284,1.8
2021-05-11,Jayuya,78,0.5
2021-05-11,Juana Díaz,123,0.8
2021-05-11,Juncos,430,2.8
2021-05-11,Lajas,144,0.9
2021-05-11,Lares,90,0.6
2021-05-11,Las Marías,27,0.2
2021-05-11,Las Piedras,295,1.9
2021-05-11,Loíza,149,1.0
2021-05-11,Luquillo,157,1.0
2021-05-11,Manatí,108,0.7
2021-05-11,Maricao,3,0.0
2021-05-11,Maunabo,51,0.3
2021-05-11,Mayagüez,303,2.0
2021-05-11,Moca,219,1.4
2021-05-11,Morovis,151,1.0
2021-05-11,Naguabo,219,1.4
2021-05-11,Naranjito,254,1.6
2021-05-11,Orocovis,37,0.2
2021-05-11,Patillas,76,0.5
2021-05-11,Peñuelas,112,0.7
2021-05-11,Ponce,358,2.3
2021-05-11,Quebradillas,187,1.2
2021-05-11,Rincón,79,0.5
2021-05-11,Río Grande,442,2.9
2021-05-11,Sabana Grande,66,0.4
2021-05-11,Salinas,112,0.7
2021-05-11,San Germán,155,1.0
2021-05-11,San Juan,1239,8.0
2021-05-11,San Lorenzo,233,1.5
2021-05-11,San Sebastián,275,1.8
2021-05-11,Santa Isabel,46,0.3
2021-05-11,Toa Alta,399,2.6
2021-05-11,Toa Baja,367,2.4
2021-05-11,Trujillo Alto,303,2.0
2021-05-11,Utuado,38,0.2
2021-05-11,Vega Alta,165,1.1
2021-05-11,Vega Baja,241,1.6
2021-05-11,Vieques,77,0.5
2021-05-11,Villalba,66,0.4
2021-05-11,Yabucoa,167,1.1
2021-05-11,Yauco,80,0.5
2021-05-11,Otro lugar fuera de PR,18,
2021-05-11,No disponible,617,
2021-05-11,Total,16095,
2021-05-12,Adjuntas,32,0.2
2021-05-12,Aguada,229,1.5
2021-05-12,Aguadilla,264,1.7
2021-05-12,Aguas Buenas,108,0.7
2021-05-12,Aibonito,116,0.7
2021-05-12,Añasco,153,1.0
2021-05-12,Arecibo,201,1.3
2021-05-12,Arroyo,38,0.2
2021-05-12,Barceloneta,72,0.5
2021-05-12,Barranquitas,208,1.3
2021-05-12,Bayamón,1050,6.8
2021-05-12,Cabo Rojo,211,1.4
2021-05-12,Caguas,529,3.4
2021-05-12,Camuy,150,1.0
2021-05-12,Canóvanas,169,1.1
2021-05-12,Carolina,647,4.2
2021-05-12,Cataño,71,0.5
2021-05-12,Cayey,257,1.7
2021-05-12,Ceiba,141,0.9
2021-05-12,Ciales,60,0.4
2021-05-12,Cidra,189,1.2
2021-05-12,Coamo,153,1.0
2021-05-12,Comerío,99,0.6
2021-05-12,Corozal,168,1.1
2021-05-12,Culebra,5,0.0
2021-05-12,Dorado,187,1.2
2021-05-12,Fajardo,394,2.5
2021-05-12,Florida,62,0.4
2021-05-12,Guánica,36,0.2
2021-05-12,Guayama,86,0.6
2021-05-12,Guayanilla,37,0.2
2021-05-12,Guaynabo,298,1.9
2021-05-12,Gurabo,173,1.1
2021-05-12,Hatillo,103,0.7
2021-05-12,Hormigueros,54,0.3
2021-05-12,Humacao,316,2.0
2021-05-12,Isabela,286,1.8
2021-05-12,Jayuya,79,0.5
2021-05-12,Juana Díaz,123,0.8
2021-05-12,Juncos,431,2.8
2021-05-12,Lajas,142,0.9
2021-05-12,Lares,90,0.6
2021-05-12,Las Marías,25,0.2
2021-05-12,Las Piedras,295,1.9
2021-05-12,Loíza,152,1.0
2021-05-12,Luquillo,160,1.0
2021-05-12,Manatí,110,0.7
2021-05-12,Maricao,3,0.0
2021-05-12,Maunabo,51,0.3
2021-05-12,Mayagüez,303,2.0
2021-05-12,Moca,218,1.4
2021-05-12,Morovis,151,1.0
2021-05-12,Naguabo,219,1.4
2021-05-12,Naranjito,254,1.6
2021-05-12,Orocovis,37,0.2
2021-05-12,Patillas,76,0.5
2021-05-12,Peñuelas,113,0.7
2021-05-12,Ponce,357,2.3
2021-05-12,Quebradillas,189,1.2
2021-05-12,Rincón,79,0.5
2021-05-12,Río Grande,443,2.9
2021-05-12,Sabana Grande,66,0.4
2021-05-12,Salinas,112,0.7
2021-05-12,San Germán,156,1.0
2021-05-12,San Juan,1243,8.0
2021-05-12,San Lorenzo,234,1.5
2021-05-12,San Sebastián,275,1.8
2021-05-12,Santa Isabel,45,0.3
2021-05-12,Toa Alta,402,2.6
2021-05-12,Toa Baja,368,2.4
2021-05-12,Trujillo Alto,303,2.0
2021-05-12,Utuado,38,0.2
2021-05-12,Vega Alta,166,1.1
2021-05-12,Vega Baja,241,1.6
2021-05-12,Vieques,77,0.5
2021-05-12,Villalba,65,0.4
2021-05-12,Yabucoa,167,1.1
2021-05-12,Yauco,79,0.5
2021-05-12,Otro lugar fuera de PR,18,
2021-05-12,No disponible,615,
2021-05-12,Total,16122,
2021-05-13,Adjuntas,32,0.2
2021-05-13,Aguada,229,1.5
2021-05-13,Aguadilla,265,1.7
2021-05-13,Aguas Buenas,109,0.7
2021-05-13,Aibonito,115,0.7
2021-05-13,Añasco,151,1.0
2021-05-13,Arecibo,199,1.3
2021-05-13,Arroyo,38,0.2
2021-05-13,Barceloneta,73,0.5
2021-05-13,Barranquitas,207,1.3
2021-05-13,Bayamón,1047,6.8
2021-05-13,Cabo Rojo,211,1.4
2021-05-13,Caguas,530,3.4
2021-05-13,Camuy,151,1.0
2021-05-13,Canóvanas,171,1.1
2021-05-13,Carolina,648,4.2
2021-05-13,Cataño,70,0.5
2021-05-13,Cayey,254,1.6
2021-05-13,Ceiba,141,0.9
2021-05-13,Ciales,61,0.4
2021-05-13,Cidra,191,1.2
2021-05-13,Coamo,153,1.0
2021-05-13,Comerío,99,0.6
2021-05-13,Corozal,170,1.1
2021-05-13,Culebra,5,0.0
2021-05-13,Dorado,188,1.2
2021-05-13,Fajardo,396,2.6
2021-05-13,Florida,62,0.4
2021-05-13,Guánica,37,0.2
2021-05-13,Guayama,86,0.6
2021-05-13,Guayanilla,37,0.2
2021-05-13,Guaynabo,298,1.9
2021-05-13,Gurabo,174,1.1
2021-05-13,Hatillo,103,0.7
2021-05-13,Hormigueros,55,0.4
2021-05-13,Humacao,315,2.0
2021-05-13,Isabela,286,1.8
2021-05-13,Jayuya,78,0.5
2021-05-13,Juana Díaz,121,0.8
2021-05-13,Juncos,430,2.8
2021-05-13,Lajas,143,0.9
2021-05-13,Lares,90,0.6
2021-05-13,Las Marías,27,0.2
2021-05-13,Las Piedras,295,1.9
2021-05-13,Loíza,152,1.0
2021-05-13,Luquillo,160,1.0
2021-05-13,Manatí,110,0.7
2021-05-13,Maricao,3,0.0
2021-05-13,Maunabo,51,0.3
2021-05-13,Mayagüez,310,2.0
2021-05-13,Moca,220,1.4
2021-05-13,Morovis,151,1.0
2021-05-13,Naguabo,217,1.4
2021-05-13,Naranjito,255,1.6
2021-05-13,Orocovis,36,0.2
2021-05-13,Patillas,76,0.5
2021-05-13,Peñuelas,116,0.7
2021-05-13,Ponce,356,2.3
2021-05-13,Quebradillas,188,1.2
2021-05-13,Rincón,79,0.5
2021-05-13,Río Grande,445,2.9
2021-05-13,Sabana Grande,66,0.4
2021-05-13,Salinas,112,0.7
2021-05-13,San Germán,156,1.0
2021-05-13,San Juan,1236,8.0
2021-05-13,San Lorenzo,235,1.5
2021-05-13,San Sebastián,274,1.8
2021-05-13,Santa Isabel,44,0.3
2021-05-13,Toa Alta,403,2.6
2021-05-13,Toa Baja,368,2.4
2021-05-13,Trujillo Alto,302,1.9
2021-05-13,Utuado,38,0.2
2021-05-13,Vega Alta,169,1.1
2021-05-13,Vega Baja,241,1.6
2021-05-13,Vieques,77,0.5
2021-05-13,Villalba,66,0.4
2021-05-13,Yabucoa,172,1.1
2021-05-13,Yauco,79,0.5
2021-05-13,Otro lugar fuera de PR,17,
2021-05-13,No disponible,617,
2021-05-13,Total,16138,
2021-05-14,Adjuntas,32,0.2
2021-05-14,Aguada,231,1.5
2021-05-14,Aguadilla,267,1.7
2021-05-14,Aguas Buenas,111,0.7
2021-05-14,Aibonito,115,0.7
2021-05-14,Añasco,151,1.0
2021-05-14,Arecibo,199,1.3
2021-05-14,Arroyo,38,0.2
2021-05-14,Barceloneta,74,0.5
2021-05-14,Barranquitas,207,1.3
2021-05-14,Bayamón,1048,6.7
2021-05-14,Cabo Rojo,212,1.4
2021-05-14,Caguas,528,3.4
2021-05-14,Camuy,149,1.0
2021-05-14,Canóvanas,171,1.1
2021-05-14,Carolina,654,4.2
2021-05-14,Cataño,69,0.4
2021-05-14,Cayey,252,1.6
2021-05-14,Ceiba,142,0.9
2021-05-14,Ciales,64,0.4
2021-05-14,Cidra,190,1.2
2021-05-14,Coamo,153,1.0
2021-05-14,Comerío,100,0.6
2021-05-14,Corozal,172,1.1
2021-05-14,Culebra,5,0.0
2021-05-14,Dorado,183,1.2
2021-05-14,Fajardo,397,2.6
2021-05-14,Florida,62,0.4
2021-05-14,Guánica,37,0.2
2021-05-14,Guayama,86,0.6
2021-05-14,Guayanilla,37,0.2
2021-05-14,Guaynabo,298,1.9
2021-05-14,Gurabo,177,1.1
2021-05-14,Hatillo,103,0.7
2021-05-14,Hormigueros,55,0.4
2021-05-14,Humacao,314,2.0
2021-05-14,Isabela,288,1.9
2021-05-14,Jayuya,78,0.5
2021-05-14,Juana Díaz,119,0.8
2021-05-14,Juncos,433,2.8
2021-05-14,Lajas,142,0.9
2021-05-14,Lares,90,0.6
2021-05-14,Las Marías,27,0.2
2021-05-14,Las Piedras,294,1.9
2021-05-14,Loíza,152,1.0
2021-05-14,Luquillo,161,1.0
2021-05-14,Manatí,110,0.7
2021-05-14,Maricao,3,0.0
2021-05-14,Maunabo,51,0.3
2021-05-14,Mayagüez,308,2.0
2021-05-14,Moca,220,1.4
2021-05-14,Morovis,151,1.0
2021-05-14,Naguabo,216,1.4
2021-05-14,Naranjito,256,1.6
2021-05-14,Orocovis,36,0.2
2021-05-14,Patillas,76,0.5
2021-05-14,Peñuelas,117,0.8
2021-05-14,Ponce,360,2.3
2021-05-14,Quebradillas,187,1.2
2021-05-14,Rincón,80,0.5
2021-05-14,Río Grande,448,2.9
2021-05-14,Sabana Grande,66,0.4
2021-05-14,Salinas,112,0.7
2021-05-14,San Germán,156,1.0
2021-05-14,San Juan,1243,8.0
2021-05-14,San Lorenzo,235,1.5
2021-05-14,San Sebastián,276,1.8
2021-05-14,Santa Isabel,46,0.3
2021-05-14,Toa Alta,403,2.6
2021-05-14,Toa Baja,368,2.4
2021-05-14,Trujillo Alto,304,2.0
2021-05-14,Utuado,38,0.2
2021-05-14,Vega Alta,171,1.1
2021-05-14,Vega Baja,240,1.5
2021-05-14,Vieques,77,0.5
2021-05-14,Villalba,66,0.4
2021-05-14,Yabucoa,172,1.1
2021-05-14,Yauco,79,0.5
2021-05-14,Otro lugar fuera de PR,17,
2021-05-14,No disponible,616,
2021-05-14,Total,16171,
2021-05-15,Adjuntas,32,0.2
2021-05-15,Aguada,232,1.5
2021-05-15,Aguadilla,270,1.7
2021-05-15,Aguas Buenas,111,0.7
2021-05-15,Aibonito,115,0.7
2021-05-15,Añasco,149,1.0
2021-05-15,Arecibo,201,1.3
2021-05-15,Arroyo,38,0.2
2021-05-15,Barceloneta,74,0.5
2021-05-15,Barranquitas,207,1.3
2021-05-15,Bayamón,1053,6.8
2021-05-15,Cabo Rojo,213,1.4
2021-05-15,Caguas,532,3.4
2021-05-15,Camuy,149,1.0
2021-05-15,Canóvanas,171,1.1
2021-05-15,Carolina,653,4.2
2021-05-15,Cataño,70,0.4
2021-05-15,Cayey,255,1.6
2021-05-15,Ceiba,142,0.9
2021-05-15,Ciales,60,0.4
2021-05-15,Cidra,190,1.2
2021-05-15,Coamo,154,1.0
2021-05-15,Comerío,100,0.6
2021-05-15,Corozal,173,1.1
2021-05-15,Culebra,5,0.0
2021-05-15,Dorado,183,1.2
2021-05-15,Fajardo,398,2.6
2021-05-15,Florida,62,0.4
2021-05-15,Guánica,36,0.2
2021-05-15,Guayama,87,0.6
2021-05-15,Guayanilla,37,0.2
2021-05-15,Guaynabo,297,1.9
2021-05-15,Gurabo,177,1.1
2021-05-15,Hatillo,105,0.7
2021-05-15,Hormigueros,55,0.4
2021-05-15,Humacao,314,2.0
2021-05-15,Isabela,289,1.9
2021-05-15,Jayuya,78,0.5
2021-05-15,Juana Díaz,120,0.8
2021-05-15,Juncos,433,2.8
2021-05-15,Lajas,142,0.9
2021-05-15,Lares,90,0.6
2021-05-15,Las Marías,27,0.2
2021-05-15,Las Piedras,295,1.9
2021-05-15,Loíza,153,1.0
2021-05-15,Luquillo,159,1.0
2021-05-15,Manatí,110,0.7
2021-05-15,Maricao,3,0.0
2021-05-15,Maunabo,51,0.3
2021-05-15,Mayagüez,310,2.0
2021-05-15,Moca,220,1.4
2021-05-15,Morovis,152,1.0
2021-05-15,Naguabo,215,1.4
2021-05-15,Naranjito,257,1.7
2021-05-15,Orocovis,38,0.2
2021-05-15,Patillas,77,0.5
2021-05-15,Peñuelas,118,0.8
2021-05-15,Ponce,357,2.3
2021-05-15,Quebradillas,187,1.2
2021-05-15,Rincón,79,0.5
2021-05-15,Río Grande,448,2.9
2021-05-15,Sabana Grande,70,0.4
2021-05-15,Salinas,113,0.7
2021-05-15,San Germán,156,1.0
2021-05-15,San Juan,1242,8.0
2021-05-15,San Lorenzo,232,1.5
2021-05-15,San Sebastián,279,1.8
2021-05-15,Santa Isabel,46,0.3
2021-05-15,Toa Alta,404,2.6
2021-05-15,Toa Baja,369,2.4
2021-05-15,Trujillo Alto,303,1.9
2021-05-15,Utuado,38,0.2
2021-05-15,Vega Alta,171,1.1
2021-05-15,Vega Baja,242,1.6
2021-05-15,Vieques,77,0.5
2021-05-15,Villalba,66,0.4
2021-05-15,Yabucoa,171,1.1
2021-05-15,Yauco,75,0.5
2021-05-15,Otro lugar fuera de PR,17,
2021-05-15,No disponible,616,
2021-05-15,Total,16195,
2021-05-16,Adjuntas,32,0.2
2021-05-16,Aguada,231,1.5
2021-05-16,Aguadilla,270,1.7
2021-05-16,Aguas Buenas,112,0.7
2021-05-16,Aibonito,115,0.7
2021-05-16,Añasco,149,1.0
2021-05-16,Arecibo,201,1.3
2021-05-16,Arroyo,38,0.2
2021-05-16,Barceloneta,76,0.5
2021-05-16,Barranquitas,206,1.3
2021-05-16,Bayamón,1053,6.7
2021-05-16,Cabo Rojo,214,1.4
2021-05-16,Caguas,531,3.4
2021-05-16,Camuy,148,0.9
2021-05-16,Canóvanas,170,1.1
2021-05-16,Carolina,651,4.2
2021-05-16,Cataño,70,0.4
2021-05-16,Cayey,254,1.6
2021-05-16,Ceiba,142,0.9
2021-05-16,Ciales,60,0.4
2021-05-16,Cidra,192,1.2
2021-05-16,Coamo,154,1.0
2021-05-16,Comerío,101,0.6
2021-05-16,Corozal,174,1.1
2021-05-16,Culebra,5,0.0
2021-05-16,Dorado,186,1.2
2021-05-16,Fajardo,396,2.5
2021-05-16,Florida,62,0.4
2021-05-16,Guánica,38,0.2
2021-05-16,Guayama,88,0.6
2021-05-16,Guayanilla,37,0.2
2021-05-16,Guaynabo,298,1.9
2021-05-16,Gurabo,179,1.1
2021-05-16,Hatillo,102,0.7
2021-05-16,Hormigueros,55,0.4
2021-05-16,Humacao,317,2.0
2021-05-16,Isabela,290,1.9
2021-05-16,Jayuya,78,0.5
2021-05-16,Juana Díaz,121,0.8
2021-05-16,Juncos,434,2.8
2021-05-16,Lajas,142,0.9
2021-05-16,Lares,90,0.6
2021-05-16,Las Marías,27,0.2
2021-05-16,Las Piedras,295,1.9
2021-05-16,Loíza,153,1.0
2021-05-16,Luquillo,160,1.0
2021-05-16,Manatí,114,0.7
2021-05-16,Maricao,3,0.0
2021-05-16,Maunabo,51,0.3
2021-05-16,Mayagüez,312,2.0
2021-05-16,Moca,220,1.4
2021-05-16,Morovis,155,1.0
2021-05-16,Naguabo,216,1.4
2021-05-16,Naranjito,256,1.6
2021-05-16,Orocovis,39,0.2
2021-05-16,Patillas,77,0.5
2021-05-16,Peñuelas,118,0.8
2021-05-16,Ponce,357,2.3
2021-05-16,Quebradillas,189,1.2
2021-05-16,Rincón,78,0.5
2021-05-16,Río Grande,449,2.9
2021-05-16,Sabana Grande,70,0.4
2021-05-16,Salinas,113,0.7
2021-05-16,San Germán,158,1.0
2021-05-16,San Juan,1242,8.0
2021-05-16,San Lorenzo,233,1.5
2021-05-16,San Sebastián,279,1.8
2021-05-16,Santa Isabel,46,0.3
2021-05-16,Toa Alta,405,2.6
2021-05-16,Toa Baja,371,2.4
2021-05-16,Trujillo Alto,304,1.9
2021-05-16,Utuado,39,0.2
2021-05-16,Vega Alta,181,1.2
2021-05-16,Vega Baja,243,1.6
2021-05-16,Vieques,77,0.5
2021-05-16,Villalba,66,0.4
2021-05-16,Yabucoa,171,1.1
2021-05-16,Yauco,76,0.5
2021-05-16,Otro lugar fuera de PR,18,
2021-05-16,No disponible,615,
2021-05-16,Total,16238,
2021-05-17,Adjuntas,32,0.2
2021-05-17,Aguada,231,1.5
2021-05-17,Aguadilla,270,1.7
2021-05-17,Aguas Buenas,113,0.7
2021-05-17,Aibonito,116,0.7
2021-05-17,Añasco,149,1.0
2021-05-17,Arecibo,201,1.3
2021-05-17,Arroyo,38,0.2
2021-05-17,Barceloneta,76,0.5
2021-05-17,Barranquitas,207,1.3
2021-05-17,Bayamón,1055,6.8
2021-05-17,Cabo Rojo,216,1.4
2021-05-17,Caguas,533,3.4
2021-05-17,Camuy,147,0.9
2021-05-17,Canóvanas,170,1.1
2021-05-17,Carolina,649,4.2
2021-05-17,Cataño,70,0.4
2021-05-17,Cayey,254,1.6
2021-05-17,Ceiba,142,0.9
2021-05-17,Ciales,60,0.4
2021-05-17,Cidra,192,1.2
2021-05-17,Coamo,153,1.0
2021-05-17,Comerío,101,0.6
2021-05-17,Corozal,175,1.1
2021-05-17,Culebra,5,0.0
2021-05-17,Dorado,186,1.2
2021-05-17,Fajardo,397,2.5
2021-05-17,Florida,62,0.4
2021-05-17,Guánica,38,0.2
2021-05-17,Guayama,89,0.6
2021-05-17,Guayanilla,37,0.2
2021-05-17,Guaynabo,298,1.9
2021-05-17,Gurabo,178,1.1
2021-05-17,Hatillo,102,0.7
2021-05-17,Hormigueros,54,0.3
2021-05-17,Humacao,317,2.0
2021-05-17,Isabela,296,1.9
2021-05-17,Jayuya,78,0.5
2021-05-17,Juana Díaz,121,0.8
2021-05-17,Juncos,433,2.8
2021-05-17,Lajas,141,0.9
2021-05-17,Lares,90,0.6
2021-05-17,Las Marías,27,0.2
2021-05-17,Las Piedras,296,1.9
2021-05-17,Loíza,155,1.0
2021-05-17,Luquillo,159,1.0
2021-05-17,Manatí,114,0.7
2021-05-17,Maricao,3,0.0
2021-05-17,Maunabo,51,0.3
2021-05-17,Mayagüez,311,2.0
2021-05-17,Moca,222,1.4
2021-05-17,Morovis,156,1.0
2021-05-17,Naguabo,216,1.4
2021-05-17,Naranjito,256,1.6
2021-05-17,Orocovis,37,0.2
2021-05-17,Patillas,77,0.5
2021-05-17,Peñuelas,118,0.8
2021-05-17,Ponce,354,2.3
2021-05-17,Quebradillas,189,1.2
2021-05-17,Rincón,78,0.5
2021-05-17,Río Grande,449,2.9
2021-05-17,Sabana Grande,70,0.4
2021-05-17,Salinas,113,0.7
2021-05-17,San Germán,158,1.0
2021-05-17,San Juan,1242,8.0
2021-05-17,San Lorenzo,233,1.5
2021-05-17,San Sebastián,280,1.8
2021-05-17,Santa Isabel,46,0.3
2021-05-17,Toa Alta,404,2.6
