bulletin_date,municipality,confirmed_cases,confirmed_cases_percent
2020-07-26,Toa Baja,122,2.4
2020-07-26,Trujillo Alto,118,2.3
2020-07-26,Utuado,12,0.2
2020-07-26,Vega Alta,57,1.1
2020-07-26,Vega Baja,116,2.3
2020-07-26,Vieques,3,0.1
2020-07-26,Villalba,20,0.4
2020-07-26,Yabucoa,22,0.4
2020-07-26,Yauco,78,1.5
2020-07-26,Otro lugar fuera de PR,67,
2020-07-26,No disponible,209,
2020-07-26,Total,5416,
2020-07-27,Adjuntas,28,0.5
2020-07-27,Aguada,35,0.7
2020-07-27,Aguadilla,71,1.3
2020-07-27,Aguas Buenas,36,0.7
2020-07-27,Aibonito,17,0.3
2020-07-27,Añasco,31,0.6
2020-07-27,Arecibo,72,1.4
2020-07-27,Arroyo,14,0.3
2020-07-27,Barceloneta,11,0.2
2020-07-27,Barranquitas,43,0.8
2020-07-27,Bayamón,394,7.5
2020-07-27,Cabo Rojo,74,1.4
2020-07-27,Caguas,183,3.5
2020-07-27,Camuy,38,0.7
2020-07-27,Canóvanas,107,2.0
2020-07-27,Carolina,381,7.2
2020-07-27,Cataño,52,1.0
2020-07-27,Cayey,26,0.5
2020-07-27,Ceiba,15,0.3
2020-07-27,Ciales,54,1.0
2020-07-27,Cidra,37,0.7
2020-07-27,Coamo,13,0.2
2020-07-27,Comerío,28,0.5
2020-07-27,Corozal,31,0.6
2020-07-27,Culebra,13,0.2
2020-07-27,Dorado,66,1.2
2020-07-27,Fajardo,48,0.9
2020-07-27,Florida,17,0.3
2020-07-27,Guánica,23,0.4
2020-07-27,Guayama,20,0.4
2020-07-27,Guayanilla,25,0.5
2020-07-27,Guaynabo,227,4.3
2020-07-27,Gurabo,45,0.9
2020-07-27,Hatillo,33,0.6
2020-07-27,Hormigueros,39,0.7
2020-07-27,Humacao,20,0.4
2020-07-27,Isabela,38,0.7
2020-07-27,Jayuya,11,0.2
2020-07-27,Juana Díaz,66,1.2
2020-07-27,Juncos,21,0.4
2020-07-27,Lajas,15,0.3
2020-07-27,Lares,30,0.6
2020-07-27,Las Marías,25,0.5
2020-07-27,Las Piedras,27,0.5
2020-07-27,Loíza,23,0.4
2020-07-27,Luquillo,35,0.7
2020-07-27,Manatí,40,0.8
2020-07-27,Maricao,18,0.3
2020-07-27,Maunabo,4,0.1
2020-07-27,Mayagüez,186,3.5
2020-07-27,Moca,46,0.9
2020-07-27,Morovis,73,1.4
2020-07-27,Naguabo,16,0.3
2020-07-27,Naranjito,33,0.6
2020-07-27,Orocovis,54,1.0
2020-07-27,Patillas,10,0.2
2020-07-27,Peñuelas,24,0.5
2020-07-27,Ponce,150,2.8
2020-07-27,Quebradillas,31,0.6
2020-07-27,Rincón,34,0.6
2020-07-27,Río Grande,80,1.5
2020-07-27,Sabana Grande,33,0.6
2020-07-27,Salinas,19,0.4
2020-07-27,San Germán,47,0.9
2020-07-27,San Juan,930,17.6
2020-07-27,San Lorenzo,33,0.6
2020-07-27,San Sebastián,49,0.9
2020-07-27,Santa Isabel,9,0.2
2020-07-27,Toa Alta,146,2.8
2020-07-27,Toa Baja,129,2.4
2020-07-27,Trujillo Alto,121,2.3
2020-07-27,Utuado,12,0.2
2020-07-27,Vega Alta,58,1.1
2020-07-27,Vega Baja,118,2.2
2020-07-27,Vieques,3,0.1
2020-07-27,Villalba,20,0.4
2020-07-27,Yabucoa,22,0.4
2020-07-27,Yauco,82,1.6
2020-07-27,Otro lugar fuera de PR,67,
2020-07-27,No disponible,230,
2020-07-27,Total,5585,
2020-07-28,Adjuntas,28,0.5
2020-07-28,Aguada,36,0.7
2020-07-28,Aguadilla,71,1.3
2020-07-28,Aguas Buenas,36,0.7
2020-07-28,Aibonito,17,0.3
2020-07-28,Añasco,31,0.6
2020-07-28,Arecibo,73,1.3
2020-07-28,Arroyo,14,0.3
2020-07-28,Barceloneta,11,0.2
2020-07-28,Barranquitas,43,0.8
2020-07-28,Bayamón,407,7.5
2020-07-28,Cabo Rojo,75,1.4
2020-07-28,Caguas,185,3.4
2020-07-28,Camuy,38,0.7
2020-07-28,Canóvanas,107,2.0
2020-07-28,Carolina,391,7.2
2020-07-28,Cataño,53,1.0
2020-07-28,Cayey,26,0.5
2020-07-28,Ceiba,16,0.3
2020-07-28,Ciales,56,1.0
2020-07-28,Cidra,38,0.7
2020-07-28,Coamo,13,0.2
2020-07-28,Comerío,28,0.5
2020-07-28,Corozal,35,0.6
2020-07-28,Culebra,13,0.2
2020-07-28,Dorado,67,1.2
2020-07-28,Fajardo,48,0.9
2020-07-28,Florida,17,0.3
2020-07-28,Guánica,23,0.4
2020-07-28,Guayama,20,0.4
2020-07-28,Guayanilla,25,0.5
2020-07-28,Guaynabo,231,4.3
2020-07-28,Gurabo,47,0.9
2020-07-28,Hatillo,33,0.6
2020-07-28,Hormigueros,40,0.7
2020-07-28,Humacao,21,0.4
2020-07-28,Isabela,40,0.7
2020-07-28,Jayuya,11,0.2
2020-07-28,Juana Díaz,66,1.2
2020-07-28,Juncos,21,0.4
2020-07-28,Lajas,15,0.3
2020-07-28,Lares,31,0.6
2020-07-28,Las Marías,28,0.5
2020-07-28,Las Piedras,27,0.5
2020-07-28,Loíza,23,0.4
2020-07-28,Luquillo,35,0.6
2020-07-28,Manatí,42,0.8
2020-07-28,Maricao,18,0.3
2020-07-28,Maunabo,5,0.1
2020-07-28,Mayagüez,186,3.4
2020-07-28,Moca,46,0.9
2020-07-28,Morovis,78,1.4
2020-07-28,Naguabo,16,0.3
2020-07-28,Naranjito,34,0.6
2020-07-28,Orocovis,56,1.0
2020-07-28,Patillas,10,0.2
2020-07-28,Peñuelas,24,0.4
2020-07-28,Ponce,151,2.8
2020-07-28,Quebradillas,34,0.6
2020-07-28,Rincón,34,0.6
2020-07-28,Río Grande,85,1.6
2020-07-28,Sabana Grande,33,0.6
2020-07-28,Salinas,19,0.4
2020-07-28,San Germán,47,0.9
2020-07-28,San Juan,953,17.6
2020-07-28,San Lorenzo,34,0.6
2020-07-28,San Sebastián,49,0.9
2020-07-28,Santa Isabel,9,0.2
2020-07-28,Toa Alta,151,2.8
2020-07-28,Toa Baja,136,2.5
2020-07-28,Trujillo Alto,125,2.3
2020-07-28,Utuado,12,0.2
2020-07-28,Vega Alta,63,1.2
2020-07-28,Vega Baja,123,2.3
2020-07-28,Vieques,4,0.1
2020-07-28,Villalba,20,0.4
2020-07-28,Yabucoa,22,0.4
2020-07-28,Yauco,82,1.5
2020-07-28,Otro lugar fuera de PR,68,
2020-07-28,No disponible,221,
2020-07-28,Total,5700,
2020-07-29,Adjuntas,29,0.5
2020-07-29,Aguada,36,0.6
2020-07-29,Aguadilla,72,1.3
2020-07-29,Aguas Buenas,37,0.7
2020-07-29,Aibonito,17,0.3
2020-07-29,Añasco,32,0.6
2020-07-29,Arecibo,78,1.4
2020-07-29,Arroyo,15,0.3
2020-07-29,Barceloneta,11,0.2
2020-07-29,Barranquitas,44,0.8
2020-07-29,Bayamón,419,7.4
2020-07-29,Cabo Rojo,75,1.3
2020-07-29,Caguas,192,3.4
2020-07-29,Camuy,46,0.8
2020-07-29,Canóvanas,111,2.0
2020-07-29,Carolina,401,7.1
2020-07-29,Cataño,58,1.0
2020-07-29,Cayey,26,0.5
2020-07-29,Ceiba,17,0.3
2020-07-29,Ciales,58,1.0
2020-07-29,Cidra,38,0.7
2020-07-29,Coamo,14,0.2
2020-07-29,Comerío,29,0.5
2020-07-29,Corozal,39,0.7
2020-07-29,Culebra,14,0.2
2020-07-29,Dorado,69,1.2
2020-07-29,Fajardo,50,0.9
2020-07-29,Florida,17,0.3
2020-07-29,Guánica,23,0.4
2020-07-29,Guayama,20,0.4
2020-07-29,Guayanilla,26,0.5
2020-07-29,Guaynabo,238,4.2
2020-07-29,Gurabo,53,0.9
2020-07-29,Hatillo,35,0.6
2020-07-29,Hormigueros,41,0.7
2020-07-29,Humacao,21,0.4
2020-07-29,Isabela,41,0.7
2020-07-29,Jayuya,11,0.2
2020-07-29,Juana Díaz,68,1.2
2020-07-29,Juncos,22,0.4
2020-07-29,Lajas,15,0.3
2020-07-29,Lares,31,0.6
2020-07-29,Las Marías,29,0.5
2020-07-29,Las Piedras,29,0.5
2020-07-29,Loíza,24,0.4
2020-07-29,Luquillo,35,0.6
2020-07-29,Manatí,48,0.9
2020-07-29,Maricao,18,0.3
2020-07-29,Maunabo,5,0.1
2020-07-29,Mayagüez,192,3.4
2020-07-29,Moca,46,0.8
2020-07-29,Morovis,80,1.4
2020-07-29,Naguabo,20,0.4
2020-07-29,Naranjito,37,0.7
2020-07-29,Orocovis,57,1.0
2020-07-29,Patillas,10,0.2
2020-07-29,Peñuelas,24,0.4
2020-07-29,Ponce,155,2.8
2020-07-29,Quebradillas,35,0.6
2020-07-29,Rincón,34,0.6
2020-07-29,Río Grande,89,1.6
2020-07-29,Sabana Grande,33,0.6
2020-07-29,Salinas,20,0.4
2020-07-29,San Germán,47,0.8
2020-07-29,San Juan,997,17.7
2020-07-29,San Lorenzo,36,0.6
2020-07-29,San Sebastián,50,0.9
2020-07-29,Santa Isabel,9,0.2
2020-07-29,Toa Alta,162,2.9
2020-07-29,Toa Baja,149,2.6
2020-07-29,Trujillo Alto,132,2.3
2020-07-29,Utuado,12,0.2
2020-07-29,Vega Alta,65,1.2
2020-07-29,Vega Baja,129,2.3
2020-07-29,Vieques,5,0.1
2020-07-29,Villalba,20,0.4
2020-07-29,Yabucoa,22,0.4
2020-07-29,Yauco,83,1.5
2020-07-29,Otro lugar fuera de PR,69,
2020-07-29,No disponible,224,
2020-07-29,Total,5920,
2020-07-30,Adjuntas,33,0.6
2020-07-30,Aguada,36,0.6
2020-07-30,Aguadilla,72,1.3
2020-07-30,Aguas Buenas,37,0.6
2020-07-30,Aibonito,17,0.3
2020-07-30,Añasco,32,0.6
2020-07-30,Arecibo,79,1.4
2020-07-30,Arroyo,15,0.3
2020-07-30,Barceloneta,11,0.2
2020-07-30,Barranquitas,44,0.8
2020-07-30,Bayamón,421,7.4
2020-07-30,Cabo Rojo,75,1.3
2020-07-30,Caguas,192,3.4
2020-07-30,Camuy,46,0.8
2020-07-30,Canóvanas,111,1.9
2020-07-30,Carolina,405,7.1
2020-07-30,Cataño,59,1.0
2020-07-30,Cayey,26,0.5
2020-07-30,Ceiba,19,0.3
2020-07-30,Ciales,58,1.0
2020-07-30,Cidra,38,0.7
2020-07-30,Coamo,14,0.2
2020-07-30,Comerío,30,0.5
2020-07-30,Corozal,40,0.7
2020-07-30,Culebra,14,0.2
2020-07-30,Dorado,69,1.2
2020-07-30,Fajardo,54,0.9
2020-07-30,Florida,17,0.3
2020-07-30,Guánica,23,0.4
2020-07-30,Guayama,21,0.4
2020-07-30,Guayanilla,27,0.5
2020-07-30,Guaynabo,242,4.2
2020-07-30,Gurabo,54,0.9
2020-07-30,Hatillo,36,0.6
2020-07-30,Hormigueros,41,0.7
2020-07-30,Humacao,22,0.4
2020-07-30,Isabela,41,0.7
2020-07-30,Jayuya,11,0.2
2020-07-30,Juana Díaz,68,1.2
2020-07-30,Juncos,22,0.4
2020-07-30,Lajas,15,0.3
2020-07-30,Lares,32,0.6
2020-07-30,Las Marías,29,0.5
2020-07-30,Las Piedras,30,0.5
2020-07-30,Loíza,25,0.4
2020-07-30,Luquillo,37,0.6
2020-07-30,Manatí,49,0.9
2020-07-30,Maricao,18,0.3
2020-07-30,Maunabo,6,0.1
2020-07-30,Mayagüez,193,3.4
2020-07-30,Moca,46,0.8
2020-07-30,Morovis,86,1.5
2020-07-30,Naguabo,20,0.4
2020-07-30,Naranjito,37,0.6
2020-07-30,Orocovis,58,1.0
2020-07-30,Patillas,10,0.2
2020-07-30,Peñuelas,25,0.4
2020-07-30,Ponce,156,2.7
2020-07-30,Quebradillas,36,0.6
2020-07-30,Rincón,35,0.6
2020-07-30,Río Grande,92,1.6
2020-07-30,Sabana Grande,33,0.6
2020-07-30,Salinas,20,0.4
2020-07-30,San Germán,47,0.8
2020-07-30,San Juan,1007,17.7
2020-07-30,San Lorenzo,36,0.6
2020-07-30,San Sebastián,50,0.9
2020-07-30,Santa Isabel,8,0.1
2020-07-30,Toa Alta,164,2.9
2020-07-30,Toa Baja,153,2.7
2020-07-30,Trujillo Alto,135,2.4
2020-07-30,Utuado,12,0.2
2020-07-30,Vega Alta,65,1.1
2020-07-30,Vega Baja,135,2.4
2020-07-30,Vieques,6,0.1
2020-07-30,Villalba,20,0.4
2020-07-30,Yabucoa,22,0.4
2020-07-30,Yauco,83,1.5
2020-07-30,Otro lugar fuera de PR,69,
2020-07-30,No disponible,225,
2020-07-30,Total,5997,
2020-07-31,Adjuntas,33,0.5
2020-07-31,Aguada,37,0.6
2020-07-31,Aguadilla,78,1.3
2020-07-31,Aguas Buenas,39,0.6
2020-07-31,Aibonito,19,0.3
2020-07-31,Añasco,38,0.6
2020-07-31,Arecibo,87,1.4
2020-07-31,Arroyo,15,0.2
2020-07-31,Barceloneta,11,0.2
2020-07-31,Barranquitas,47,0.8
2020-07-31,Bayamón,464,7.5
2020-07-31,Cabo Rojo,78,1.3
2020-07-31,Caguas,202,3.3
2020-07-31,Camuy,51,0.8
2020-07-31,Canóvanas,114,1.8
2020-07-31,Carolina,456,7.4
2020-07-31,Cataño,68,1.1
2020-07-31,Cayey,29,0.5
2020-07-31,Ceiba,20,0.3
2020-07-31,Ciales,61,1.0
2020-07-31,Cidra,40,0.6
2020-07-31,Coamo,18,0.3
2020-07-31,Comerío,33,0.5
2020-07-31,Corozal,48,0.8
2020-07-31,Culebra,14,0.2
2020-07-31,Dorado,74,1.2
2020-07-31,Fajardo,57,0.9
2020-07-31,Florida,18,0.3
2020-07-31,Guánica,23,0.4
2020-07-31,Guayama,24,0.4
2020-07-31,Guayanilla,28,0.5
2020-07-31,Guaynabo,254,4.1
2020-07-31,Gurabo,54,0.9
2020-07-31,Hatillo,36,0.6
2020-07-31,Hormigueros,42,0.7
2020-07-31,Humacao,25,0.4
2020-07-31,Isabela,41,0.7
2020-07-31,Jayuya,11,0.2
2020-07-31,Juana Díaz,70,1.1
2020-07-31,Juncos,24,0.4
2020-07-31,Lajas,15,0.2
2020-07-31,Lares,34,0.5
2020-07-31,Las Marías,33,0.5
2020-07-31,Las Piedras,31,0.5
2020-07-31,Loíza,32,0.5
2020-07-31,Luquillo,37,0.6
2020-07-31,Manatí,55,0.9
2020-07-31,Maricao,18,0.3
2020-07-31,Maunabo,10,0.2
2020-07-31,Mayagüez,200,3.2
2020-07-31,Moca,52,0.8
2020-07-31,Morovis,96,1.6
2020-07-31,Naguabo,21,0.3
2020-07-31,Naranjito,44,0.7
2020-07-31,Orocovis,64,1.0
2020-07-31,Patillas,10,0.2
2020-07-31,Peñuelas,30,0.5
2020-07-31,Ponce,172,2.8
2020-07-31,Quebradillas,36,0.6
2020-07-31,Rincón,35,0.6
2020-07-31,Río Grande,96,1.6
2020-07-31,Sabana Grande,36,0.6
2020-07-31,Salinas,19,0.3
2020-07-31,San Germán,47,0.8
2020-07-31,San Juan,1098,17.7
2020-07-31,San Lorenzo,40,0.6
2020-07-31,San Sebastián,50,0.8
2020-07-31,Santa Isabel,9,0.1
2020-07-31,Toa Alta,191,3.1
2020-07-31,Toa Baja,167,2.7
2020-07-31,Trujillo Alto,159,2.6
2020-07-31,Utuado,13,0.2
2020-07-31,Vega Alta,72,1.2
2020-07-31,Vega Baja,144,2.3
2020-07-31,Vieques,6,0.1
2020-07-31,Villalba,20,0.3
2020-07-31,Yabucoa,25,0.4
2020-07-31,Yauco,91,1.5
2020-07-31,Otro lugar fuera de PR,70,
2020-07-31,No disponible,284,
2020-07-31,Total,6543,
2020-08-01,Adjuntas,33,0.5
2020-08-01,Aguada,37,0.6
2020-08-01,Aguadilla,79,1.2
2020-08-01,Aguas Buenas,41,0.6
2020-08-01,Aibonito,20,0.3
2020-08-01,Añasco,38,0.6
2020-08-01,Arecibo,91,1.4
2020-08-01,Arroyo,15,0.2
2020-08-01,Barceloneta,15,0.2
2020-08-01,Barranquitas,51,0.8
2020-08-01,Bayamón,483,7.5
2020-08-01,Cabo Rojo,79,1.2
2020-08-01,Caguas,209,3.3
2020-08-01,Camuy,51,0.8
2020-08-01,Canóvanas,117,1.8
2020-08-01,Carolina,481,7.5
2020-08-01,Cataño,69,1.1
2020-08-01,Cayey,29,0.5
2020-08-01,Ceiba,22,0.3
2020-08-01,Ciales,65,1.0
2020-08-01,Cidra,42,0.7
2020-08-01,Coamo,18,0.3
2020-08-01,Comerío,34,0.5
2020-08-01,Corozal,48,0.7
2020-08-01,Culebra,14,0.2
2020-08-01,Dorado,79,1.2
2020-08-01,Fajardo,60,0.9
2020-08-01,Florida,20,0.3
2020-08-01,Guánica,24,0.4
2020-08-01,Guayama,25,0.4
2020-08-01,Guayanilla,28,0.4
2020-08-01,Guaynabo,262,4.1
2020-08-01,Gurabo,56,0.9
2020-08-01,Hatillo,36,0.6
2020-08-01,Hormigueros,42,0.7
2020-08-01,Humacao,31,0.5
2020-08-01,Isabela,42,0.7
2020-08-01,Jayuya,12,0.2
2020-08-01,Juana Díaz,72,1.1
2020-08-01,Juncos,25,0.4
2020-08-01,Lajas,15,0.2
2020-08-01,Lares,34,0.5
2020-08-01,Las Marías,33,0.5
2020-08-01,Las Piedras,33,0.5
2020-08-01,Loíza,38,0.6
2020-08-01,Luquillo,38,0.6
2020-08-01,Manatí,58,0.9
2020-08-01,Maricao,18,0.3
2020-08-01,Maunabo,11,0.2
2020-08-01,Mayagüez,201,3.1
2020-08-01,Moca,53,0.8
2020-08-01,Morovis,106,1.6
2020-08-01,Naguabo,22,0.3
2020-08-01,Naranjito,47,0.7
2020-08-01,Orocovis,67,1.0
2020-08-01,Patillas,10,0.2
2020-08-01,Peñuelas,31,0.5
2020-08-01,Ponce,181,2.8
2020-08-01,Quebradillas,36,0.6
2020-08-01,Rincón,35,0.5
2020-08-01,Río Grande,100,1.6
2020-08-01,Sabana Grande,37,0.6
2020-08-01,Salinas,19,0.3
2020-08-01,San Germán,47,0.7
2020-08-01,San Juan,1138,17.7
2020-08-01,San Lorenzo,42,0.7
2020-08-01,San Sebastián,50,0.8
2020-08-01,Santa Isabel,11,0.2
2020-08-01,Toa Alta,199,3.1
2020-08-01,Toa Baja,182,2.8
2020-08-01,Trujillo Alto,165,2.6
2020-08-01,Utuado,13,0.2
2020-08-01,Vega Alta,72,1.1
2020-08-01,Vega Baja,146,2.3
2020-08-01,Vieques,6,0.1
2020-08-01,Villalba,21,0.3
2020-08-01,Yabucoa,25,0.4
2020-08-01,Yauco,94,1.5
2020-08-01,Otro lugar fuera de PR,70,
2020-08-01,No disponible,336,
2020-08-01,Total,6835,
2020-08-02,Adjuntas,34,0.5
2020-08-02,Aguada,37,0.6
2020-08-02,Aguadilla,79,1.2
2020-08-02,Aguas Buenas,42,0.6
2020-08-02,Aibonito,22,0.3
2020-08-02,Añasco,39,0.6
2020-08-02,Arecibo,92,1.4
2020-08-02,Arroyo,15,0.2
2020-08-02,Barceloneta,16,0.2
2020-08-02,Barranquitas,51,0.8
2020-08-02,Bayamón,508,7.6
2020-08-02,Cabo Rojo,82,1.2
2020-08-02,Caguas,215,3.2
2020-08-02,Camuy,57,0.9
2020-08-02,Canóvanas,123,1.8
2020-08-02,Carolina,513,7.7
2020-08-02,Cataño,73,1.1
2020-08-02,Cayey,33,0.5
2020-08-02,Ceiba,24,0.4
2020-08-02,Ciales,65,1.0
2020-08-02,Cidra,43,0.6
2020-08-02,Coamo,24,0.4
2020-08-02,Comerío,39,0.6
2020-08-02,Corozal,50,0.7
2020-08-02,Culebra,14,0.2
2020-08-02,Dorado,82,1.2
2020-08-02,Fajardo,60,0.9
2020-08-02,Florida,23,0.3
2020-08-02,Guánica,24,0.4
2020-08-02,Guayama,28,0.4
2020-08-02,Guayanilla,29,0.4
2020-08-02,Guaynabo,268,4.0
2020-08-02,Gurabo,58,0.9
2020-08-02,Hatillo,36,0.5
2020-08-02,Hormigueros,42,0.6
2020-08-02,Humacao,32,0.5
2020-08-02,Isabela,43,0.6
2020-08-02,Jayuya,13,0.2
2020-08-02,Juana Díaz,75,1.1
2020-08-02,Juncos,27,0.4
2020-08-02,Lajas,15,0.2
2020-08-02,Lares,36,0.5
2020-08-02,Las Marías,35,0.5
2020-08-02,Las Piedras,36,0.5
2020-08-02,Loíza,43,0.6
2020-08-02,Luquillo,38,0.6
2020-08-02,Manatí,62,0.9
2020-08-02,Maricao,18,0.3
2020-08-02,Maunabo,12,0.2
2020-08-02,Mayagüez,206,3.1
2020-08-02,Moca,53,0.8
2020-08-02,Morovis,111,1.7
2020-08-02,Naguabo,23,0.3
2020-08-02,Naranjito,49,0.7
2020-08-02,Orocovis,70,1.0
2020-08-02,Patillas,12,0.2
2020-08-02,Peñuelas,33,0.5
2020-08-02,Ponce,185,2.8
2020-08-02,Quebradillas,36,0.5
2020-08-02,Rincón,38,0.6
2020-08-02,Río Grande,103,1.5
2020-08-02,Sabana Grande,37,0.6
2020-08-02,Salinas,19,0.3
2020-08-02,San Germán,48,0.7
2020-08-02,San Juan,1192,17.8
2020-08-02,San Lorenzo,43,0.6
2020-08-02,San Sebastián,50,0.7
2020-08-02,Santa Isabel,12,0.2
2020-08-02,Toa Alta,204,3.0
2020-08-02,Toa Baja,188,2.8
2020-08-02,Trujillo Alto,175,2.6
2020-08-02,Utuado,13,0.2
2020-08-02,Vega Alta,78,1.2
2020-08-02,Vega Baja,151,2.3
2020-08-02,Vieques,7,0.1
2020-08-02,Villalba,21,0.3
2020-08-02,Yabucoa,25,0.4
2020-08-02,Yauco,96,1.4
2020-08-02,Otro lugar fuera de PR,70,
2020-08-02,No disponible,340,
2020-08-02,Total,7113,
2020-08-03,Adjuntas,37,0.5
2020-08-03,Aguada,38,0.5
2020-08-03,Aguadilla,79,1.1
2020-08-03,Aguas Buenas,42,0.6
2020-08-03,Aibonito,22,0.3
2020-08-03,Añasco,42,0.6
2020-08-03,Arecibo,96,1.4
2020-08-03,Arroyo,15,0.2
2020-08-03,Barceloneta,16,0.2
2020-08-03,Barranquitas,51,0.7
2020-08-03,Bayamón,530,7.6
2020-08-03,Cabo Rojo,83,1.2
2020-08-03,Caguas,226,3.2
2020-08-03,Camuy,57,0.8
2020-08-03,Canóvanas,129,1.8
2020-08-03,Carolina,545,7.8
2020-08-03,Cataño,75,1.1
2020-08-03,Cayey,35,0.5
2020-08-03,Ceiba,24,0.3
2020-08-03,Ciales,66,0.9
2020-08-03,Cidra,44,0.6
2020-08-03,Coamo,26,0.4
2020-08-03,Comerío,39,0.6
2020-08-03,Corozal,53,0.8
2020-08-03,Culebra,14,0.2
2020-08-03,Dorado,84,1.2
2020-08-03,Fajardo,60,0.9
2020-08-03,Florida,23,0.3
2020-08-03,Guánica,24,0.3
2020-08-03,Guayama,28,0.4
2020-08-03,Guayanilla,29,0.4
2020-08-03,Guaynabo,276,4.0
2020-08-03,Gurabo,58,0.8
2020-08-03,Hatillo,37,0.5
2020-08-03,Hormigueros,44,0.6
2020-08-03,Humacao,32,0.5
2020-08-03,Isabela,43,0.6
2020-08-03,Jayuya,13,0.2
2020-08-03,Juana Díaz,76,1.1
2020-08-03,Juncos,27,0.4
2020-08-03,Lajas,16,0.2
2020-08-03,Lares,37,0.5
2020-08-03,Las Marías,36,0.5
2020-08-03,Las Piedras,37,0.5
2020-08-03,Loíza,45,0.6
2020-08-03,Luquillo,38,0.5
2020-08-03,Manatí,64,0.9
2020-08-03,Maricao,18,0.3
2020-08-03,Maunabo,12,0.2
2020-08-03,Mayagüez,213,3.1
2020-08-03,Moca,55,0.8
2020-08-03,Morovis,112,1.6
2020-08-03,Naguabo,25,0.4
2020-08-03,Naranjito,51,0.7
2020-08-03,Orocovis,72,1.0
2020-08-03,Patillas,12,0.2
2020-08-03,Peñuelas,34,0.5
2020-08-03,Ponce,193,2.8
2020-08-03,Quebradillas,36,0.5
2020-08-03,Rincón,41,0.6
2020-08-03,Río Grande,106,1.5
2020-08-03,Sabana Grande,37,0.5
2020-08-03,Salinas,19,0.3
2020-08-03,San Germán,50,0.7
2020-08-03,San Juan,1287,18.4
2020-08-03,San Lorenzo,43,0.6
2020-08-03,San Sebastián,52,0.7
2020-08-03,Santa Isabel,12,0.2
2020-08-03,Toa Alta,208,3.0
2020-08-03,Toa Baja,195,2.8
2020-08-03,Trujillo Alto,181,2.6
2020-08-03,Utuado,14,0.2
2020-08-03,Vega Alta,78,1.1
2020-08-03,Vega Baja,157,2.2
2020-08-03,Vieques,7,0.1
2020-08-03,Villalba,21,0.3
2020-08-03,Yabucoa,25,0.4
2020-08-03,Yauco,102,1.5
2020-08-03,Otro lugar fuera de PR,70,
2020-08-03,No disponible,364,
2020-08-03,Total,7413,
2020-08-04,Adjuntas,37,0.5
2020-08-04,Aguada,39,0.5
2020-08-04,Aguadilla,80,1.1
2020-08-04,Aguas Buenas,44,0.6
2020-08-04,Aibonito,23,0.3
2020-08-04,Añasco,44,0.6
2020-08-04,Arecibo,102,1.4
2020-08-04,Arroyo,15,0.2
2020-08-04,Barceloneta,21,0.3
2020-08-04,Barranquitas,51,0.7
2020-08-04,Bayamón,549,7.6
2020-08-04,Cabo Rojo,86,1.2
2020-08-04,Caguas,236,3.3
2020-08-04,Camuy,59,0.8
2020-08-04,Canóvanas,132,1.8
2020-08-04,Carolina,572,7.9
2020-08-04,Cataño,76,1.0
2020-08-04,Cayey,36,0.5
2020-08-04,Ceiba,24,0.3
2020-08-04,Ciales,66,0.9
2020-08-04,Cidra,44,0.6
2020-08-04,Coamo,29,0.4
2020-08-04,Comerío,39,0.5
2020-08-04,Corozal,53,0.7
2020-08-04,Culebra,15,0.2
2020-08-04,Dorado,89,1.2
2020-08-04,Fajardo,64,0.9
2020-08-04,Florida,23,0.3
2020-08-04,Guánica,24,0.3
2020-08-04,Guayama,28,0.4
2020-08-04,Guayanilla,30,0.4
2020-08-04,Guaynabo,290,4.0
2020-08-04,Gurabo,60,0.8
2020-08-04,Hatillo,39,0.5
2020-08-04,Hormigueros,44,0.6
2020-08-04,Humacao,34,0.5
2020-08-04,Isabela,43,0.6
2020-08-04,Jayuya,13,0.2
2020-08-04,Juana Díaz,76,1.0
2020-08-04,Juncos,29,0.4
2020-08-04,Lajas,17,0.2
2020-08-04,Lares,37,0.5
2020-08-04,Las Marías,37,0.5
2020-08-04,Las Piedras,40,0.6
2020-08-04,Loíza,47,0.6
2020-08-04,Luquillo,38,0.5
2020-08-04,Manatí,68,0.9
2020-08-04,Maricao,18,0.2
2020-08-04,Maunabo,13,0.2
2020-08-04,Mayagüez,215,3.0
2020-08-04,Moca,55,0.8
2020-08-04,Morovis,117,1.6
2020-08-04,Naguabo,26,0.4
2020-08-04,Naranjito,53,0.7
2020-08-04,Orocovis,77,1.1
2020-08-04,Patillas,12,0.2
2020-08-04,Peñuelas,35,0.5
2020-08-04,Ponce,196,2.7
2020-08-04,Quebradillas,36,0.5
2020-08-04,Rincón,41,0.6
2020-08-04,Río Grande,110,1.5
2020-08-04,Sabana Grande,37,0.5
2020-08-04,Salinas,19,0.3
2020-08-04,San Germán,51,0.7
2020-08-04,San Juan,1348,18.6
2020-08-04,San Lorenzo,47,0.6
2020-08-04,San Sebastián,53,0.7
2020-08-04,Santa Isabel,12,0.2
2020-08-04,Toa Alta,212,2.9
2020-08-04,Toa Baja,203,2.8
2020-08-04,Trujillo Alto,183,2.5
2020-08-04,Utuado,14,0.2
2020-08-04,Vega Alta,88,1.2
2020-08-04,Vega Baja,184,2.5
2020-08-04,Vieques,7,0.1
2020-08-04,Villalba,21,0.3
2020-08-04,Yabucoa,25,0.3
2020-08-04,Yauco,105,1.4
2020-08-04,Otro lugar fuera de PR,74,
