bulletin_date,age_range,female,female_pct,male,male_pct,cases,cases_pct
2020-06-07,No disponible,1,,1,,2,
2020-06-07,Total,673,100.0,700,100.0,1373,100.0
2020-06-08,< 10,15,2.2,14,2.0,29,2.1
2020-06-08,10-19,36,5.3,34,4.8,70,5.1
2020-06-08,20-29,104,15.3,94,13.3,198,14.3
2020-06-08,30-39,113,16.7,114,16.1,227,16.4
2020-06-08,40-49,114,16.8,140,19.8,254,18.4
2020-06-08,50-59,144,21.2,138,19.5,282,20.4
2020-06-08,60-69,95,14.0,90,12.7,185,13.4
2020-06-08,70-79,34,5.0,57,8.1,91,6.6
2020-06-08,≥ 80,23,3.4,25,3.5,48,3.5
2020-06-08,No disponible,1,,1,,2,
2020-06-08,Total,679,100.0,707,100.0,1386,100.0
2020-06-09,< 10,15,2.2,14,2.0,29,2.1
2020-06-09,10-19,36,5.2,34,4.8,70,5.0
2020-06-09,20-29,107,15.6,96,13.5,203,14.5
2020-06-09,30-39,114,16.6,114,16.0,228,16.3
2020-06-09,40-49,116,16.9,141,19.8,257,18.4
2020-06-09,50-59,145,21.1,138,19.4,283,20.2
2020-06-09,60-69,96,14.0,91,12.8,187,13.4
2020-06-09,70-79,35,5.1,59,8.3,94,6.7
2020-06-09,≥ 80,23,3.3,26,3.6,49,3.5
2020-06-09,No disponible,1,,1,,2,
2020-06-09,Total,688,100.0,714,100.0,1402,100.0
2020-06-10,< 10,15,2.2,14,2.0,29,2.1
2020-06-10,10-19,36,5.3,34,4.7,70,5.0
2020-06-10,20-29,107,15.6,97,13.5,204,14.6
2020-06-10,30-39,114,16.6,115,16.1,229,16.3
2020-06-10,40-49,116,16.9,141,19.7,257,18.3
2020-06-10,50-59,143,20.9,138,19.3,281,20.1
2020-06-10,60-69,96,14.0,92,12.8,188,13.4
2020-06-10,70-79,35,5.1,59,8.2,94,6.7
2020-06-10,≥ 80,23,3.4,26,3.6,49,3.5
2020-06-10,No disponible,1,,1,,2,
2020-06-10,Total,686,100.0,717,100.0,1403,100.0
2020-06-11,< 10,16,2.3,14,1.9,30,2.1
2020-06-11,10-19,39,5.5,34,4.6,73,5.1
2020-06-11,20-29,110,15.6,98,13.3,208,14.4
2020-06-11,30-39,116,16.4,121,16.5,237,16.4
2020-06-11,40-49,120,17.0,145,19.7,265,18.4
2020-06-11,50-59,146,20.7,142,19.3,288,20.0
2020-06-11,60-69,99,14.0,92,12.5,191,13.3
2020-06-11,70-79,36,5.1,62,8.4,98,6.8
2020-06-11,≥ 80,24,3.4,27,3.7,51,3.5
2020-06-11,No disponible,1,,1,,2,
2020-06-11,Total,707,100.0,736,100.0,1443,100.0
2020-06-12,< 10,16,2.2,14,1.9,30,2.1
2020-06-12,10-19,39,5.5,34,4.6,73,5.0
2020-06-12,20-29,112,15.7,99,13.3,211,14.5
2020-06-12,30-39,120,16.8,124,16.7,244,16.7
2020-06-12,40-49,122,17.1,147,19.8,269,18.4
2020-06-12,50-59,145,20.3,144,19.4,289,19.8
2020-06-12,60-69,100,14.0,93,12.5,193,13.2
2020-06-12,70-79,37,5.2,61,8.2,98,6.7
2020-06-12,≥ 80,24,3.4,27,3.6,51,3.5
2020-06-12,No disponible,1,,1,,2,
2020-06-12,Total,716,100.0,744,100.0,1460,100.0
2020-06-13,< 10,17,2.4,13,1.7,30,2.0
2020-06-13,10-19,40,5.5,34,4.6,74,5.0
2020-06-13,20-29,113,15.7,101,13.5,214,14.6
2020-06-13,30-39,120,16.6,124,16.6,244,16.6
2020-06-13,40-49,121,16.8,144,19.3,265,18.1
2020-06-13,50-59,148,20.5,147,19.7,295,20.1
2020-06-13,60-69,102,14.1,93,12.5,195,13.3
2020-06-13,70-79,38,5.3,63,8.4,101,6.9
2020-06-13,≥ 80,23,3.2,27,3.6,50,3.4
2020-06-13,No disponible,1,,2,,3,
2020-06-13,Total,723,100.0,748,100.0,1471,100.0
2020-06-14,< 10,17,2.3,13,1.7,30,2.0
2020-06-14,10-19,40,5.5,35,4.7,75,5.1
2020-06-14,20-29,115,15.9,101,13.5,216,14.7
2020-06-14,30-39,120,16.6,124,16.6,244,16.6
2020-06-14,40-49,122,16.8,144,19.3,266,18.1
2020-06-14,50-59,148,20.4,148,19.8,296,20.1
2020-06-14,60-69,102,14.1,93,12.4,195,13.2
2020-06-14,70-79,38,5.2,63,8.4,101,6.9
2020-06-14,≥ 80,23,3.2,27,3.6,50,3.4
2020-06-14,No disponible,1,,3,,4,
2020-06-14,Total,726,100.0,751,100.0,1477,100.0
2020-06-15,< 10,17,2.3,13,1.7,30,2.0
2020-06-15,10-19,40,5.5,35,4.7,75,5.1
2020-06-15,20-29,115,15.8,102,13.6,217,14.7
2020-06-15,30-39,120,16.5,124,16.6,244,16.5
2020-06-15,40-49,122,16.8,144,19.2,266,18.0
2020-06-15,50-59,149,20.5,148,19.8,297,20.1
2020-06-15,60-69,102,14.0,93,12.4,195,13.2
2020-06-15,70-79,38,5.2,63,8.4,101,6.8
2020-06-15,≥ 80,23,3.2,27,3.6,50,3.4
2020-06-15,No disponible,1,,3,,4,
2020-06-15,Total,727,100.0,752,100.0,1479,100.0
2020-06-16,< 10,17,2.3,13,1.7,30,2.0
2020-06-16,10-19,43,5.9,35,4.7,78,5.3
2020-06-16,20-29,115,15.7,102,13.6,217,14.6
2020-06-16,30-39,121,16.5,124,16.5,245,16.5
2020-06-16,40-49,123,16.8,144,19.2,267,18.0
2020-06-16,50-59,150,20.5,148,19.7,298,20.1
2020-06-16,60-69,102,13.9,93,12.4,195,13.2
2020-06-16,70-79,38,5.2,64,8.5,102,6.9
2020-06-16,≥ 80,23,3.1,27,3.6,50,3.4
2020-06-16,No disponible,1,,3,,4,
2020-06-16,Total,733,100.0,753,100.0,1486,100.0
2020-06-17,< 10,17,2.3,13,1.7,30,2.0
2020-06-17,10-19,43,5.8,35,4.6,78,5.2
2020-06-17,20-29,116,15.7,103,13.6,219,14.7
2020-06-17,30-39,125,16.9,125,16.6,250,16.7
2020-06-17,40-49,123,16.7,145,19.2,268,18.0
2020-06-17,50-59,151,20.5,149,19.7,300,20.1
2020-06-17,60-69,102,13.8,93,12.3,195,13.1
2020-06-17,70-79,38,5.1,64,8.5,102,6.8
2020-06-17,≥ 80,23,3.1,28,3.7,51,3.4
2020-06-17,No disponible,1,,2,,3,
2020-06-17,Total,739,100.0,757,100.0,1496,100.0
2020-06-18,< 10,17,2.3,13,1.7,30,2.0
2020-06-18,10-19,43,5.8,35,4.6,78,5.2
2020-06-18,20-29,115,15.6,104,13.7,219,14.6
2020-06-18,30-39,124,16.8,125,16.5,249,16.6
2020-06-18,40-49,124,16.8,147,19.4,271,18.1
2020-06-18,50-59,151,20.4,151,19.9,302,20.2
2020-06-18,60-69,103,13.9,92,12.2,195,13.0
2020-06-18,70-79,39,5.3,62,8.2,101,6.8
2020-06-18,≥ 80,23,3.1,28,3.7,51,3.4
2020-06-18,No disponible,1,,2,,3,
2020-06-18,Total,740,100.0,759,100.0,1499,100.0
2020-06-19,< 10,18,2.4,15,1.9,33,2.2
2020-06-19,10-19,45,6.0,35,4.5,80,5.2
2020-06-19,20-29,121,16.0,107,13.8,228,14.9
2020-06-19,30-39,125,16.6,128,16.6,253,16.6
2020-06-19,40-49,126,16.7,151,19.5,277,18.1
2020-06-19,50-59,153,20.3,152,19.7,305,20.0
2020-06-19,60-69,103,13.7,93,12.0,196,12.8
2020-06-19,70-79,39,5.2,64,8.3,103,6.7
2020-06-19,≥ 80,24,3.2,28,3.6,52,3.4
2020-06-19,No disponible,2,,2,,4,
2020-06-19,Total,756,100.0,775,100.0,1531,100.0
2020-06-20,< 10,18,2.4,15,1.9,33,2.2
2020-06-20,10-19,45,6.0,35,4.5,80,5.2
2020-06-20,20-29,121,16.0,107,13.8,228,14.9
2020-06-20,30-39,125,16.6,128,16.5,253,16.5
2020-06-20,40-49,126,16.7,151,19.5,277,18.1
2020-06-20,50-59,153,20.3,153,19.8,306,20.0
2020-06-20,60-69,103,13.6,93,12.0,196,12.8
2020-06-20,70-79,40,5.3,64,8.3,104,6.8
2020-06-20,≥ 80,24,3.2,28,3.6,52,3.4
2020-06-20,No disponible,2,,2,,4,
2020-06-20,Total,757,100.0,776,100.0,1533,100.0
2020-06-21,< 10,20,2.6,17,2.2,37,2.4
2020-06-21,10-19,46,6.1,35,4.5,81,5.3
2020-06-21,20-29,122,16.1,107,13.8,229,14.9
2020-06-21,30-39,125,16.5,129,16.6,254,16.5
2020-06-21,40-49,126,16.6,151,19.4,277,18.0
2020-06-21,50-59,153,20.2,153,19.7,306,19.9
2020-06-21,60-69,103,13.6,93,12.0,196,12.8
2020-06-21,70-79,40,5.3,64,8.2,104,6.8
2020-06-21,≥ 80,24,3.2,28,3.6,52,3.4
2020-06-21,No disponible,2,,2,,4,
2020-06-21,Total,761,100.0,779,100.0,1540,100.0
2020-06-22,< 10,20,2.6,17,2.2,37,2.4
2020-06-22,10-19,46,6.0,36,4.6,82,5.3
2020-06-22,20-29,122,16.0,109,13.9,231,14.9
2020-06-22,30-39,126,16.5,129,16.5,255,16.5
2020-06-22,40-49,127,16.6,152,19.4,279,18.0
2020-06-22,50-59,155,20.3,153,19.5,308,19.9
2020-06-22,60-69,103,13.5,95,12.1,198,12.8
2020-06-22,70-79,40,5.2,64,8.2,104,6.7
2020-06-22,≥ 80,24,3.1,28,3.6,52,3.4
2020-06-22,No disponible,2,,2,,4,
2020-06-22,Total,765,100.0,785,100.0,1550,100.0
2020-06-23,< 10,21,2.7,17,2.1,38,2.4
2020-06-23,10-19,47,6.0,37,4.7,84,5.3
2020-06-23,20-29,125,16.1,110,13.9,235,14.9
2020-06-23,30-39,129,16.6,134,16.9,263,16.7
2020-06-23,40-49,130,16.7,153,19.3,283,18.0
2020-06-23,50-59,157,20.2,153,19.3,310,19.7
2020-06-23,60-69,104,13.4,96,12.1,200,12.7
2020-06-23,70-79,41,5.3,66,8.3,107,6.8
2020-06-23,≥ 80,24,3.1,28,3.5,52,3.3
2020-06-23,No disponible,2,,3,,5,
2020-06-23,Total,780,100.0,797,100.0,1577,100.0
2020-06-24,< 10,21,2.7,17,2.1,38,2.4
2020-06-24,10-19,47,6.0,37,4.7,84,5.3
2020-06-24,20-29,125,16.0,110,13.8,235,14.9
2020-06-24,30-39,129,16.6,134,16.9,263,16.7
2020-06-24,40-49,130,16.7,153,19.2,283,18.0
2020-06-24,50-59,158,20.3,154,19.4,312,19.8
2020-06-24,60-69,104,13.4,95,11.9,199,12.6
2020-06-24,70-79,41,5.3,67,8.4,108,6.9
2020-06-24,≥ 80,24,3.1,28,3.5,52,3.3
2020-06-24,No disponible,2,,3,,5,
2020-06-24,Total,781,100.0,798,100.0,1579,100.0
2020-06-25,< 10,21,2.7,17,2.1,38,2.4
2020-06-25,10-19,47,6.0,37,4.6,84,5.3
2020-06-25,20-29,126,16.2,113,14.2,239,15.1
2020-06-25,30-39,129,16.5,134,16.8,263,16.7
2020-06-25,40-49,130,16.7,153,19.2,283,17.9
2020-06-25,50-59,158,20.3,154,19.3,312,19.8
2020-06-25,60-69,104,13.3,95,11.9,199,12.6
2020-06-25,70-79,41,5.3,67,8.4,108,6.8
2020-06-25,≥ 80,24,3.1,28,3.5,52,3.3
2020-06-25,No disponible,2,,3,,5,
2020-06-25,Total,782,100.0,801,100.0,1583,100.0
2020-06-26,< 10,21,2.7,17,2.1,38,2.4
2020-06-26,10-19,47,5.9,37,4.6,84,5.3
2020-06-26,20-29,126,15.9,113,14.0,239,15.0
2020-06-26,30-39,130,16.5,134,16.6,264,16.5
2020-06-26,40-49,133,16.8,156,19.3,289,18.1
2020-06-26,50-59,161,20.4,157,19.4,318,19.9
2020-06-26,60-69,106,13.4,99,12.3,205,12.8
2020-06-26,70-79,41,5.2,67,8.3,108,6.8
2020-06-26,≥ 80,25,3.2,28,3.5,53,3.3
2020-06-26,No disponible,1,,3,,4,
2020-06-26,Total,791,100.0,811,100.0,1602,100.0
2020-06-27,< 10,22,2.7,17,2.1,39,2.4
2020-06-27,10-19,47,5.9,38,4.7,85,5.2
2020-06-27,20-29,128,15.9,117,14.3,245,15.1
2020-06-27,30-39,136,16.9,136,16.6,272,16.8
2020-06-27,40-49,137,17.1,157,19.2,294,18.1
2020-06-27,50-59,161,20.0,157,19.2,318,19.6
2020-06-27,60-69,106,13.2,100,12.2,206,12.7
2020-06-27,70-79,41,5.1,67,8.2,108,6.7
2020-06-27,≥ 80,25,3.1,28,3.4,53,3.3
2020-06-27,No disponible,1,,3,,4,
2020-06-27,Total,804,100.0,820,100.0,1624,100.0
2020-06-28,< 10,22,2.7,17,2.1,39,2.4
2020-06-28,10-19,48,5.9,38,4.6,86,5.3
2020-06-28,20-29,129,15.9,117,14.2,246,15.1
2020-06-28,30-39,138,17.0,136,16.5,274,16.8
2020-06-28,40-49,138,17.0,157,19.1,295,18.1
2020-06-28,50-59,164,20.2,159,19.3,323,19.8
2020-06-28,60-69,106,13.1,101,12.3,207,12.7
2020-06-28,70-79,41,5.0,68,8.3,109,6.7
2020-06-28,≥ 80,26,3.2,29,3.5,55,3.4
2020-06-28,No disponible,1,,3,,4,
2020-06-28,Total,813,100.0,825,100.0,1638,100.0
2020-06-29,< 10,23,2.7,19,2.2,42,2.5
2020-06-29,10-19,54,6.4,39,4.6,93,5.5
2020-06-29,20-29,134,15.9,122,14.4,256,15.2
2020-06-29,30-39,141,16.7,140,16.5,281,16.6
2020-06-29,40-49,143,17.0,161,19.0,304,18.0
2020-06-29,50-59,167,19.8,162,19.1,329,19.5
2020-06-29,60-69,110,13.1,105,12.4,215,12.7
2020-06-29,70-79,43,5.1,68,8.0,111,6.6
2020-06-29,≥ 80,27,3.2,31,3.7,58,3.4
2020-06-29,No disponible,1,,3,,4,
2020-06-29,Total,843,100.0,850,100.0,1693,100.0
2020-06-30,< 10,25,2.9,20,2.3,45,2.6
2020-06-30,10-19,55,6.4,39,4.5,94,5.4
2020-06-30,20-29,135,15.7,126,14.6,261,15.1
2020-06-30,30-39,143,16.6,141,16.3,284,16.5
2020-06-30,40-49,146,17.0,167,19.3,313,18.1
2020-06-30,50-59,171,19.9,164,19.0,335,19.4
2020-06-30,60-69,114,13.2,106,12.3,220,12.7
2020-06-30,70-79,43,5.0,70,8.1,113,6.5
2020-06-30,≥ 80,29,3.4,32,3.7,61,3.5
2020-06-30,No disponible,1,,2,,3,
2020-06-30,Total,862,100.0,867,100.0,1729,100.0
2020-07-01,< 10,25,2.9,20,2.2,45,2.5
2020-07-01,10-19,56,6.4,40,4.5,96,5.4
2020-07-01,20-29,138,15.8,130,14.6,268,15.2
2020-07-01,30-39,146,16.7,144,16.2,290,16.4
2020-07-01,40-49,148,16.9,171,19.2,319,18.1
2020-07-01,50-59,176,20.1,170,19.1,346,19.6
2020-07-01,60-69,115,13.1,110,12.4,225,12.7
2020-07-01,70-79,43,4.9,72,8.1,115,6.5
2020-07-01,≥ 80,29,3.3,32,3.6,61,3.5
2020-07-01,No disponible,0,,2,,2,
2020-07-01,Total,876,100.0,891,100.0,1767,100.0
2020-07-02,< 10,27,3.0,20,2.2,47,2.6
2020-07-02,10-19,58,6.5,43,4.8,101,5.6
2020-07-02,20-29,141,15.9,133,14.7,274,15.3
2020-07-02,30-39,147,16.6,144,16.0,291,16.3
2020-07-02,40-49,148,16.7,173,19.2,321,17.9
2020-07-02,50-59,177,20.0,174,19.3,351,19.6
2020-07-02,60-69,116,13.1,112,12.4,228,12.7
2020-07-02,70-79,43,4.8,71,7.9,114,6.4
2020-07-02,≥ 80,30,3.4,32,3.5,62,3.5
2020-07-02,No disponible,0,,2,,2,
2020-07-02,Total,887,100.0,904,100.0,1791,100.0
2020-07-03,< 10,27,3.0,21,2.3,48,2.6
2020-07-03,10-19,60,6.6,44,4.8,104,5.7
2020-07-03,20-29,149,16.4,134,14.7,283,15.6
2020-07-03,30-39,148,16.3,145,15.9,293,16.1
2020-07-03,40-49,149,16.4,174,19.1,323,17.8
2020-07-03,50-59,182,20.1,174,19.1,356,19.6
2020-07-03,60-69,117,12.9,113,12.4,230,12.7
2020-07-03,70-79,44,4.9,72,7.9,116,6.4
2020-07-03,≥ 80,30,3.3,33,3.6,63,3.5
2020-07-03,No disponible,0,,1,,1,
2020-07-03,Total,906,100.0,911,100.0,1817,100.0
2020-07-04,< 10,27,2.9,23,2.5,50,2.7
2020-07-04,10-19,61,6.6,46,5.0,107,5.8
2020-07-04,20-29,151,16.4,135,14.6,286,15.5
2020-07-04,30-39,153,16.6,147,15.9,300,16.3
2020-07-04,40-49,150,16.3,175,18.9,325,17.6
2020-07-04,50-59,185,20.1,178,19.2,363,19.7
2020-07-04,60-69,118,12.8,115,12.4,233,12.6
2020-07-04,70-79,45,4.9,73,7.9,118,6.4
2020-07-04,≥ 80,30,3.3,33,3.6,63,3.4
2020-07-04,No disponible,0,,1,,1,
2020-07-04,Total,920,100.0,926,100.0,1846,100.0
2020-07-05,< 10,34,3.3,25,2.4,59,2.9
2020-07-05,10-19,70,6.8,57,5.5,127,6.1
2020-07-05,20-29,171,16.6,154,14.8,325,15.7
2020-07-05,30-39,169,16.4,171,16.4,340,16.4
2020-07-05,40-49,166,16.1,197,18.9,363,17.5
2020-07-05,50-59,201,19.5,191,18.4,392,18.9
2020-07-05,60-69,135,13.1,131,12.6,266,12.9
2020-07-05,70-79,53,5.2,79,7.6,132,6.4
2020-07-05,≥ 80,30,2.9,35,3.4,65,3.1
2020-07-05,No disponible,1,,1,,2,
2020-07-05,Total,1030,100.0,1041,100.0,2071,100.0
2020-07-06,< 10,34,3.2,25,2.3,59,2.8
2020-07-06,10-19,71,6.6,59,5.5,130,6.1
2020-07-06,20-29,177,16.6,163,15.1,340,15.9
2020-07-06,30-39,179,16.8,176,16.3,355,16.6
2020-07-06,40-49,172,16.1,206,19.1,378,17.6
2020-07-06,50-59,205,19.2,194,18.0,399,18.6
2020-07-06,60-69,142,13.3,137,12.7,279,13.0
2020-07-06,70-79,58,5.4,81,7.5,139,6.5
2020-07-06,≥ 80,30,2.8,36,3.3,66,3.1
2020-07-06,No disponible,1,,1,,2,
2020-07-06,Total,1069,100.0,1078,100.0,2147,100.0
2020-07-07,< 10,34,3.2,26,2.4,60,2.8
2020-07-07,10-19,71,6.6,59,5.4,130,6.0
2020-07-07,20-29,179,16.7,168,15.4,347,16.0
2020-07-07,30-39,182,16.9,180,16.5,362,16.7
2020-07-07,40-49,174,16.2,203,18.6,377,17.4
2020-07-07,50-59,205,19.1,199,18.2,404,18.6
2020-07-07,60-69,142,13.2,139,12.7,281,13.0
2020-07-07,70-79,58,5.4,82,7.5,140,6.5
2020-07-07,≥ 80,30,2.8,38,3.5,68,3.1
2020-07-07,No disponible,1,,1,,2,
2020-07-07,Total,1076,100.0,1095,100.0,2171,100.0
2020-07-08,< 10,38,3.4,28,2.5,66,3.0
2020-07-08,10-19,73,6.6,60,5.3,133,6.0
2020-07-08,20-29,187,16.9,172,15.3,359,16.1
2020-07-08,30-39,188,17.0,190,16.9,378,16.9
2020-07-08,40-49,174,15.7,206,18.3,380,17.0
2020-07-08,50-59,210,19.0,201,17.8,411,18.4
2020-07-08,60-69,147,13.3,143,12.7,290,13.0
2020-07-08,70-79,59,5.3,89,7.9,148,6.6
2020-07-08,≥ 80,30,2.7,38,3.4,68,3.0
2020-07-08,No disponible,1,,1,,2,
2020-07-08,Total,1107,100.0,1128,100.0,2235,100.0
2020-07-09,< 10,42,3.6,32,2.7,74,3.2
2020-07-09,10-19,83,7.1,70,5.9,153,6.5
2020-07-09,20-29,195,16.8,184,15.5,379,16.1
2020-07-09,30-39,196,16.9,200,16.9,396,16.9
2020-07-09,40-49,183,15.7,216,18.2,399,17.0
2020-07-09,50-59,219,18.8,206,17.4,425,18.1
2020-07-09,60-69,152,13.1,147,12.4,299,12.7
2020-07-09,70-79,60,5.2,91,7.7,151,6.4
2020-07-09,≥ 80,32,2.8,40,3.4,72,3.1
2020-07-09,No disponible,1,,2,,3,
2020-07-09,Total,1163,100.0,1188,100.0,2351,100.0
2020-07-10,< 10,43,3.6,32,2.6,75,3.1
2020-07-10,10-19,87,7.2,71,5.8,158,6.5
2020-07-10,20-29,208,17.2,194,15.8,402,16.5
2020-07-10,30-39,205,17.0,211,17.2,416,17.1
2020-07-10,40-49,187,15.5,223,18.2,410,16.9
2020-07-10,50-59,226,18.7,208,17.0,434,17.8
2020-07-10,60-69,154,12.7,151,12.3,305,12.5
2020-07-10,70-79,63,5.2,93,7.6,156,6.4
2020-07-10,≥ 80,35,2.9,41,3.3,76,3.1
2020-07-10,No disponible,1,,2,,3,
2020-07-10,Total,1209,100.0,1226,100.0,2435,100.0
2020-07-11,< 10,49,3.8,37,2.9,86,3.3
2020-07-11,10-19,93,7.2,77,6.0,170,6.6
2020-07-11,20-29,222,17.2,203,15.7,425,16.5
2020-07-11,30-39,220,17.1,225,17.4,445,17.2
2020-07-11,40-49,200,15.5,234,18.1,434,16.8
2020-07-11,50-59,239,18.5,216,16.7,455,17.6
2020-07-11,60-69,161,12.5,158,12.2,319,12.4
2020-07-11,70-79,68,5.3,98,7.6,166,6.4
2020-07-11,≥ 80,38,2.9,42,3.3,80,3.1
2020-07-11,No disponible,1,,2,,3,
2020-07-11,Total,1291,100.0,1292,100.0,2583,100.0
2020-07-12,< 10,55,3.9,43,3.1,98,3.5
2020-07-12,10-19,105,7.5,88,6.3,193,6.9
2020-07-12,20-29,246,17.5,225,16.1,471,16.8
2020-07-12,30-39,239,17.0,241,17.2,480,17.1
2020-07-12,40-49,223,15.8,252,18.0,475,16.9
2020-07-12,50-59,257,18.3,230,16.4,487,17.3
2020-07-12,60-69,165,11.7,169,12.1,334,11.9
2020-07-12,70-79,74,5.3,106,7.6,180,6.4
2020-07-12,≥ 80,43,3.1,47,3.4,90,3.2
2020-07-12,No disponible,1,,2,,3,
2020-07-12,Total,1408,100.0,1403,100.0,2811,100.0
2020-07-13,< 10,56,3.8,44,3.0,100,3.4
2020-07-13,10-19,108,7.4,92,6.4,200,6.9
2020-07-13,20-29,257,17.7,236,16.3,493,17.0
2020-07-13,30-39,247,17.0,248,17.2,495,17.1
2020-07-13,40-49,234,16.1,259,17.9,493,17.0
2020-07-13,50-59,268,18.4,236,16.3,504,17.4
2020-07-13,60-69,167,11.5,172,11.9,339,11.7
2020-07-13,70-79,75,5.2,109,7.5,184,6.3
2020-07-13,≥ 80,44,3.0,49,3.4,93,3.2
2020-07-13,No disponible,1,,2,,3,
2020-07-13,Total,1457,100.0,1447,100.0,2904,100.0
2020-07-14,< 10,58,3.8,49,3.2,107,3.5
2020-07-14,10-19,111,7.3,98,6.5,209,6.9
2020-07-14,20-29,278,18.2,238,15.8,516,17.0
2020-07-14,30-39,257,16.8,260,17.2,517,17.0
2020-07-14,40-49,245,16.0,278,18.4,523,17.2
2020-07-14,50-59,286,18.7,249,16.5,535,17.6
2020-07-14,60-69,172,11.2,177,11.7,349,11.5
2020-07-14,70-79,79,5.2,112,7.4,191,6.3
2020-07-14,≥ 80,44,2.9,49,3.2,93,3.1
2020-07-14,No disponible,1,,2,,3,
2020-07-14,Total,1531,100.0,1512,100.0,3043,100.0
2020-07-15,< 10,60,3.8,50,3.2,110,3.5
2020-07-15,10-19,117,7.4,98,6.4,215,6.9
2020-07-15,20-29,290,18.4,241,15.6,531,17.0
2020-07-15,30-39,262,16.6,268,17.4,530,17.0
2020-07-15,40-49,249,15.8,283,18.4,532,17.1
2020-07-15,50-59,291,18.5,254,16.5,545,17.5
2020-07-15,60-69,177,11.2,179,11.6,356,11.4
2020-07-15,70-79,84,5.3,116,7.5,200,6.4
2020-07-15,≥ 80,46,2.9,51,3.3,97,3.1
2020-07-15,No disponible,1,,2,,3,
2020-07-15,Total,1577,100.0,1542,100.0,3119,100.0
2020-07-16,< 10,66,4.0,57,3.5,123,3.8
2020-07-16,10-19,128,7.8,104,6.4,232,7.1
2020-07-16,20-29,300,18.2,256,15.8,556,17.0
2020-07-16,30-39,274,16.6,276,17.0,550,16.8
2020-07-16,40-49,262,15.9,295,18.2,557,17.0
2020-07-16,50-59,301,18.3,270,16.7,571,17.5
2020-07-16,60-69,184,11.2,192,11.8,376,11.5
2020-07-16,70-79,86,5.2,118,7.3,204,6.2
2020-07-16,≥ 80,47,2.9,53,3.3,100,3.1
2020-07-16,No disponible,1,,2,,3,
2020-07-16,Total,1649,100.0,1623,100.0,3272,100.0
2020-07-17,< 10,68,3.9,62,3.6,130,3.8
2020-07-17,10-19,132,7.6,109,6.4,241,7.0
2020-07-17,20-29,311,17.8,273,16.0,584,16.9
2020-07-17,30-39,290,16.6,290,16.9,580,16.8
2020-07-17,40-49,283,16.2,304,17.8,587,17.0
2020-07-17,50-59,314,18.0,289,16.9,603,17.4
2020-07-17,60-69,198,11.3,198,11.6,396,11.5
2020-07-17,70-79,94,5.4,126,7.4,220,6.4
2020-07-17,≥ 80,57,3.3,60,3.5,117,3.4
2020-07-17,No disponible,1,,2,,3,
2020-07-17,Total,1748,100.0,1713,100.0,3461,100.0
2020-07-18,< 10,79,4.1,71,3.8,150,4.0
2020-07-18,10-19,141,7.3,119,6.4,260,6.9
2020-07-18,20-29,351,18.3,302,16.2,653,17.2
2020-07-18,30-39,320,16.7,329,17.6,649,17.1
2020-07-18,40-49,318,16.6,329,17.6,647,17.1
2020-07-18,50-59,336,17.5,303,16.2,639,16.9
2020-07-18,60-69,211,11.0,216,11.6,427,11.3
2020-07-18,70-79,103,5.4,136,7.3,239,6.3
2020-07-18,≥ 80,60,3.1,64,3.4,124,3.3
2020-07-18,No disponible,1,,2,,3,
2020-07-18,Total,1920,100.0,1871,100.0,3791,100.0
2020-07-19,< 10,80,3.9,75,3.8,155,3.9
2020-07-19,10-19,155,7.6,126,6.4,281,7.0
2020-07-19,20-29,385,18.9,321,16.3,706,17.6
2020-07-19,30-39,339,16.6,356,18.1,695,17.3
2020-07-19,40-49,332,16.3,349,17.7,681,17.0
2020-07-19,50-59,356,17.5,314,15.9,670,16.7
2020-07-19,60-69,221,10.8,225,11.4,446,11.1
2020-07-19,70-79,108,5.3,139,7.1,247,6.2
2020-07-19,≥ 80,61,3.0,66,3.3,127,3.2
2020-07-19,No disponible,1,,2,,3,
2020-07-19,Total,2038,100.0,1973,100.0,4011,100.0
2020-07-20,< 10,83,3.8,81,3.9,164,3.9
2020-07-20,10-19,165,7.6,139,6.7,304,7.1
2020-07-20,20-29,419,19.3,342,16.4,761,17.9
2020-07-20,30-39,366,16.9,372,17.8,738,17.4
2020-07-20,40-49,343,15.8,368,17.6,711,16.7
2020-07-20,50-59,371,17.1,333,16.0,704,16.6
2020-07-20,60-69,238,11.0,238,11.4,476,11.2
2020-07-20,70-79,114,5.3,143,6.9,257,6.0
2020-07-20,≥ 80,68,3.1,69,3.3,137,3.2
2020-07-20,No disponible,1,,2,,3,
2020-07-20,Total,2168,100.0,2087,100.0,4255,100.0
2020-07-21,< 10,85,3.9,83,3.9,168,3.9
2020-07-21,10-19,167,7.6,139,6.5,306,7.1
2020-07-21,20-29,423,19.2,352,16.5,775,17.9
2020-07-21,30-39,369,16.8,376,17.7,745,17.2
2020-07-21,40-49,353,16.0,375,17.6,728,16.8
2020-07-21,50-59,377,17.1,342,16.1,719,16.6
2020-07-21,60-69,240,10.9,242,11.4,482,11.1
2020-07-21,70-79,117,5.3,146,6.9,263,6.1
2020-07-21,≥ 80,69,3.1,72,3.4,141,3.3
2020-07-21,No disponible,1,,2,,3,
2020-07-21,Total,2201,100.0,2129,100.0,4330,100.0
2020-07-22,< 10,92,4.0,86,3.8,178,3.9
2020-07-22,10-19,173,7.5,149,6.6,322,7.0
2020-07-22,20-29,453,19.7,379,16.7,832,18.2
