bulletin_date,age_range,female,female_pct,male,male_pct,cases,cases_pct
2020-07-22,30-39,384,16.7,401,17.7,785,17.2
2020-07-22,40-49,371,16.1,402,17.7,773,16.9
2020-07-22,50-59,388,16.8,366,16.1,754,16.5
2020-07-22,60-69,248,10.8,255,11.2,503,11.0
2020-07-22,70-79,122,5.3,152,6.7,274,6.0
2020-07-22,≥ 80,72,3.1,77,3.4,149,3.3
2020-07-22,No disponible,2,,2,,4,
2020-07-22,Total,2305,100.0,2269,100.0,4574,100.0
2020-07-23,< 10,97,4.0,92,3.9,189,3.9
2020-07-23,10-19,184,7.6,162,6.8,346,7.2
2020-07-23,20-29,480,19.9,396,16.7,876,18.3
2020-07-23,30-39,404,16.7,417,17.5,821,17.1
2020-07-23,40-49,393,16.3,423,17.8,816,17.0
2020-07-23,50-59,398,16.5,382,16.1,780,16.3
2020-07-23,60-69,257,10.7,269,11.3,526,11.0
2020-07-23,70-79,127,5.3,157,6.6,284,5.9
2020-07-23,≥ 80,73,3.0,79,3.3,152,3.2
2020-07-23,No disponible,2,,2,,4,
2020-07-23,Total,2415,100.0,2379,100.0,4794,100.0
2020-07-24,< 10,100,3.9,98,3.9,198,3.9
2020-07-24,10-19,197,7.8,177,7.1,374,7.4
2020-07-24,20-29,508,20.1,419,16.7,927,18.4
2020-07-24,30-39,425,16.8,444,17.7,869,17.2
2020-07-24,40-49,410,16.2,445,17.8,855,17.0
2020-07-24,50-59,414,16.3,399,15.9,813,16.1
2020-07-24,60-69,269,10.6,280,11.2,549,10.9
2020-07-24,70-79,133,5.3,162,6.5,295,5.9
2020-07-24,≥ 80,77,3.0,81,3.2,158,3.1
2020-07-24,No disponible,2,,2,,4,
2020-07-24,Total,2535,100.0,2507,100.0,5042,100.0
2020-07-25,< 10,101,3.8,101,3.9,202,3.9
2020-07-25,10-19,206,7.8,183,7.0,389,7.4
2020-07-25,20-29,530,20.2,432,16.6,962,18.4
2020-07-25,30-39,446,17.0,463,17.8,909,17.4
2020-07-25,40-49,422,16.1,467,17.9,889,17.0
2020-07-25,50-59,428,16.3,415,15.9,843,16.1
2020-07-25,60-69,274,10.4,290,11.1,564,10.8
2020-07-25,70-79,142,5.4,168,6.4,310,5.9
2020-07-25,≥ 80,78,3.0,86,3.3,164,3.1
2020-07-25,No disponible,2,,2,,4,
2020-07-25,Total,2629,100.0,2607,100.0,5236,100.0
2020-07-26,< 10,104,3.8,102,3.8,206,3.8
2020-07-26,10-19,213,7.8,191,7.1,404,7.5
2020-07-26,20-29,545,20.0,442,16.4,987,18.2
2020-07-26,30-39,469,17.2,476,17.7,945,17.5
2020-07-26,40-49,443,16.3,485,18.0,928,17.1
2020-07-26,50-59,439,16.1,426,15.8,865,16.0
2020-07-26,60-69,283,10.4,303,11.3,586,10.8
2020-07-26,70-79,144,5.3,179,6.6,323,6.0
2020-07-26,≥ 80,79,2.9,89,3.3,168,3.1
2020-07-26,No disponible,2,,2,,4,
2020-07-26,Total,2721,100.0,2695,100.0,5416,100.0
2020-07-27,< 10,107,3.8,103,3.7,210,3.8
2020-07-27,10-19,223,7.9,197,7.1,420,7.5
2020-07-27,20-29,566,20.1,459,16.6,1025,18.4
2020-07-27,30-39,486,17.3,489,17.7,975,17.5
2020-07-27,40-49,459,16.3,497,18.0,956,17.1
2020-07-27,50-59,454,16.1,440,15.9,894,16.0
2020-07-27,60-69,287,10.2,309,11.2,596,10.7
2020-07-27,70-79,150,5.3,184,6.6,334,6.0
2020-07-27,≥ 80,81,2.9,90,3.3,171,3.1
2020-07-27,No disponible,2,,2,,4,
2020-07-27,Total,2815,100.0,2770,100.0,5585,100.0
2020-07-28,< 10,114,4.0,105,3.7,219,3.8
2020-07-28,10-19,225,7.8,204,7.2,429,7.5
2020-07-28,20-29,577,20.1,466,16.5,1043,18.3
2020-07-28,30-39,503,17.5,496,17.6,999,17.5
2020-07-28,40-49,467,16.2,508,18.0,975,17.1
2020-07-28,50-59,465,16.2,448,15.9,914,16.0
2020-07-28,60-69,288,10.0,311,11.0,599,10.5
2020-07-28,70-79,154,5.4,188,6.7,342,6.0
2020-07-28,≥ 80,82,2.9,94,3.3,176,3.1
2020-07-28,No disponible,2,,2,,4,
2020-07-28,Total,2877,100.0,2822,100.0,5700,100.0
2020-07-29,< 10,122,4.1,111,3.8,233,3.9
2020-07-29,10-19,230,7.7,208,7.1,438,7.4
2020-07-29,20-29,595,19.9,483,16.5,1078,18.2
2020-07-29,30-39,521,17.5,519,17.7,1040,17.6
2020-07-29,40-49,491,16.4,531,18.1,1022,17.3
2020-07-29,50-59,486,16.3,469,16.0,955,16.1
2020-07-29,60-69,294,9.8,322,11.0,616,10.4
2020-07-29,70-79,161,5.4,193,6.6,354,6.0
2020-07-29,≥ 80,85,2.8,95,3.2,180,3.0
2020-07-29,No disponible,2,,2,,4,
2020-07-29,Total,2987,100.0,2933,100.0,5920,100.0
2020-07-30,< 10,124,4.1,114,3.8,238,4.0
2020-07-30,10-19,233,7.7,210,7.1,443,7.4
2020-07-30,20-29,602,19.9,489,16.4,1091,18.2
2020-07-30,30-39,525,17.4,523,17.6,1048,17.5
2020-07-30,40-49,495,16.4,537,18.1,1032,17.2
2020-07-30,50-59,495,16.4,480,16.1,975,16.3
2020-07-30,60-69,295,9.8,328,11.0,623,10.4
2020-07-30,70-79,164,5.4,196,6.6,360,6.0
2020-07-30,≥ 80,85,2.8,98,3.3,183,3.1
2020-07-30,No disponible,2,,2,,4,
2020-07-30,Total,3020,100.0,2977,100.0,5997,100.0
2020-07-31,< 10,131,4.0,123,3.8,254,3.9
2020-07-31,10-19,262,8.0,255,7.9,517,7.9
2020-07-31,20-29,662,20.1,535,16.5,1197,18.3
2020-07-31,30-39,571,17.3,561,17.3,1132,17.3
2020-07-31,40-49,543,16.5,579,17.8,1122,17.2
2020-07-31,50-59,540,16.4,528,16.3,1068,16.3
2020-07-31,60-69,314,9.5,349,10.8,663,10.1
2020-07-31,70-79,177,5.4,213,6.6,390,6.0
2020-07-31,≥ 80,93,2.8,102,3.1,195,3.0
2020-07-31,No disponible,3,,2,,5,
2020-07-31,Total,3296,100.0,3247,100.0,6543,100.0
2020-08-01,< 10,135,3.9,130,3.8,265,3.9
2020-08-01,10-19,270,7.8,265,7.8,535,7.8
2020-08-01,20-29,695,20.1,558,16.5,1253,18.3
2020-08-01,30-39,604,17.5,586,17.3,1190,17.4
2020-08-01,40-49,567,16.4,596,17.6,1163,17.0
2020-08-01,50-59,571,16.5,552,16.3,1123,16.4
2020-08-01,60-69,328,9.5,363,10.7,691,10.1
2020-08-01,70-79,185,5.4,221,6.5,406,5.9
2020-08-01,≥ 80,97,2.8,107,3.2,204,3.0
2020-08-01,No disponible,3,,2,,5,
2020-08-01,Total,3455,100.0,3380,100.0,6835,100.0
2020-08-02,< 10,144,4.0,137,3.9,281,4.0
2020-08-02,10-19,280,7.8,281,8.0,561,7.9
2020-08-02,20-29,728,20.3,583,16.6,1311,18.4
2020-08-02,30-39,634,17.7,609,17.3,1243,17.5
2020-08-02,40-49,590,16.4,625,17.8,1215,17.1
2020-08-02,50-59,591,16.5,571,16.2,1162,16.3
2020-08-02,60-69,338,9.4,374,10.6,712,10.0
2020-08-02,70-79,188,5.2,229,6.5,417,5.9
2020-08-02,≥ 80,98,2.7,108,3.1,206,2.9
2020-08-02,No disponible,3,,2,,5,
2020-08-02,Total,3594,100.0,3519,100.0,7113,100.0
2020-08-03,< 10,149,4.0,144,3.9,293,4.0
2020-08-03,10-19,291,7.8,293,8.0,584,7.9
2020-08-03,20-29,762,20.3,614,16.8,1376,18.6
2020-08-03,30-39,663,17.7,636,17.4,1299,17.5
2020-08-03,40-49,615,16.4,645,17.6,1260,17.0
2020-08-03,50-59,615,16.4,588,16.1,1203,16.2
2020-08-03,60-69,353,9.4,387,10.6,740,10.0
2020-08-03,70-79,195,5.2,235,6.4,430,5.8
2020-08-03,≥ 80,107,2.9,116,3.2,223,3.0
2020-08-03,No disponible,3,,2,,5,
2020-08-03,Total,3753,100.0,3660,100.0,7413,100.0
2020-08-04,< 10,153,3.9,154,4.1,307,4.0
2020-08-04,10-19,301,7.7,302,8.0,603,7.9
2020-08-04,20-29,789,20.3,634,16.7,1423,18.5
2020-08-04,30-39,686,17.7,653,17.2,1339,17.4
2020-08-04,40-49,648,16.7,667,17.6,1315,17.1
2020-08-04,50-59,636,16.4,611,16.1,1247,16.2
2020-08-04,60-69,361,9.3,404,10.6,765,10.0
2020-08-04,70-79,200,5.1,246,6.5,446,5.8
2020-08-04,≥ 80,111,2.9,123,3.2,234,3.0
2020-08-04,No disponible,3,,2,,5,
2020-08-04,Total,3888,100.0,3796,100.0,7684,100.0
2020-08-05,< 10,156,4.0,159,4.1,315,4.0
2020-08-05,10-19,304,7.7,305,7.9,611,7.8
2020-08-05,20-29,801,20.3,640,16.5,1441,18.4
2020-08-05,30-39,692,17.6,665,17.2,1357,17.4
2020-08-05,40-49,653,16.6,679,17.5,1333,17.0
2020-08-05,50-59,652,16.5,629,16.2,1281,16.4
2020-08-05,60-69,366,9.3,414,10.7,780,10.0
2020-08-05,70-79,203,5.1,254,6.6,457,5.8
2020-08-05,≥ 80,115,2.9,129,3.3,244,3.1
2020-08-05,No disponible,3,,2,,5,
2020-08-05,Total,3945,100.0,3876,100.0,7824,100.0
2020-08-06,< 10,166,4.0,166,4.1,332,4.0
2020-08-06,10-19,319,7.7,328,8.0,647,7.9
2020-08-06,20-29,836,20.2,682,16.7,1518,18.5
2020-08-06,30-39,724,17.5,705,17.3,1429,17.4
2020-08-06,40-49,696,16.8,712,17.4,1408,17.1
2020-08-06,50-59,681,16.5,654,16.0,1335,16.2
2020-08-06,60-69,381,9.2,434,10.6,815,9.9
2020-08-06,70-79,211,5.1,267,6.5,478,5.8
2020-08-06,≥ 80,124,3.0,138,3.4,262,3.2
2020-08-06,No disponible,3,,3,,6,
2020-08-06,Total,4141,100.0,4089,100.0,8230,100.0
2020-08-07,< 10,180,4.1,177,4.2,357,4.2
2020-08-07,10-19,332,7.7,340,8.0,672,7.8
2020-08-07,20-29,865,19.9,703,16.6,1568,18.3
2020-08-07,30-39,751,17.3,726,17.2,1477,17.2
2020-08-07,40-49,724,16.7,742,17.5,1466,17.1
2020-08-07,50-59,707,16.3,680,16.1,1387,16.2
2020-08-07,60-69,408,9.4,444,10.5,852,9.9
2020-08-07,70-79,232,5.3,274,6.5,506,5.9
2020-08-07,≥ 80,139,3.2,142,3.4,281,3.3
2020-08-07,No disponible,3,,4,,7,
2020-08-07,Total,4341,100.0,4232,100.0,8573,100.0
