bulletin_date,datum_date,confirmed_and_probable_cases,confirmed_cases,probable_cases,deaths,positive_molecular_tests,molecular_tests
2020-05-29,2020-03-23,33,33,,,1,
2020-05-29,2020-03-24,47,47,,,1,
2020-05-29,2020-03-25,41,41,,,0,
2020-05-29,2020-03-26,76,57,19,,3,
2020-05-29,2020-03-27,78,49,29,,2,
2020-05-29,2020-03-28,26,26,,,3,
2020-05-29,2020-03-29,12,12,,,3,
2020-05-29,2020-03-30,87,84,3,,3,
2020-05-29,2020-03-31,65,56,9,,1,
2020-05-29,2020-04-01,84,76,8,,3,
2020-05-29,2020-04-02,63,54,9,,1,
2020-05-29,2020-04-03,63,52,11,,5,
2020-05-29,2020-04-04,17,15,2,,4,
2020-05-29,2020-04-05,4,3,1,,2,
2020-05-29,2020-04-06,64,49,15,,3,
2020-05-29,2020-04-07,60,35,25,,3,
2020-05-29,2020-04-08,59,26,33,,3,
2020-05-29,2020-04-09,54,37,17,,4,
2020-05-29,2020-04-10,9,3,6,,5,
2020-05-29,2020-04-11,16,12,4,,3,
2020-05-29,2020-04-12,7,4,3,,0,
2020-05-29,2020-04-13,56,28,28,,6,
2020-05-29,2020-04-14,75,25,50,,3,
2020-05-29,2020-04-15,73,30,43,,4,
2020-05-29,2020-04-16,74,30,44,,4,
2020-05-29,2020-04-17,65,22,43,,1,
2020-05-29,2020-04-18,23,9,14,,3,
2020-05-29,2020-04-19,3,1,2,,3,
2020-05-29,2020-04-20,67,16,51,,1,
2020-05-29,2020-04-21,89,20,69,,4,
2020-05-29,2020-04-22,102,25,77,,5,
2020-05-29,2020-04-23,91,17,74,,2,
2020-05-29,2020-04-24,100,17,83,,3,
2020-05-29,2020-04-25,19,1,18,,2,
2020-05-29,2020-04-26,5,,5,,5,
2020-05-29,2020-04-27,80,10,70,,0,
2020-05-29,2020-04-28,87,14,73,,2,
2020-05-29,2020-04-29,64,18,46,,0,
2020-05-29,2020-04-30,81,20,61,,1,
2020-05-29,2020-05-01,79,7,72,,2,
2020-05-29,2020-05-02,22,6,16,,4,
2020-05-29,2020-05-03,8,1,7,,2,
2020-05-29,2020-05-04,92,5,87,,3,
2020-05-29,2020-05-05,103,18,85,,2,
2020-05-29,2020-05-06,83,18,65,,1,
2020-05-29,2020-05-07,85,15,70,,2,
2020-05-29,2020-05-08,90,21,69,,0,
2020-05-29,2020-05-09,9,3,6,,0,
2020-05-29,2020-05-10,3,,3,,2,
2020-05-29,2020-05-11,93,10,83,,0,
2020-05-29,2020-05-12,99,10,89,,0,
2020-05-29,2020-05-13,79,8,71,,0,
2020-05-29,2020-05-14,116,6,110,,1,
2020-05-29,2020-05-15,132,9,123,,1,
2020-05-29,2020-05-16,30,1,29,,1,
2020-05-29,2020-05-17,6,1,5,,0,
2020-05-29,2020-05-18,78,5,73,,0,
2020-05-29,2020-05-19,67,4,63,,2,
2020-05-29,2020-05-20,74,6,68,,1,
2020-05-29,2020-05-21,58,1,57,,0,
2020-05-29,2020-05-22,61,,61,,1,
2020-05-29,2020-05-23,25,,25,,0,
2020-05-29,2020-05-24,4,1,3,,0,
2020-05-29,2020-05-25,18,1,17,,0,
2020-05-29,2020-05-26,19,3,16,,0,
2020-05-29,2020-05-27,,,,,1,
2020-05-29,2020-05-28,,,,,1,
2020-05-29,2020-05-29,,,,,0,
