bulletin_date,municipality,count,percent
2020-05-29,"Adjuntas",7,0.6
2020-05-29,"Aguada",10,0.8
2020-05-29,"Aguadilla",15,1.2
2020-05-29,"Aguas Buenas",16,1.3
2020-05-29,"Aibonito",8,0.7
2020-05-29,"Añasco",7,0.6
2020-05-29,"Arecibo",18,1.5
2020-05-29,"Arroyo",4,0.3
2020-05-29,"Barceloneta",1,0.1
2020-05-29,"Barranquitas",9,0.7
2020-05-29,"Bayamón",77,6.3
2020-05-29,"Cabo Rojo",19,1.6
2020-05-29,"Caguas",46,3.8
2020-05-29,"Camuy",1,0.1
2020-05-29,"Canóvanas",15,1.2
2020-05-29,"Carolina",77,6.3
2020-05-29,"Cataño",7,0.6
2020-05-29,"Cayey",10,0.8
2020-05-29,"Ceiba",7,0.6
2020-05-29,"Cidra",12,1.0
2020-05-29,"Coamo",4,0.3
2020-05-29,"Comerío",3,0.2
2020-05-29,"Corozal",7,0.6
2020-05-29,"Dorado",13,1.1
2020-05-29,"Fajardo",2,0.2
2020-05-29,"Florida",2,0.2
2020-05-29,"Guánica",17,1.4
2020-05-29,"Guayama",6,0.5
2020-05-29,"Guayanilla",4,0.3
2020-05-29,"Guaynabo",81,6.6
2020-05-29,"Gurabo",10,0.8
2020-05-29,"Hatillo",9,0.7
2020-05-29,"Hormigueros",13,1.1
2020-05-29,"Humacao",7,0.6
2020-05-29,"Isabela",14,1.1
2020-05-29,"Jayuya",2,0.2
2020-05-29,"Juana Díaz",13,1.1
2020-05-29,"Juncos",5,0.4
2020-05-29,"Lajas",6,0.5
2020-05-29,"Lares",3,0.2
2020-05-29,"Las Marías",8,0.7
2020-05-29,"Las Piedras",11,0.9
2020-05-29,"Loíza",4,0.3
2020-05-29,"Luquillo",7,0.6
2020-05-29,"Manatí",5,0.4
2020-05-29,"Maricao",2,0.2
2020-05-29,"Maunabo",3,0.2
2020-05-29,"Mayagüez",43,3.5
2020-05-29,"Moca",18,1.5
2020-05-29,"Morovis",1,0.1
2020-05-29,"Naguabo",2,0.2
2020-05-29,"Naranjito",1,0.1
2020-05-29,"Orocovis",9,0.7
2020-05-29,"Patillas",4,0.3
2020-05-29,"Peñuelas",4,0.3
2020-05-29,"Ponce",47,3.8
2020-05-29,"Quebradillas",18,1.5
2020-05-29,"Rincón",4,0.3
2020-05-29,"Rio Grande",11,0.9
2020-05-29,"Sabana Grande",16,1.3
2020-05-29,"Salinas",9,0.7
2020-05-29,"San Germán",19,1.6
2020-05-29,"San Juan",225,18.4
2020-05-29,"San Lorenzo",6,0.5
2020-05-29,"San Sebastián",23,1.9
2020-05-29,"Santa Isabel",2,0.2
2020-05-29,"Toa Alta",26,2.1
2020-05-29,"Toa Baja",27,2.2
2020-05-29,"Trujillo Alto",26,2.1
2020-05-29,"Vega Alta",12,1.0
2020-05-29,"Vega Baja",8,0.7
2020-05-29,"Villalba",12,1.0
2020-05-29,"Yabucoa",3,0.2
2020-05-29,"Yauco",18,1.5
2020-05-29,"Nueva York",7,
2020-05-29,"Nueva Jersey",2,
2020-05-29,"Florida (estado)",1,
2020-05-29,"Otro lugar fuera de PR",2,
2020-05-29,"No disponible",67,
2020-05-29,"Total",1300,
