bulletin_date,municipality,count,percent
2020-05-21,"Adjuntas",6,0.5
2020-05-21,"Aguada",8,0.7
2020-05-21,"Aguadilla",15,1.3
2020-05-21,"Aguas Buenas",15,1.3
2020-05-21,"Aibonito",7,0.6
2020-05-21,"Añasco",6,0.5
2020-05-21,"Arecibo",16,1.4
2020-05-21,"Arroyo",3,0.3
2020-05-21,"Barranquitas",8,0.7
2020-05-21,"Bayamón",70,6.2
2020-05-21,"Cabo Rojo",17,1.5
2020-05-21,"Caguas",44,3.9
2020-05-21,"Camuy",1,0.1
2020-05-21,"Canóvanas",14,1.2
2020-05-21,"Carolina",70,6.2
2020-05-21,"Cataño",6,0.5
2020-05-21,"Cayey",10,0.9
2020-05-21,"Ceiba",6,0.5
2020-05-21,"Cidra",11,1.0
2020-05-21,"Coamo",4,0.4
2020-05-21,"Comerío",3,0.3
2020-05-21,"Corozal",7,0.6
2020-05-21,"Dorado",13,1.2
2020-05-21,"Fajardo",2,0.2
2020-05-21,"Florida",2,0.2
2020-05-21,"Guánica",17,1.5
2020-05-21,"Guayama",5,0.4
2020-05-21,"Guayanilla",4,0.4
2020-05-21,"Guaynabo",74,6.6
2020-05-21,"Gurabo",10,0.9
2020-05-21,"Hatillo",7,0.6
2020-05-21,"Hormigueros",12,1.1
2020-05-21,"Humacao",7,0.6
2020-05-21,"Isabela",14,1.2
2020-05-21,"Jayuya",2,0.2
2020-05-21,"Juana Díaz",13,1.2
2020-05-21,"Juncos",4,0.4
2020-05-21,"Lajas",6,0.5
2020-05-21,"Lares",3,0.3
2020-05-21,"Las Marías",7,0.6
2020-05-21,"Las Piedras",10,0.9
2020-05-21,"Loíza",2,0.2
2020-05-21,"Luquillo",8,0.7
2020-05-21,"Manatí",5,0.4
2020-05-21,"Maricao",2,0.2
2020-05-21,"Maunabo",3,0.3
2020-05-21,"Mayagüez",38,3.4
2020-05-21,"Moca",17,1.5
2020-05-21,"Morovis",1,0.1
2020-05-21,"Naguabo",2,0.2
2020-05-21,"Naranjito",1,0.1
2020-05-21,"Orocovis",6,0.5
2020-05-21,"Patillas",3,0.3
2020-05-21,"Peñuelas",3,0.3
2020-05-21,"Ponce",43,3.8
2020-05-21,"Quebradillas",18,1.6
2020-05-21,"Rincón",2,0.2
2020-05-21,"Rio Grande",10,0.9
2020-05-21,"Sabana Grande",13,1.2
2020-05-21,"Salinas",6,0.5
2020-05-21,"San Germán",18,1.6
2020-05-21,"San Juan",208,18.5
2020-05-21,"San Lorenzo",4,0.4
2020-05-21,"San Sebastián",21,1.9
2020-05-21,"Santa Isabel",2,0.2
2020-05-21,"Toa Alta",26,2.3
2020-05-21,"Toa Baja",26,2.3
2020-05-21,"Trujillo Alto",24,2.1
2020-05-21,"Vega Alta",12,1.1
2020-05-21,"Vega Baja",8,0.7
2020-05-21,"Villalba",12,1.1
2020-05-21,"Yabucoa",3,0.3
2020-05-21,"Yauco",17,1.5
2020-05-21,"Nueva York",5,
2020-05-21,"Nueva Jersey",2,
2020-05-21,"Florida (estado)",1,
2020-05-21,"Otro lugar fuera de PR",2,
2020-05-21,"No disponible",88,
2020-05-21,"Total",1221,
