bulletin_date,municipality,count,percent
2020-06-04,"Adjuntas",7,0.6
2020-06-04,"Aguada",10,0.8
2020-06-04,"Aguadilla",15,1.2
2020-06-04,"Aguas Buenas",16,1.3
2020-06-04,"Aibonito",8,0.6
2020-06-04,"Añasco",7,0.6
2020-06-04,"Arecibo",18,1.4
2020-06-04,"Arroyo",4,0.3
2020-06-04,"Barceloneta",1,0.1
2020-06-04,"Barranquitas",9,0.7
2020-06-04,"Bayamón",80,6.4
2020-06-04,"Cabo Rojo",19,1.5
2020-06-04,"Caguas",47,3.8
2020-06-04,"Camuy",1,0.1
2020-06-04,"Canóvanas",15,1.2
2020-06-04,"Carolina",78,6.2
2020-06-04,"Cataño",9,0.7
2020-06-04,"Cayey",11,0.9
2020-06-04,"Ceiba",7,0.6
2020-06-04,"Ciales",5,0.4
2020-06-04,"Cidra",11,0.9
2020-06-04,"Coamo",4,0.3
2020-06-04,"Comerío",3,0.2
2020-06-04,"Corozal",7,0.6
2020-06-04,"Dorado",14,1.1
2020-06-04,"Fajardo",2,0.2
2020-06-04,"Florida",2,0.2
2020-06-04,"Guánica",18,1.4
2020-06-04,"Guayama",6,0.5
2020-06-04,"Guayanilla",4,0.3
2020-06-04,"Guaynabo",85,6.8
2020-06-04,"Gurabo",10,0.8
2020-06-04,"Hatillo",9,0.7
2020-06-04,"Hormigueros",13,1.0
2020-06-04,"Humacao",7,0.6
2020-06-04,"Isabela",14,1.1
2020-06-04,"Jayuya",2,0.2
2020-06-04,"Juana Díaz",14,1.1
2020-06-04,"Juncos",5,0.4
2020-06-04,"Lajas",6,0.5
2020-06-04,"Lares",3,0.2
2020-06-04,"Las Marías",7,0.6
2020-06-04,"Las Piedras",11,0.9
2020-06-04,"Loíza",4,0.3
2020-06-04,"Luquillo",7,0.6
2020-06-04,"Manatí",5,0.4
2020-06-04,"Maricao",2,0.2
2020-06-04,"Maunabo",3,0.2
2020-06-04,"Mayagüez",43,3.4
2020-06-04,"Moca",18,1.4
2020-06-04,"Morovis",2,0.2
2020-06-04,"Naguabo",2,0.2
2020-06-04,"Naranjito",1,0.1
2020-06-04,"Orocovis",9,0.7
2020-06-04,"Patillas",4,0.3
2020-06-04,"Peñuelas",5,0.4
2020-06-04,"Ponce",48,3.8
2020-06-04,"Quebradillas",18,1.4
2020-06-04,"Rincón",4,0.3
2020-06-04,"Rio Grande",11,0.9
2020-06-04,"Sabana Grande",16,1.3
2020-06-04,"Salinas",10,0.8
2020-06-04,"San Germán",19,1.5
2020-06-04,"San Juan",230,18.4
2020-06-04,"San Lorenzo",7,0.6
2020-06-04,"San Sebastián",24,1.9
2020-06-04,"Santa Isabel",2,0.2
2020-06-04,"Toa Alta",26,2.1
2020-06-04,"Toa Baja",26,2.1
2020-06-04,"Trujillo Alto",26,2.1
2020-06-04,"Utuado",1,0.1
2020-06-04,"Vega Alta",12,1.0
2020-06-04,"Vega Baja",8,0.6
2020-06-04,"Villalba",12,1.0
2020-06-04,"Yabucoa",4,0.3
2020-06-04,"Yauco",18,1.4
2020-06-04,"Nueva York",7,
2020-06-04,"Nueva Jersey",2,
2020-06-04,"Florida",1,
2020-06-04,"Otro lugar fuera de PR",2,
2020-06-04,"No disponible",67,
2020-06-04,"Total",1330,
