bulletin_date,municipality,count,percent
2020-05-18,"Adjuntas",5,0.5
2020-05-18,"Aguada",6,0.6
2020-05-18,"Aguadilla",14,1.3
2020-05-18,"Aguas Buenas",14,1.3
2020-05-18,"Aibonito",6,0.6
2020-05-18,"Añasco",5,0.5
2020-05-18,"Arecibo",16,1.5
2020-05-18,"Arroyo",3,0.3
2020-05-18,"Barranquitas",8,0.7
2020-05-18,"Bayamón",67,6.1
2020-05-18,"Cabo Rojo",17,1.6
2020-05-18,"Caguas",44,4.0
2020-05-18,"Camuy",1,0.1
2020-05-18,"Canóvanas",14,1.3
2020-05-18,"Carolina",70,6.4
2020-05-18,"Cataño",6,0.6
2020-05-18,"Cayey",9,0.8
2020-05-18,"Ceiba",6,0.6
2020-05-18,"Cidra",11,1.0
2020-05-18,"Coamo",4,0.4
2020-05-18,"Comerío",3,0.3
2020-05-18,"Corozal",7,0.6
2020-05-18,"Dorado",13,1.2
2020-05-18,"Fajardo",2,0.2
2020-05-18,"Florida",2,0.2
2020-05-18,"Guánica",16,1.5
2020-05-18,"Guayama",5,0.5
2020-05-18,"Guayanilla",3,0.3
2020-05-18,"Guaynabo",72,6.6
2020-05-18,"Gurabo",10,0.9
2020-05-18,"Hatillo",7,0.6
2020-05-18,"Hormigueros",9,0.8
2020-05-18,"Humacao",7,0.6
2020-05-18,"Isabela",11,1.0
2020-05-18,"Jayuya",2,0.2
2020-05-18,"Juana Díaz",13,1.2
2020-05-18,"Juncos",4,0.4
2020-05-18,"Lajas",6,0.6
2020-05-18,"Lares",3,0.3
2020-05-18,"Las Marías",6,0.6
2020-05-18,"Las Piedras",10,0.9
2020-05-18,"Loíza",2,0.2
2020-05-18,"Luquillo",8,0.7
2020-05-18,"Manatí",4,0.4
2020-05-18,"Maricao",1,0.1
2020-05-18,"Maunabo",3,0.3
2020-05-18,"Mayagüez",37,3.4
2020-05-18,"Moca",15,1.4
2020-05-18,"Morovis",1,0.1
2020-05-18,"Naguabo",2,0.2
2020-05-18,"Naranjito",1,0.1
2020-05-18,"Orocovis",6,0.6
2020-05-18,"Patillas",3,0.3
2020-05-18,"Peñuelas",3,0.3
2020-05-18,"Ponce",42,3.9
2020-05-18,"Quebradillas",18,1.7
2020-05-18,"Rincón",2,0.2
2020-05-18,"Rio Grande",10,0.9
2020-05-18,"Sabana Grande",11,1.0
2020-05-18,"Salinas",6,0.6
2020-05-18,"San Germán",18,1.7
2020-05-18,"San Juan",206,18.9
2020-05-18,"San Lorenzo",4,0.4
2020-05-18,"San Sebastián",21,1.9
2020-05-18,"Santa Isabel",2,0.2
2020-05-18,"Toa Alta",26,2.4
2020-05-18,"Toa Baja",26,2.4
2020-05-18,"Trujillo Alto",23,2.1
2020-05-18,"Vega Alta",12,1.1
2020-05-18,"Vega Baja",8,0.7
2020-05-18,"Villalba",12,1.1
2020-05-18,"Yabucoa",3,0.3
2020-05-18,"Yauco",17,1.6
2020-05-18,"Nueva York",5,
2020-05-18,"Nueva Jersey",2,
2020-05-18,"Florida (estado)",1,
2020-05-18,"Otro lugar fuera de PR",2,
2020-05-18,"No disponible",107,
2020-05-18,"Total",1207,
