bulletin_date,municipality,count,percent
2020-05-24,"Adjuntas",6,0.5
2020-05-24,"Aguada",8,0.7
2020-05-24,"Aguadilla",15,1.3
2020-05-24,"Aguas Buenas",15,1.3
2020-05-24,"Aibonito",8,0.7
2020-05-24,"Añasco",6,0.5
2020-05-24,"Arecibo",16,1.4
2020-05-24,"Arroyo",4,0.3
2020-05-24,"Barranquitas",9,0.8
2020-05-24,"Bayamón",74,6.4
2020-05-24,"Cabo Rojo",17,1.5
2020-05-24,"Caguas",45,3.9
2020-05-24,"Camuy",1,0.1
2020-05-24,"Canóvanas",14,1.2
2020-05-24,"Carolina",75,6.5
2020-05-24,"Cataño",6,0.5
2020-05-24,"Cayey",10,0.9
2020-05-24,"Ceiba",6,0.5
2020-05-24,"Cidra",12,1.0
2020-05-24,"Coamo",4,0.3
2020-05-24,"Comerío",3,0.3
2020-05-24,"Corozal",7,0.6
2020-05-24,"Dorado",13,1.1
2020-05-24,"Fajardo",2,0.2
2020-05-24,"Florida",2,0.2
2020-05-24,"Guánica",17,1.5
2020-05-24,"Guayama",6,0.5
2020-05-24,"Guayanilla",4,0.3
2020-05-24,"Guaynabo",77,6.6
2020-05-24,"Gurabo",10,0.9
2020-05-24,"Hatillo",7,0.6
2020-05-24,"Hormigueros",12,1.0
2020-05-24,"Humacao",7,0.6
2020-05-24,"Isabela",14,1.2
2020-05-24,"Jayuya",2,0.2
2020-05-24,"Juana Díaz",13,1.1
2020-05-24,"Juncos",5,0.4
2020-05-24,"Lajas",6,0.5
2020-05-24,"Lares",3,0.3
2020-05-24,"Las Marías",7,0.6
2020-05-24,"Las Piedras",10,0.9
2020-05-24,"Loíza",2,0.2
2020-05-24,"Luquillo",8,0.7
2020-05-24,"Manatí",5,0.4
2020-05-24,"Maricao",2,0.2
2020-05-24,"Maunabo",3,0.3
2020-05-24,"Mayagüez",42,3.6
2020-05-24,"Moca",17,1.5
2020-05-24,"Morovis",1,0.1
2020-05-24,"Naguabo",2,0.2
2020-05-24,"Naranjito",1,0.1
2020-05-24,"Orocovis",6,0.5
2020-05-24,"Patillas",3,0.3
2020-05-24,"Peñuelas",3,0.3
2020-05-24,"Ponce",44,3.8
2020-05-24,"Quebradillas",18,1.6
2020-05-24,"Rincón",2,0.2
2020-05-24,"Rio Grande",11,0.9
2020-05-24,"Sabana Grande",14,1.2
2020-05-24,"Salinas",7,0.6
2020-05-24,"San Germán",18,1.6
2020-05-24,"San Juan",211,18.2
2020-05-24,"San Lorenzo",5,0.4
2020-05-24,"San Sebastián",22,1.9
2020-05-24,"Santa Isabel",2,0.2
2020-05-24,"Toa Alta",26,2.2
2020-05-24,"Toa Baja",27,2.3
2020-05-24,"Trujillo Alto",25,2.2
2020-05-24,"Vega Alta",12,1.0
2020-05-24,"Vega Baja",8,0.7
2020-05-24,"Villalba",12,1.0
2020-05-24,"Yabucoa",3,0.3
2020-05-24,"Yauco",18,1.6
2020-05-24,"Nueva York",6,
2020-05-24,"Nueva Jersey",2,
2020-05-24,"Florida (estado)",1,
2020-05-24,"Otro lugar fuera de PR",2,
2020-05-24,"No disponible",71,
2020-05-24,"Total",1240,
