bulletin_date,municipality,count,percent
2020-05-28,"Adjuntas",7,0.6
2020-05-28,"Aguada",10,0.8
2020-05-28,"Aguadilla",15,1.2
2020-05-28,"Aguas Buenas",16,1.3
2020-05-28,"Aibonito",8,0.7
2020-05-28,"Añasco",7,0.6
2020-05-28,"Arecibo",18,1.5
2020-05-28,"Arroyo",4,0.3
2020-05-28,"Barceloneta",1,0.1
2020-05-28,"Barranquitas",9,0.7
2020-05-28,"Bayamón",77,6.3
2020-05-28,"Cabo Rojo",18,1.5
2020-05-28,"Caguas",46,3.8
2020-05-28,"Camuy",1,0.1
2020-05-28,"Canóvanas",14,1.2
2020-05-28,"Carolina",76,6.3
2020-05-28,"Cataño",7,0.6
2020-05-28,"Cayey",10,0.8
2020-05-28,"Ceiba",7,0.6
2020-05-28,"Cidra",12,1.0
2020-05-28,"Coamo",4,0.3
2020-05-28,"Comerío",3,0.2
2020-05-28,"Corozal",7,0.6
2020-05-28,"Dorado",13,1.1
2020-05-28,"Fajardo",2,0.2
2020-05-28,"Florida",2,0.2
2020-05-28,"Guánica",17,1.4
2020-05-28,"Guayama",6,0.5
2020-05-28,"Guayanilla",4,0.3
2020-05-28,"Guaynabo",80,6.6
2020-05-28,"Gurabo",10,0.8
2020-05-28,"Hatillo",9,0.7
2020-05-28,"Hormigueros",13,1.1
2020-05-28,"Humacao",7,0.6
2020-05-28,"Isabela",14,1.2
2020-05-28,"Jayuya",2,0.2
2020-05-28,"Juana Díaz",13,1.1
2020-05-28,"Juncos",5,0.4
2020-05-28,"Lajas",6,0.5
2020-05-28,"Lares",3,0.2
2020-05-28,"Las Marías",8,0.7
2020-05-28,"Las Piedras",11,0.9
2020-05-28,"Loíza",3,0.3
2020-05-28,"Luquillo",8,0.2
2020-05-28,"Manatí",5,0.7
2020-05-28,"Maricao",2,0.4
2020-05-28,"Maunabo",3,0.2
2020-05-28,"Mayagüez",43,0.2
2020-05-28,"Moca",19,3.5
2020-05-28,"Morovis",1,1.6
2020-05-28,"Naguabo",2,0.1
2020-05-28,"Naranjito",1,0.2
2020-05-28,"Orocovis",6,0.1
2020-05-28,"Patillas",4,0.5
2020-05-28,"Peñuelas",4,0.3
2020-05-28,"Ponce",45,0.3
2020-05-28,"Quebradillas",18,3.7
2020-05-28,"Rincón",4,1.5
2020-05-28,"Rio Grande",12,0.3
2020-05-28,"Sabana Grande",16,1.0
2020-05-28,"Salinas",9,1.3
2020-05-28,"San Germán",19,0.7
2020-05-28,"San Juan",224,1.6
2020-05-28,"San Lorenzo",6,18.5
2020-05-28,"San Sebastián",23,0.5
2020-05-28,"Santa Isabel",2,1.9
2020-05-28,"Toa Alta",26,0.2
2020-05-28,"Toa Baja",27,2.1
2020-05-28,"Trujillo Alto",26,2.2
2020-05-28,"Vega Alta",12,2.1
2020-05-28,"Vega Baja",8,1.0
2020-05-28,"Villalba",12,0.7
2020-05-28,"Yabucoa",3,1.0
2020-05-28,"Yauco",19,0.2
2020-05-28,"Nueva York",7,
2020-05-28,"Nueva Jersey",2,
2020-05-28,"Florida (estado)",1,
2020-05-28,"Otro lugar fuera de PR",2,
2020-05-28,"No disponible",67,
2020-05-28,"Total",1293,
