bulletin_date,municipality,count,percent
2020-05-04,"Adjuntas",3,0.3
2020-05-04,"Aguada",6,0.7
2020-05-04,"Aguadilla",11,1.2
2020-05-04,"Aguas Buenas",13,1.5
2020-05-04,"Aibonito",5,0.6
2020-05-04,"Añasco",4,0.4
2020-05-04,"Arecibo",15,1.7
2020-05-04,"Arroyo",1,0.1
2020-05-04,"Barranquitas",2,0.2
2020-05-04,"Bayamón",50,5.6
2020-05-04,"Cabo Rojo",16,1.8
2020-05-04,"Caguas",40,4.5
2020-05-04,"Camuy",1,0.1
2020-05-04,"Canóvanas",11,1.2
2020-05-04,"Carolina",62,6.9
2020-05-04,"Cataño",6,0.7
2020-05-04,"Cayey",5,0.6
2020-05-04,"Ceiba",6,0.7
2020-05-04,"Cidra",11,1.2
2020-05-04,"Coamo",3,0.3
2020-05-04,"Comerío",2,0.2
2020-05-04,"Corozal",4,0.4
2020-05-04,"Dorado",13,1.5
2020-05-04,"Fajardo",1,0.1
2020-05-04,"Florida",2,0.2
2020-05-04,"Guánica",15,1.7
2020-05-04,"Guayama",3,0.3
2020-05-04,"Guayanilla",3,0.3
2020-05-04,"Guaynabo",60,6.7
2020-05-04,"Gurabo",8,0.9
2020-05-04,"Hatillo",5,0.6
2020-05-04,"Hormigueros",9,1.0
2020-05-04,"Humacao",6,0.7
2020-05-04,"Isabela",8,0.9
2020-05-04,"Jayuya",2,0.2
2020-05-04,"Juana Díaz",10,1.1
2020-05-04,"Juncos",5,0.6
2020-05-04,"Lajas",4,0.4
2020-05-04,"Lares",3,0.3
2020-05-04,"Las Marías",4,0.4
2020-05-04,"Las Piedras",5,0.6
2020-05-04,"Loíza",1,0.1
2020-05-04,"Luquillo",5,0.6
2020-05-04,"Manatí",3,0.3
2020-05-04,"Maunabo",3,0.3
2020-05-04,"Mayagüez",32,3.6
2020-05-04,"Moca",13,1.5
2020-05-04,"Morovis",1,0.1
2020-05-04,"Naguabo",1,0.1
2020-05-04,"Orocovis",6,0.7
2020-05-04,"Patillas",3,0.3
2020-05-04,"Peñuelas",2,0.2
2020-05-04,"Ponce",28,3.1
2020-05-04,"Quebradillas",15,1.7
2020-05-04,"Rincón",2,0.2
2020-05-04,"Rio Grande",8,0.9
2020-05-04,"Sabana Grande",9,1.0
2020-05-04,"Salinas",4,0.4
2020-05-04,"San Germán",17,1.9
2020-05-04,"San Juan",161,18.0
2020-05-04,"San Lorenzo",3,0.3
2020-05-04,"San Sebastián",18,2.0
2020-05-04,"Santa Isabel",3,0.3
2020-05-04,"Toa Alta",25,2.8
2020-05-04,"Toa Baja",22,2.5
2020-05-04,"Trujillo Alto",23,2.6
2020-05-04,"Vega Alta",12,1.3
2020-05-04,"Vega Baja",8,0.9
2020-05-04,"Villalba",5,0.6
2020-05-04,"Yabucoa",3,0.3
2020-05-04,"Yauco",17,1.9
2020-05-04,"Nueva York",5,
2020-05-04,"Nueva Jersey",1,
2020-05-04,"Otro lugar fuera de PR",2,
2020-05-04,"No disponible",101,
2020-05-04,"Total",1005,
