bulletin_date,municipality,count,percent
2020-05-23,"Adjuntas",6,0.5
2020-05-23,"Aguada",8,0.7
2020-05-23,"Aguadilla",15,1.3
2020-05-23,"Aguas Buenas",15,1.3
2020-05-23,"Aibonito",8,0.7
2020-05-23,"Añasco",6,0.5
2020-05-23,"Arecibo",16,1.4
2020-05-23,"Arroyo",4,0.3
2020-05-23,"Barranquitas",9,0.8
2020-05-23,"Bayamón",73,6.4
2020-05-23,"Cabo Rojo",17,1.5
2020-05-23,"Caguas",44,3.8
2020-05-23,"Camuy",1,0.1
2020-05-23,"Canóvanas",14,1.2
2020-05-23,"Carolina",73,6.4
2020-05-23,"Cataño",6,0.5
2020-05-23,"Cayey",10,0.9
2020-05-23,"Ceiba",6,0.5
2020-05-23,"Cidra",11,1.0
2020-05-23,"Coamo",4,0.3
2020-05-23,"Comerío",3,0.3
2020-05-23,"Corozal",7,0.6
2020-05-23,"Dorado",13,1.1
2020-05-23,"Fajardo",2,0.2
2020-05-23,"Florida",2,0.2
2020-05-23,"Guánica",17,1.5
2020-05-23,"Guayama",5,0.4
2020-05-23,"Guayanilla",4,0.3
2020-05-23,"Guaynabo",75,6.6
2020-05-23,"Gurabo",10,0.9
2020-05-23,"Hatillo",7,0.6
2020-05-23,"Hormigueros",12,1.0
2020-05-23,"Humacao",7,0.6
2020-05-23,"Isabela",14,1.2
2020-05-23,"Jayuya",2,0.2
2020-05-23,"Juana Díaz",13,1.1
2020-05-23,"Juncos",5,0.4
2020-05-23,"Lajas",6,0.5
2020-05-23,"Lares",3,0.3
2020-05-23,"Las Marías",7,0.6
2020-05-23,"Las Piedras",10,0.9
2020-05-23,"Loíza",2,0.2
2020-05-23,"Luquillo",8,0.7
2020-05-23,"Manatí",5,0.4
2020-05-23,"Maricao",2,0.2
2020-05-23,"Maunabo",3,0.3
2020-05-23,"Mayagüez",42,3.7
2020-05-23,"Moca",18,1.6
2020-05-23,"Morovis",1,0.1
2020-05-23,"Naguabo",2,0.2
2020-05-23,"Naranjito",1,0.1
2020-05-23,"Orocovis",6,0.5
2020-05-23,"Patillas",3,0.3
2020-05-23,"Peñuelas",3,0.3
2020-05-23,"Ponce",44,3.8
2020-05-23,"Quebradillas",18,1.6
2020-05-23,"Rincón",2,0.2
2020-05-23,"Rio Grande",10,0.9
2020-05-23,"Sabana Grande",13,1.1
2020-05-23,"Salinas",6,0.5
2020-05-23,"San Germán",18,1.6
2020-05-23,"San Juan",210,18.4
2020-05-23,"San Lorenzo",4,0.3
2020-05-23,"San Sebastián",22,1.9
2020-05-23,"Santa Isabel",2,0.2
2020-05-23,"Toa Alta",26,2.3
2020-05-23,"Toa Baja",26,2.3
2020-05-23,"Trujillo Alto",24,2.1
2020-05-23,"Vega Alta",12,1.0
2020-05-23,"Vega Baja",8,0.7
2020-05-23,"Villalba",12,1.0
2020-05-23,"Yabucoa",3,0.3
2020-05-23,"Yauco",17,1.5
2020-05-23,"Nueva York",6,
2020-05-23,"Nueva Jersey",2,
2020-05-23,"Florida",1,
2020-05-23,"Otro lugar fuera de PR",2,
2020-05-23,"No disponible",76,
2020-05-23,"Total",1230,
