bulletin_date,municipality,count,percent
2020-05-20,"Adjuntas",6,0.5
2020-05-20,"Aguada",8,0.7
2020-05-20,"Aguadilla",15,1.3
2020-05-20,"Aguas Buenas",15,1.3
2020-05-20,"Aibonito",7,0.6
2020-05-20,"Añasco",6,0.5
2020-05-20,"Arecibo",16,1.4
2020-05-20,"Arroyo",3,0.3
2020-05-20,"Barranquitas",8,0.7
2020-05-20,"Bayamón",67,6.0
2020-05-20,"Cabo Rojo",17,1.5
2020-05-20,"Caguas",44,3.9
2020-05-20,"Camuy",1,0.1
2020-05-20,"Canóvanas",14,1.3
2020-05-20,"Carolina",70,6.3
2020-05-20,"Cataño",6,0.5
2020-05-20,"Cayey",10,0.9
2020-05-20,"Ceiba",6,0.5
2020-05-20,"Cidra",11,1.0
2020-05-20,"Coamo",4,0.4
2020-05-20,"Comerío",3,0.3
2020-05-20,"Corozal",7,0.6
2020-05-20,"Dorado",13,1.2
2020-05-20,"Fajardo",2,0.2
2020-05-20,"Florida",2,0.2
2020-05-20,"Guánica",17,1.5
2020-05-20,"Guayama",5,0.4
2020-05-20,"Guayanilla",4,0.4
2020-05-20,"Guaynabo",74,6.6
2020-05-20,"Gurabo",10,0.9
2020-05-20,"Hatillo",7,0.6
2020-05-20,"Hormigueros",11,1.0
2020-05-20,"Humacao",7,0.6
2020-05-20,"Isabela",14,1.3
2020-05-20,"Jayuya",2,0.2
2020-05-20,"Juana Díaz",13,1.2
2020-05-20,"Juncos",4,0.4
2020-05-20,"Lajas",6,0.5
2020-05-20,"Lares",3,0.3
2020-05-20,"Las Marías",7,0.6
2020-05-20,"Las Piedras",10,0.9
2020-05-20,"Loíza",2,0.2
2020-05-20,"Luquillo",8,0.7
2020-05-20,"Manatí",5,0.4
2020-05-20,"Maricao",2,0.2
2020-05-20,"Maunabo",3,0.3
2020-05-20,"Mayagüez",38,3.4
2020-05-20,"Moca",17,1.5
2020-05-20,"Morovis",1,0.1
2020-05-20,"Naguabo",2,0.2
2020-05-20,"Naranjito",1,0.1
2020-05-20,"Orocovis",6,0.5
2020-05-20,"Patillas",3,0.3
2020-05-20,"Peñuelas",3,0.3
2020-05-20,"Ponce",43,3.9
2020-05-20,"Quebradillas",18,1.6
2020-05-20,"Rincón",2,0.2
2020-05-20,"Rio Grande",10,0.9
2020-05-20,"Sabana Grande",13,1.2
2020-05-20,"Salinas",6,0.5
2020-05-20,"San Germán",18,1.6
2020-05-20,"San Juan",204,18.3
2020-05-20,"San Lorenzo",4,0.4
2020-05-20,"San Sebastián",21,1.9
2020-05-20,"Santa Isabel",2,0.2
2020-05-20,"Toa Alta",26,2.3
2020-05-20,"Toa Baja",26,2.3
2020-05-20,"Trujillo Alto",23,2.1
2020-05-20,"Vega Alta",12,1.1
2020-05-20,"Vega Baja",8,0.7
2020-05-20,"Villalba",12,1.1
2020-05-20,"Yabucoa",3,0.3
2020-05-20,"Yauco",17,1.5
2020-05-20,"Nueva York",5,
2020-05-20,"Nueva Jersey",2,
2020-05-20,"Florida",1,
2020-05-20,"Otro lugar fuera de PR",2,
2020-05-20,"No disponible",89,
2020-05-20,"Total",1213,
