bulletin_date,municipality,count,percent
2020-05-14,"Adjuntas",3,0.3
2020-05-14,"Aguada",6,0.6
2020-05-14,"Aguadilla",12,1.2
2020-05-14,"Aguas Buenas",14,1.4
2020-05-14,"Aibonito",6,0.6
2020-05-14,"Añasco",6,0.6
2020-05-14,"Arecibo",15,1.5
2020-05-14,"Arroyo",1,0.1
2020-05-14,"Barranquitas",7,0.7
2020-05-14,"Bayamón",60,6.1
2020-05-14,"Cabo Rojo",16,1.6
2020-05-14,"Caguas",44,4.5
2020-05-14,"Camuy",1,0.1
2020-05-14,"Canóvanas",12,1.2
2020-05-14,"Carolina",65,6.6
2020-05-14,"Cataño",6,0.6
2020-05-14,"Cayey",7,0.7
2020-05-14,"Ceiba",6,0.6
2020-05-14,"Cidra",11,1.1
2020-05-14,"Coamo",3,0.3
2020-05-14,"Comerío",2,0.2
2020-05-14,"Corozal",6,0.6
2020-05-14,"Dorado",13,1.3
2020-05-14,"Fajardo",1,0.1
2020-05-14,"Florida",1,0.1
2020-05-14,"Guánica",15,1.5
2020-05-14,"Guayama",4,0.4
2020-05-14,"Guayanilla",3,0.3
2020-05-14,"Guaynabo",66,6.7
2020-05-14,"Gurabo",9,0.9
2020-05-14,"Hatillo",5,0.5
2020-05-14,"Hormigueros",9,0.9
2020-05-14,"Humacao",6,0.6
2020-05-14,"Isabela",8,0.8
2020-05-14,"Jayuya",2,0.2
2020-05-14,"Juana Díaz",10,1.0
2020-05-14,"Juncos",5,0.5
2020-05-14,"Lajas",5,0.5
2020-05-14,"Lares",3,0.3
2020-05-14,"Las Marías",5,0.5
2020-05-14,"Las Piedras",6,0.6
2020-05-14,"Loíza",1,0.1
2020-05-14,"Luquillo",7,0.7
2020-05-14,"Manatí",3,0.3
2020-05-14,"Maunabo",3,0.3
2020-05-14,"Mayagüez",32,3.3
2020-05-14,"Moca",14,1.4
2020-05-14,"Morovis",1,0.1
2020-05-14,"Naguabo",1,0.1
2020-05-14,"Naranjito",1,0.1
2020-05-14,"Orocovis",6,0.6
2020-05-14,"Patillas",3,0.3
2020-05-14,"Peñuelas",2,0.2
2020-05-14,"Ponce",34,3.5
2020-05-14,"Quebradillas",18,1.8
2020-05-14,"Rincón",2,0.2
2020-05-14,"Rio Grande",10,1.0
2020-05-14,"Sabana Grande",10,1.0
2020-05-14,"Salinas",6,0.6
2020-05-14,"San Germán",17,1.7
2020-05-14,"San Juan",176,18.0
2020-05-14,"San Lorenzo",3,0.3
2020-05-14,"San Sebastián",19,1.9
2020-05-14,"Santa Isabel",3,0.3
2020-05-14,"Toa Alta",26,2.7
2020-05-14,"Toa Baja",25,2.6
2020-05-14,"Trujillo Alto",23,2.3
2020-05-14,"Vega Alta",12,1.2
2020-05-14,"Vega Baja",8,0.8
2020-05-14,"Villalba",9,0.9
2020-05-14,"Yabucoa",3,0.3
2020-05-14,"Yauco",17,1.7
2020-05-14,"Nueva York",5,
2020-05-14,"Nueva Jersey",2,
2020-05-14,"Florida",1,
2020-05-14,"Otro lugar fuera de PR",2,
2020-05-14,"No disponible",98,
2020-05-14,"Total",1088,
