bulletin_date,municipality,count,percent
2020-06-08,"Adjuntas",8,0.6
2020-06-08,"Aguada",10,0.8
2020-06-08,"Aguadilla",15,1.1
2020-06-08,"Aguas Buenas",17,1.3
2020-06-08,"Aibonito",8,0.6
2020-06-08,"Añasco",8,0.6
2020-06-08,"Arecibo",18,1.4
2020-06-08,"Arroyo",5,0.4
2020-06-08,"Barceloneta",1,0.1
2020-06-08,"Barranquitas",9,0.7
2020-06-08,"Bayamón",82,6.2
2020-06-08,"Cabo Rojo",21,1.6
2020-06-08,"Caguas",50,3.8
2020-06-08,"Camuy",1,0.1
2020-06-08,"Canóvanas",16,1.2
2020-06-08,"Carolina",81,6.1
2020-06-08,"Cataño",9,0.7
2020-06-08,"Cayey",11,0.8
2020-06-08,"Ceiba",7,0.5
2020-06-08,"Ciales",17,1.3
2020-06-08,"Cidra",11,0.8
2020-06-08,"Coamo",4,0.3
2020-06-08,"Comerío",3,0.2
2020-06-08,"Corozal",9,0.7
2020-06-08,"Dorado",16,1.2
2020-06-08,"Fajardo",3,0.2
2020-06-08,"Florida",2,0.2
2020-06-08,"Guánica",17,1.3
2020-06-08,"Guayama",6,0.5
2020-06-08,"Guayanilla",4,0.3
2020-06-08,"Guaynabo",89,6.7
2020-06-08,"Gurabo",11,0.8
2020-06-08,"Hatillo",9,0.7
2020-06-08,"Hormigueros",13,1.0
2020-06-08,"Humacao",9,0.7
2020-06-08,"Isabela",14,1.1
2020-06-08,"Jayuya",2,0.2
2020-06-08,"Juana Díaz",16,1.2
2020-06-08,"Juncos",8,0.6
2020-06-08,"Lajas",7,0.5
2020-06-08,"Lares",3,0.2
2020-06-08,"Las Marías",7,0.5
2020-06-08,"Las Piedras",11,0.8
2020-06-08,"Loíza",5,0.4
2020-06-08,"Luquillo",7,0.5
2020-06-08,"Manatí",5,0.4
2020-06-08,"Maricao",5,0.4
2020-06-08,"Maunabo",3,0.2
2020-06-08,"Mayagüez",45,3.4
2020-06-08,"Moca",18,1.4
2020-06-08,"Morovis",4,0.3
2020-06-08,"Naguabo",2,0.2
2020-06-08,"Naranjito",1,0.1
2020-06-08,"Orocovis",9,0.7
2020-06-08,"Patillas",4,0.3
2020-06-08,"Peñuelas",6,0.5
2020-06-08,"Ponce",49,3.7
2020-06-08,"Quebradillas",19,1.4
2020-06-08,"Rincón",4,0.3
2020-06-08,"Rio Grande",12,0.9
2020-06-08,"Sabana Grande",16,1.2
2020-06-08,"Salinas",10,0.8
2020-06-08,"San Germán",19,1.4
2020-06-08,"San Juan",238,18.0
2020-06-08,"San Lorenzo",7,0.5
2020-06-08,"San Sebastián",25,1.9
2020-06-08,"Santa Isabel",2,0.2
2020-06-08,"Toa Alta",29,2.2
2020-06-08,"Toa Baja",26,2.0
2020-06-08,"Trujillo Alto",27,2.0
2020-06-08,"Utuado",1,0.1
2020-06-08,"Vega Alta",12,0.9
2020-06-08,"Vega Baja",9,0.7
2020-06-08,"Villalba",12,0.9
2020-06-08,"Yabucoa",4,0.3
2020-06-08,"Yauco",19,1.4
2020-06-08,"Nueva York",7,
2020-06-08,"Nueva Jersey",2,
2020-06-08,"Florida",2,
2020-06-08,"Otro lugar fuera de PR",2,
2020-06-08,"No disponible",51,
2020-06-08,"Total",1386,
