bulletin_date,municipality,count,percent
2020-06-05,"Adjuntas",7,0.5
2020-06-05,"Aguada",10,0.8
2020-06-05,"Aguadilla",15,1.2
2020-06-05,"Aguas Buenas",16,1.2
2020-06-05,"Aibonito",8,0.6
2020-06-05,"Añasco",7,0.5
2020-06-05,"Arecibo",18,1.4
2020-06-05,"Arroyo",5,0.4
2020-06-05,"Barceloneta",1,0.1
2020-06-05,"Barranquitas",9,0.7
2020-06-05,"Bayamón",81,6.3
2020-06-05,"Cabo Rojo",20,1.6
2020-06-05,"Caguas",48,3.7
2020-06-05,"Camuy",1,0.1
2020-06-05,"Canóvanas",16,1.2
2020-06-05,"Carolina",79,6.2
2020-06-05,"Cataño",9,0.7
2020-06-05,"Cayey",11,0.9
2020-06-05,"Ceiba",7,0.5
2020-06-05,"Ciales",12,0.9
2020-06-05,"Cidra",11,0.9
2020-06-05,"Coamo",4,0.3
2020-06-05,"Comerío",3,0.2
2020-06-05,"Corozal",8,0.6
2020-06-05,"Dorado",14,1.1
2020-06-05,"Fajardo",2,0.2
2020-06-05,"Florida",2,0.2
2020-06-05,"Guánica",18,1.4
2020-06-05,"Guayama",6,0.5
2020-06-05,"Guayanilla",4,0.3
2020-06-05,"Guaynabo",86,6.7
2020-06-05,"Gurabo",10,0.8
2020-06-05,"Hatillo",9,0.7
2020-06-05,"Hormigueros",13,1.0
2020-06-05,"Humacao",8,0.6
2020-06-05,"Isabela",14,1.1
2020-06-05,"Jayuya",2,0.2
2020-06-05,"Juana Díaz",15,1.2
2020-06-05,"Juncos",5,0.4
2020-06-05,"Lajas",6,0.5
2020-06-05,"Lares",3,0.2
2020-06-05,"Las Marías",7,0.5
2020-06-05,"Las Piedras",11,0.9
2020-06-05,"Loíza",4,0.3
2020-06-05,"Luquillo",7,0.5
2020-06-05,"Manatí",5,0.4
2020-06-05,"Maricao",3,0.2
2020-06-05,"Maunabo",3,0.2
2020-06-05,"Mayagüez",45,3.5
2020-06-05,"Moca",18,1.4
2020-06-05,"Morovis",2,0.2
2020-06-05,"Naguabo",2,0.2
2020-06-05,"Naranjito",1,0.1
2020-06-05,"Orocovis",9,0.7
2020-06-05,"Patillas",4,0.3
2020-06-05,"Peñuelas",6,0.5
2020-06-05,"Ponce",48,3.7
2020-06-05,"Quebradillas",19,1.5
2020-06-05,"Rincón",4,0.3
2020-06-05,"Rio Grande",12,0.9
2020-06-05,"Sabana Grande",16,1.2
2020-06-05,"Salinas",10,0.8
2020-06-05,"San Germán",19,1.5
2020-06-05,"San Juan",233,18.2
2020-06-05,"San Lorenzo",7,0.5
2020-06-05,"San Sebastián",24,1.9
2020-06-05,"Santa Isabel",2,0.2
2020-06-05,"Toa Alta",29,2.3
2020-06-05,"Toa Baja",26,2.0
2020-06-05,"Trujillo Alto",27,2.1
2020-06-05,"Utuado",1,0.1
2020-06-05,"Vega Alta",12,0.9
2020-06-05,"Vega Baja",8,0.6
2020-06-05,"Villalba",12,0.9
2020-06-05,"Yabucoa",4,0.3
2020-06-05,"Yauco",19,1.5
2020-06-05,"Nueva York",7,
2020-06-05,"Nueva Jersey",2,
2020-06-05,"Florida (estado)",1,
2020-06-05,"Otro lugar fuera de PR",2,
2020-06-05,"No disponible",66,
2020-06-05,"Total",1360,
