bulletin_date,municipality,count,percent
2020-05-26,"Adjuntas",6,0.5
2020-05-26,"Aguada",9,0.8
2020-05-26,"Aguadilla",15,1.3
2020-05-26,"Aguas Buenas",15,1.3
2020-05-26,"Aibonito",8,0.7
2020-05-26,"Añasco",6,0.5
2020-05-26,"Arecibo",17,1.4
2020-05-26,"Arroyo",4,0.3
2020-05-26,"Barranquitas",9,0.8
2020-05-26,"Bayamón",77,6.5
2020-05-26,"Cabo Rojo",17,1.4
2020-05-26,"Caguas",45,3.8
2020-05-26,"Camuy",1,0.1
2020-05-26,"Canóvanas",14,1.2
2020-05-26,"Carolina",75,6.4
2020-05-26,"Cataño",6,0.5
2020-05-26,"Cayey",10,0.9
2020-05-26,"Ceiba",6,0.5
2020-05-26,"Cidra",12,1.0
2020-05-26,"Coamo",4,0.3
2020-05-26,"Comerío",3,0.3
2020-05-26,"Corozal",7,0.6
2020-05-26,"Dorado",13,1.1
2020-05-26,"Fajardo",2,0.2
2020-05-26,"Florida",2,0.2
2020-05-26,"Guánica",17,1.4
2020-05-26,"Guayama",6,0.5
2020-05-26,"Guayanilla",4,0.3
2020-05-26,"Guaynabo",78,6.6
2020-05-26,"Gurabo",10,0.9
2020-05-26,"Hatillo",8,0.7
2020-05-26,"Hormigueros",12,1.0
2020-05-26,"Humacao",7,0.6
2020-05-26,"Isabela",14,1.2
2020-05-26,"Jayuya",2,0.2
2020-05-26,"Juana Díaz",13,1.1
2020-05-26,"Juncos",5,0.4
2020-05-26,"Lajas",6,0.5
2020-05-26,"Lares",3,0.3
2020-05-26,"Las Marías",7,0.6
2020-05-26,"Las Piedras",10,0.9
2020-05-26,"Loíza",2,0.2
2020-05-26,"Luquillo",8,0.7
2020-05-26,"Manatí",5,0.4
2020-05-26,"Maricao",2,0.2
2020-05-26,"Maunabo",3,0.3
2020-05-26,"Mayagüez",42,3.6
2020-05-26,"Moca",18,1.5
2020-05-26,"Morovis",1,0.1
2020-05-26,"Naguabo",2,0.2
2020-05-26,"Naranjito",1,0.1
2020-05-26,"Orocovis",6,0.5
2020-05-26,"Patillas",4,0.3
2020-05-26,"Peñuelas",4,0.3
2020-05-26,"Ponce",45,3.8
2020-05-26,"Quebradillas",18,1.5
2020-05-26,"Rincón",2,0.2
2020-05-26,"Rio Grande",11,0.9
2020-05-26,"Sabana Grande",15,1.3
2020-05-26,"Salinas",7,0.6
2020-05-26,"San Germán",18,1.5
2020-05-26,"San Juan",214,18.2
2020-05-26,"San Lorenzo",6,0.5
2020-05-26,"San Sebastián",23,2.0
2020-05-26,"Santa Isabel",2,0.2
2020-05-26,"Toa Alta",26,2.2
2020-05-26,"Toa Baja",27,2.3
2020-05-26,"Trujillo Alto",26,2.2
2020-05-26,"Vega Alta",12,1.0
2020-05-26,"Vega Baja",8,0.7
2020-05-26,"Villalba",12,1.0
2020-05-26,"Yabucoa",3,0.3
2020-05-26,"Yauco",18,1.5
2020-05-26,"Nueva York",7,
2020-05-26,"Nueva Jersey",2,
2020-05-26,"Florida (estado)",1,
2020-05-26,"Otro lugar fuera de PR",2,
2020-05-26,"No disponible",72,
2020-05-26,"Total",1260,
