bulletin_date,municipality,count,percent
2020-05-31,"Adjuntas",7,0.6
2020-05-31,"Aguada",10,0.8
2020-05-31,"Aguadilla",15,1.2
2020-05-31,"Aguas Buenas",16,1.3
2020-05-31,"Aibonito",8,0.7
2020-05-31,"Añasco",7,0.6
2020-05-31,"Arecibo",18,1.5
2020-05-31,"Arroyo",4,0.3
2020-05-31,"Barceloneta",1,0.1
2020-05-31,"Barranquitas",9,0.7
2020-05-31,"Bayamón",78,6.4
2020-05-31,"Cabo Rojo",19,1.6
2020-05-31,"Caguas",47,3.8
2020-05-31,"Camuy",1,0.1
2020-05-31,"Canóvanas",15,1.2
2020-05-31,"Carolina",77,6.3
2020-05-31,"Cataño",7,0.6
2020-05-31,"Cayey",10,0.8
2020-05-31,"Ceiba",7,0.6
2020-05-31,"Ciales",1,0.1
2020-05-31,"Cidra",12,1.0
2020-05-31,"Coamo",4,0.3
2020-05-31,"Comerío",3,0.2
2020-05-31,"Corozal",7,0.6
2020-05-31,"Dorado",13,1.1
2020-05-31,"Fajardo",2,0.2
2020-05-31,"Florida",2,0.2
2020-05-31,"Guánica",17,1.4
2020-05-31,"Guayama",6,0.5
2020-05-31,"Guayanilla",4,0.3
2020-05-31,"Guaynabo",81,6.6
2020-05-31,"Gurabo",10,0.8
2020-05-31,"Hatillo",9,0.7
2020-05-31,"Hormigueros",13,1.1
2020-05-31,"Humacao",7,0.6
2020-05-31,"Isabela",14,1.1
2020-05-31,"Jayuya",2,0.2
2020-05-31,"Juana Díaz",13,1.1
2020-05-31,"Juncos",5,0.4
2020-05-31,"Lajas",6,0.5
2020-05-31,"Lares",3,0.2
2020-05-31,"Las Marías",7,0.6
2020-05-31,"Las Piedras",11,0.9
2020-05-31,"Loíza",4,0.3
2020-05-31,"Luquillo",7,0.6
2020-05-31,"Manatí",5,0.4
2020-05-31,"Maricao",2,0.2
2020-05-31,"Maunabo",3,0.2
2020-05-31,"Mayagüez",43,3.5
2020-05-31,"Moca",18,1.5
2020-05-31,"Morovis",1,0.1
2020-05-31,"Naguabo",2,0.2
2020-05-31,"Naranjito",1,0.1
2020-05-31,"Orocovis",9,0.7
2020-05-31,"Patillas",4,0.3
2020-05-31,"Peñuelas",4,0.3
2020-05-31,"Ponce",47,3.8
2020-05-31,"Quebradillas",18,1.5
2020-05-31,"Rincón",4,0.3
2020-05-31,"Rio Grande",11,0.9
2020-05-31,"Sabana Grande",16,1.3
2020-05-31,"Salinas",9,0.7
2020-05-31,"San Germán",19,1.6
2020-05-31,"San Juan",227,18.5
2020-05-31,"San Lorenzo",6,0.5
2020-05-31,"San Sebastián",23,1.9
2020-05-31,"Santa Isabel",2,0.2
2020-05-31,"Toa Alta",26,2.1
2020-05-31,"Toa Baja",27,2.2
2020-05-31,"Trujillo Alto",25,2.0
2020-05-31,"Vega Alta",12,1.0
2020-05-31,"Vega Baja",8,0.7
2020-05-31,"Villalba",12,1.0
2020-05-31,"Yabucoa",3,0.2
2020-05-31,"Yauco",18,1.5
2020-05-31,"Nueva York",7,
2020-05-31,"Nueva Jersey",2,
2020-05-31,"Florida (estado)",1,
2020-05-31,"Otro lugar fuera de PR",2,
2020-05-31,"No disponible",68,
2020-05-31,"Total",1304,
