bulletin_date,municipality,count,percent
2020-05-19,"Adjuntas",5,0.5
2020-05-19,"Aguada",7,0.6
2020-05-19,"Aguadilla",16,1.4
2020-05-19,"Aguas Buenas",14,1.3
2020-05-19,"Aibonito",7,0.6
2020-05-19,"Añasco",5,0.5
2020-05-19,"Arecibo",16,1.4
2020-05-19,"Arroyo",3,0.3
2020-05-19,"Barranquitas",8,0.7
2020-05-19,"Bayamón",67,6.1
2020-05-19,"Cabo Rojo",17,1.5
2020-05-19,"Caguas",44,4.0
2020-05-19,"Camuy",1,0.1
2020-05-19,"Canóvanas",14,1.3
2020-05-19,"Carolina",70,6.3
2020-05-19,"Cataño",6,0.5
2020-05-19,"Cayey",9,0.8
2020-05-19,"Ceiba",6,0.5
2020-05-19,"Cidra",11,1.0
2020-05-19,"Coamo",4,0.4
2020-05-19,"Comerío",3,0.3
2020-05-19,"Corozal",7,0.6
2020-05-19,"Dorado",13,1.2
2020-05-19,"Fajardo",2,0.2
2020-05-19,"Florida",2,0.2
2020-05-19,"Guánica",17,1.5
2020-05-19,"Guayama",5,0.5
2020-05-19,"Guayanilla",3,0.3
2020-05-19,"Guaynabo",72,6.5
2020-05-19,"Gurabo",10,0.9
2020-05-19,"Hatillo",7,0.6
2020-05-19,"Hormigueros",11,1.0
2020-05-19,"Humacao",7,0.6
2020-05-19,"Isabela",14,1.3
2020-05-19,"Jayuya",2,0.2
2020-05-19,"Juana Díaz",13,1.2
2020-05-19,"Juncos",4,0.4
2020-05-19,"Lajas",6,0.5
2020-05-19,"Lares",3,0.3
2020-05-19,"Las Marías",7,0.6
2020-05-19,"Las Piedras",10,0.9
2020-05-19,"Loíza",2,0.2
2020-05-19,"Luquillo",8,0.7
2020-05-19,"Manatí",4,0.4
2020-05-19,"Maricao",1,0.1
2020-05-19,"Maunabo",3,0.3
2020-05-19,"Mayagüez",38,3.4
2020-05-19,"Moca",16,1.4
2020-05-19,"Morovis",1,0.1
2020-05-19,"Naguabo",2,0.2
2020-05-19,"Naranjito",1,0.1
2020-05-19,"Orocovis",6,0.5
2020-05-19,"Patillas",3,0.3
2020-05-19,"Peñuelas",3,0.3
2020-05-19,"Ponce",42,3.8
2020-05-19,"Quebradillas",18,1.6
2020-05-19,"Rincón",2,0.2
2020-05-19,"Rio Grande",10,0.9
2020-05-19,"Sabana Grande",13,1.2
2020-05-19,"Salinas",6,0.5
2020-05-19,"San Germán",18,1.6
2020-05-19,"San Juan",205,18.6
2020-05-19,"San Lorenzo",4,0.4
2020-05-19,"San Sebastián",21,1.9
2020-05-19,"Santa Isabel",2,0.2
2020-05-19,"Toa Alta",26,2.4
2020-05-19,"Toa Baja",26,2.4
2020-05-19,"Trujillo Alto",23,2.1
2020-05-19,"Vega Alta",12,1.1
2020-05-19,"Vega Baja",8,0.7
2020-05-19,"Villalba",12,1.1
2020-05-19,"Yabucoa",3,0.3
2020-05-19,"Yauco",17,1.5
2020-05-19,"Nueva York",5,
2020-05-19,"Nueva Jersey",2,
2020-05-19,"Florida (estado)",1,
2020-05-19,"Otro lugar fuera de PR",2,
2020-05-19,"No disponible",92,
2020-05-19,"Total",1206,
